lambda,thetai,phi,thetar,phir,f_r11,f_r12/f_r11,f_r13/f_r11,f_r14/f_r11,f_r21/f_r11,f_r22/f_r11,f_r23/f_r11,f_r24/f_r11,f_r31/f_r11,f_r32/f_r11,f_r33/f_r11,f_r34/f_r11,f_r41/f_r11,f_r42/f_r11,f_r43/f_r11,f_r44/f_r11
0.532,34.1029975,77.83525754,28.27045898,-16.03093018,0.319209461,-0.001083277,0.002462927,-0.005686895,-0.014673951,0.036667627,-0.00223083,-0.001511829,-0.014351142,-0.005359621,-0.018553077,0.009383435,0.003016187,0.005110019,-0.000605866,-0.006716739
0.532,23.43394571,84.12465672,16.03378864,163.2781569,0.325966687,0.015970311,-0.005791534,0.010586551,-0.00690592,0.02583653,0.014571243,0.007378245,0.003350854,0.002072945,-0.026165351,-0.003477661,0.00077382,-0.003990744,-0.000232545,-0.016529189
0.532,45.03818171,43.51590424,71.3597628,32.49151638,0.282991261,0.012424047,0.021367477,-0.014662615,-0.003860261,0.04308753,-0.007100078,-0.002146368,-0.021735627,-0.021002777,-0.054234437,0.011282142,-0.004999574,-0.00788164,0.00954414,-0.013638991
0.532,22.9684111,-71.3679439,26.86173134,-82.56709206,0.319663235,0.010536084,-0.000436431,0.005830419,-0.00130326,0.031502292,0.00085681,-0.012976026,0.020654833,-0.001834687,-0.051290322,-0.002778166,0.013708777,0.010913696,-0.010365957,-0.012166786
0.532,57.51387839,-124.1685185,63.11192467,48.36670981,0.381232469,-0.003138648,-0.024147279,0.019059714,-0.002390382,-0.135909887,0.103935554,-0.059562605,0.025852695,-0.046521229,-0.172503095,-0.06227203,0.021827294,-0.08647362,-0.028786164,0.113168378
0.532,28.0163518,-10.8315897,24.13338115,-108.1197476,0.322778934,-0.015480233,0.008136979,-0.011425361,0.003538388,0.037064263,-0.011982662,-0.003975407,0.016048278,-0.014026756,-0.048292488,-0.000925138,-0.001278382,-0.007763605,-0.011901935,-0.010283258
0.532,20.08136712,34.05844496,21.05974877,17.5436466,0.329752002,0.01644521,0.008353207,0.006123885,-0.005724834,0.042647228,0.000232847,-0.004364936,0.0007622,0.001965615,-0.048743928,-0.020853545,0.004288142,0.005913177,-0.003494575,-0.021696298
0.532,21.0183504,133.6763458,33.8404135,49.60639407,0.316497784,0.015680325,-0.006445786,0.002337786,-0.015308726,0.023022525,-0.019115701,-0.01770855,0.000764144,-0.00442045,-0.008287837,-0.013559053,0.009260787,-0.006947279,0.000982657,0.001808173
0.532,46.89026625,93.27734509,50.7656472,-163.660599,0.306322533,0.013691528,-0.00554619,0.019891526,-0.017499685,0.004202862,-0.009608356,-0.011834712,0.020927964,-0.010276654,-0.035620445,0.001598263,-0.00383005,-0.016466796,0.018726359,0.033248417
0.532,48.58355845,-74.34419153,60.88301633,31.27391125,0.319681892,-0.008225266,-0.042051584,-0.019196132,-0.035023323,0.032213359,0.090066211,-0.032181324,0.012887611,-0.004868213,-0.022658219,-0.029273778,-0.01420536,-0.019414853,-0.006569627,0.031762609
0.532,46.19575919,-33.95770891,56.85830552,-146.0308044,0.31839066,0.021542434,-0.027782944,-0.007861049,0.019928587,0.069995489,0.001206142,0.009027764,-0.001554499,-0.017838856,0.010926707,0.051551034,-0.002202256,-0.010509767,-0.050749581,0.034244442
0.532,20.59480557,89.4412926,24.27157287,-18.48959952,0.320134364,0.003073465,0.009867796,-0.023828117,-0.00464271,0.030394196,0.013488281,-0.016834847,-0.01115982,-0.001285991,-0.038517149,-0.000852359,0.007059655,0.006408597,0.020005174,-0.023429707
0.532,44.37827186,-62.65634539,60.75261144,-25.16666493,0.288077047,-0.000364619,-0.014378938,0.006970767,-0.010140138,0.048291306,0.016402136,-0.007837541,0.000232113,0.031136902,-0.041749672,0.013660676,0.008780379,-0.011419052,-0.015056097,-0.043176142
0.532,24.04930302,-79.70804127,48.56591486,-119.8285886,0.303816948,-0.040606683,-0.002682457,0.004581568,0.007100886,0.059445803,-0.010212191,-0.000222166,0.014316052,0.008262229,-0.016588034,-0.004530717,0.006667761,-0.004184854,0.012350023,-0.008617683
0.532,19.67852149,21.84828929,49.38372994,88.60208835,0.308446949,0.001899338,-0.015813589,0.00140653,0.000415899,0.033908031,0.017173131,0.007478637,-0.000742224,0.008082343,-0.01520247,0.006014307,0.001250832,-0.010616417,-0.006607556,-0.017073479
0.532,24.89087288,-84.19237263,8.764213884,-148.3057438,0.326975299,-0.010626963,-0.004392447,-0.008488915,-0.02350728,0.045503913,-0.010146742,-0.008276127,0.007075495,-0.011252867,-0.032811368,-0.007206689,0.00414384,0.015798311,-0.004929344,-0.030561071
0.532,51.61815807,8.292686367,30.89018772,107.3962616,0.310068613,0.005260512,0.010302282,0.015767853,0.020573121,0.025274005,0.029666767,-0.000894171,-0.005609845,-0.016526429,-0.029766222,0.007352431,0.017609095,0.00653431,-0.022199288,0.008999574
0.532,35.47318521,-152.5303496,7.59327064,-72.90323229,0.325926425,0.010534113,-0.00991087,0.00383073,-0.005439165,0.022214566,0.004191428,-0.013225599,0.009202041,-0.007302644,-0.029783373,0.011576662,-0.003243247,0.013169908,-0.002248642,-0.008342926
0.532,68.11215867,-63.5245285,47.4146457,-137.5254092,0.289494354,0.019308006,-0.000576841,-0.000933971,-0.007879402,0.023812347,-0.013369409,0.013271925,-0.027958591,-0.039762254,-0.020656607,0.009103286,-0.004075867,0.020314479,-0.012338392,0.01490519
0.532,65.07391205,175.6700711,29.54207913,-29.64527937,0.31659217,0.004892579,0.014897699,-0.010461173,0.01223667,0.056616914,0.045724606,0.006873934,0.002112175,-0.028620571,0.021586592,0.029449918,0.003962229,0.034160167,-0.032882238,0.034928501
0.532,32.81816929,-83.28486106,10.04137354,-12.93788,0.324236071,-0.017522159,0.000834812,0.02486771,-0.002883811,0.030457673,-0.002845458,-0.006756324,0.004655701,-0.012227701,-0.05157676,-0.004262318,0.005105504,-0.005700576,0.004933612,-0.026287378
0.532,13.4462915,85.36808655,64.5823556,-74.24867956,0.302340351,-0.025224623,0.026166534,0.002363345,-0.016380845,0.048167702,-0.058065462,0.021492165,0.00503488,0.011370754,-0.045929528,-0.063893467,0.002748468,0.026911902,0.050592858,0.010558459
0.532,40.6214677,-43.153767,25.73983532,120.9759151,0.325537393,-0.007763191,0.012038747,-0.001232104,0.007167222,0.016834256,-0.003174999,0.027119978,-0.014716335,0.006788368,-0.046745372,-0.014749256,-0.006641128,0.018608078,0.009579752,-0.00695751
0.532,60.33005229,127.9732265,24.32401082,30.25127276,0.308816738,0.018939068,-0.003855983,-0.010718533,0.001312585,0.014625751,0.005696358,6.54E-05,-0.007994096,-0.027306271,-0.027093957,0.010823507,-0.000854839,0.013669843,-0.008006121,0.007127588
0.532,58.41192748,-70.50685766,46.32990965,-123.9605409,0.296221415,0.012633799,0.010327811,0.003321412,0.010246788,0.04166796,-0.031305157,0.009128993,-0.011279974,-0.029086204,-0.033700645,0.012495804,0.006314268,0.001969331,-0.00415962,-0.001207334
0.532,36.32825884,47.44372313,32.52355084,-66.84024281,0.320096926,-0.015220212,-0.006691545,-0.012864743,-0.005765158,0.042307959,-0.009148381,0.001025053,0.018414097,-0.022834852,-0.02802956,-0.011523337,-0.004967717,-0.000648873,0.025585774,-0.004019487
0.532,24.55170189,76.05542302,38.64863788,-12.01716037,0.31781918,-0.009386165,0.020353315,-0.005611294,0.00656734,0.037070768,-0.017708353,0.016665015,0.020516346,0.00748531,-0.04387883,0.012605116,-0.007622851,0.013365762,-0.01056733,-0.002807549
0.532,12.13554002,1.568880216,15.07600761,46.51413243,0.332116108,-0.010410509,0.008838268,0.005707791,0.006586314,0.052795843,-0.01626217,-0.000604197,-0.008583835,-0.00982004,-0.049251847,0.008275043,-0.005218985,-0.012486342,-0.000205596,-0.00307791
0.532,56.35748372,-75.03396734,23.98434699,66.69830552,0.311974974,-0.010072915,-0.02094955,-0.001075717,-0.032838573,0.05602265,0.009875484,0.006320675,-0.003415376,0.014559415,-0.008074251,-0.025993154,-0.004583431,-0.00342885,0.031227486,0.014011478
0.532,66.0194707,-163.3816528,10.30681599,1.54142915,0.300566898,0.016028367,0.000522405,-0.005904532,0.022801241,0.033856184,-0.002115437,-0.009172353,0.01694958,0.022494301,-0.014819141,0.009293275,-0.007015359,-0.006553757,-0.031099447,0.003056629
0.532,24.64445397,-42.06055414,66.30994931,-157.1610538,0.308322508,-0.00311509,0.015692646,-0.013553632,-0.010074985,0.04556335,-0.038038702,0.001736514,-0.012028003,0.02139961,-0.00905833,0.028479915,0.003540961,-0.035823297,-0.027350429,0.008880336
0.532,41.23367084,-36.51938135,31.97669799,4.774849404,0.317034008,-0.006894574,-0.018208189,-0.004818939,-0.005066531,0.053002638,0.022630324,0.003925236,0.005940746,0.009437775,-0.045566208,-0.014904796,-0.00192531,0.018550613,0.015272256,-0.008492434
0.532,18.78490794,-57.76936552,42.33092497,-165.8280998,0.316111775,0.003477917,0.005857693,-0.010662546,-0.001258964,0.014976849,0.003877845,0.002835128,0.002443628,-0.026611863,-0.014649999,-0.012082314,-0.014952502,0.001989833,-0.003818724,0.008258464
0.532,47.15915857,138.932954,63.94137073,-104.5328739,0.304479175,-0.027482806,-0.017755567,0.005993795,0.014695635,0.043841374,-0.030138807,0.006523192,-0.036129448,0.039427716,-0.002521486,-0.032547207,0.00080569,0.022039116,0.025503766,0.036380204
0.532,47.22943724,-161.2890634,34.56261805,66.79845017,0.320205586,-0.008216119,-0.00392571,-0.003535323,0.013975106,-0.004249987,-0.006316663,-0.016162025,0.004510038,0.020116063,-0.029237604,-0.008688553,0.001503579,-0.020830579,-0.014279187,0.006907763
0.532,51.00605349,106.7506441,35.70955024,-166.3071381,0.312892914,0.000897199,-0.000798056,0.004570588,-0.024568064,-0.001191445,0.013362115,0.004645864,0.005371489,0.00898883,-0.016632685,-0.016574432,0.001378329,0.010361718,0.027265563,0.020820722
0.532,55.28566002,-163.4555785,13.85100992,33.35427827,0.316249727,0.008458536,-0.00576566,0.004112939,0.003010451,0.026547005,-0.018528139,-0.005669173,0.004531082,0.011352026,-0.014308068,0.004636323,0.004235015,-0.024161374,-0.016766638,0.017113892
0.532,40.87251928,-142.518842,43.15820254,-160.7814404,0.315684675,-0.01639701,-0.006014514,-0.002136787,-0.023894946,0.044661259,0.002161764,0.002656061,-0.016913701,-0.001865519,-0.041309864,-0.023861433,-0.008312084,-0.016432002,0.009020036,-0.007461969
0.532,41.83680577,-28.93953561,39.51435681,165.2869638,0.331954837,0.036625243,0.022299236,0.004426935,0.013924147,0.039925482,0.039878071,0.022285535,-0.024494533,-0.026137654,-0.033549541,0.025866298,0.003631209,0.024618235,-0.018488022,0.000408265
0.532,22.45191706,-89.48131103,71.58252549,-133.2012501,0.274104528,-0.015931081,0.003805437,-0.026158255,0.002424102,0.033668906,-0.02610562,-0.020614519,-0.02241663,-0.008642995,-0.000350634,-0.001121433,0.009999187,0.018919256,0.034953636,-0.002356928
0.532,56.70798998,118.5777662,45.7690602,-166.1533727,0.301871108,-0.004675552,-0.010668066,-0.003604182,-0.026190092,0.011176478,0.040207188,0.013617011,-0.002960043,0.006356701,-0.014998632,-0.005494511,-0.001301289,-0.008623282,0.011032963,0.010185184
0.532,38.11233176,-171.2236883,45.9295282,81.84459181,0.321399456,-0.028480408,-0.013376703,0.009428323,0.008489141,0.007557688,-0.005114602,-0.010449542,0.017860344,-0.001223105,-0.033075135,-0.012851633,0.003779248,-0.01607706,0.007679093,0.00212489
0.532,14.94816548,-160.3497145,62.99541781,10.49645998,0.315732872,0.037134542,0.016386365,-0.031158291,0.012789634,0.040670259,0.007392814,-0.064941634,0.015575351,0.051194318,0.01687802,0.018606698,-0.00543885,0.006759576,-0.002665001,0.004743061
0.532,49.13662106,-76.64544846,61.55603566,-165.0632155,0.308244763,0.00350867,0.029184772,0.014693861,-0.012058953,0.015692745,-0.009619997,0.038988795,-0.005878175,-0.045361582,-0.031510966,0.008509456,-0.004306653,-0.002992561,-0.025937463,0.015199217
0.532,13.61168787,148.8419513,54.03878033,-79.00308605,0.306446547,0.003821563,0.000690186,0.004572648,0.007139436,0.04576768,-0.02814518,0.004283175,-0.000819633,0.021666235,-0.042682023,-0.004406157,-0.002813828,0.007980089,0.007218635,-0.003759347
0.532,34.43507162,-156.1024381,42.86979385,-127.2960673,0.30639777,0.017017592,0.003304113,-0.022388341,-0.005156631,0.031083577,0.015407589,0.008641783,-0.007130269,0.014048539,-0.042924006,-0.016893889,0.008827938,0.011709925,0.003158686,-0.005926059
0.532,51.78266733,-82.31061925,49.13228408,160.9795613,0.318191134,0.005140949,0.038024804,-0.00143335,-0.014125619,-0.030383058,-0.014959501,0.02023464,-0.021651056,-0.007946152,-0.046292553,6.92E-05,0.005413607,0.030405334,0.022078445,0.020315564
0.532,45.48065151,154.1103877,10.28463829,11.37578123,0.321210001,0.003071976,0.010843418,-0.007207556,0.00072419,0.020636303,0.002053153,0.008301853,0.004640462,-0.007741092,-0.018049988,0.009281901,-0.003639302,0.015910086,-0.001446449,-0.002292642
0.532,51.31309146,159.5138616,6.914514675,24.45145868,0.312179716,0.002960083,0.003052637,0.003660336,0.011594798,0.015231744,-0.011874632,-0.013395825,-0.009239329,-0.011873252,-0.023927375,0.003752122,-0.007493905,0.004739089,-0.008971068,-0.003889348
0.532,67.1392968,8.036854252,37.44808494,-135.638826,0.327780078,0.007701567,-0.045338024,-0.01404095,0.055957497,0.044196119,-0.11076333,-0.02311301,0.019425203,0.070409177,-0.02234438,0.049844336,-0.015065855,-0.054857483,-0.024700637,0.062930462
0.532,49.3647064,14.82801162,39.45225924,172.9949474,0.330148287,0.025424222,0.003778982,0.034687602,0.009092523,0.065924452,-0.020180329,0.008063132,-0.004117867,0.018727443,0.009322875,0.023447942,-0.007992381,-0.018670077,-0.036825631,0.020297526
0.532,20.1513501,-175.433509,21.00238245,-67.38532145,0.327507092,-0.000372117,0.012005727,0.011803072,-0.013662943,0.025328611,0.01238186,0.017793515,0.001150067,0.007431738,-0.04108444,-0.0015517,-0.007568156,0.007184166,-0.001929105,-0.003300249
0.532,40.18944606,-45.16533387,20.86083943,-132.3959531,0.320279091,0.013816807,-0.002228741,-0.001713597,0.009453379,0.030374876,-0.001469061,-0.009098289,-0.015085766,-0.004176495,-0.035013959,0.016328407,-0.00223015,0.005907489,0.009132295,-0.009633738
0.532,53.59936612,141.713545,38.7488811,104.1267755,0.302844374,0.016144874,-0.017036615,-0.004709341,0.012282603,0.015226225,-0.018605811,-0.006020625,0.005028375,0.004747536,-0.027975052,0.017671883,0.006714748,-0.004345243,0.003973692,-0.004338008
0.532,52.91057598,-7.353692317,36.03157047,-80.28584434,0.309567882,-0.003588934,-0.007038493,0.00340959,0.002945169,0.012888103,-0.035910825,-0.008633306,0.008015662,-0.011172436,-0.037437045,0.021391921,0.002324499,-0.003426968,-0.006848829,0.002657313
0.532,71.27864169,61.59634979,44.10060703,140.9821737,0.287161115,0.022618792,0.006030186,-0.000641268,-0.001060094,0.002584057,-0.012868981,-0.025524662,0.028295199,0.045434325,-0.016953818,0.001218266,0.00867639,-0.011098018,-0.00205674,0.023195905
0.532,3.566756045,95.70319143,29.96237123,-34.35158489,0.326198855,0.005386471,-0.002092353,0.00113404,0.009131073,0.044571169,-0.008365567,-0.001167158,-0.008817066,-0.016831693,-0.04093442,0.009843913,-0.000916239,0.002667564,-0.005850241,-0.020336066
0.532,38.1161759,127.367036,62.93706581,-7.793510648,0.319170045,0.016176416,0.026282943,-0.020921064,-0.007954245,0.019991572,0.051805042,0.020392446,-0.01443384,-0.070403657,-0.026307979,0.043197235,0.014515947,0.024091687,-0.01032101,0.02715152
0.532,31.89153561,60.55656055,50.33431554,11.08185275,0.307559972,-0.005141678,0.008245068,0.004516977,-0.015070291,0.040398902,-0.001875051,-0.002485312,-0.003805674,-0.036854117,-0.037833386,-0.008618196,0.010446092,0.024484183,0.010728882,-0.027976038
0.532,40.37918862,20.56582671,68.9453503,-102.6344626,0.323063727,-0.038440167,-0.03158637,-0.035040868,0.024990328,-0.036752494,0.046666715,-0.049027901,0.020375296,-0.066237305,-0.079106976,-0.035520202,0.007067137,-0.04354163,0.018730006,0.035613053
0.532,42.07238225,50.50148613,63.55498588,119.9212421,0.294693407,0.026139034,0.029815111,0.018812408,0.037271156,0.029734384,0.022668766,0.006364695,0.027828285,0.028352369,-0.037247401,0.030919364,-0.0005582,0.00981867,-0.004726157,0.011560793
0.532,40.36568486,27.24979185,7.073701292,26.88016348,0.321988422,0.007099388,-0.000277495,0.010784869,0.003777622,0.033209384,-0.00527577,0.000741803,0.010463736,0.002544009,-0.041603004,-0.010110667,-0.000687088,-0.002900282,-0.002743431,-0.008793824
0.532,18.67037243,-129.7543424,30.47265551,-96.35304738,0.323615883,0.015158903,-0.008698578,-0.011130644,-0.000158093,0.030676099,0.006768043,0.011876702,-0.026292307,0.014756057,-0.029354801,-0.009216885,-0.003143201,0.0014512,0.025118958,-0.012310399
0.532,61.61616188,95.39851908,41.85622358,1.748184474,0.30047767,0.010732431,0.028536493,0.007241907,-0.009077176,-0.007212504,-0.019760135,0.008220269,-0.008640847,-0.0140788,-0.043392793,-0.001704213,0.00241461,0.021700734,-0.001115036,0.01708097
0.532,17.28697666,-63.05091135,46.45321767,-148.4407813,0.313083937,0.01992563,-0.00974229,0.01581142,-0.008494858,0.029534982,-0.024411835,-0.013990187,0.004967795,-0.013706116,-0.041006374,0.027398037,-0.001086165,-0.012566773,-0.012230066,-0.020276334
0.532,54.79479355,-114.3856877,56.84243614,-8.580740218,0.323629444,0.036932774,0.004260514,0.013065328,0.000692307,0.008868587,-0.021867609,-0.076553288,0.042842983,0.093289469,-0.043554641,0.021811129,0.003539443,-0.019874277,-0.05970543,0.041978546
0.532,4.121996995,-37.90001723,58.49797696,107.1419573,0.30708056,-0.001285784,0.005170184,-0.013379364,-0.004524123,0.029781795,-0.005424144,0.006007802,0.007017616,-0.000366087,-0.036603361,-0.003029356,-0.017437884,-0.009597425,0.029175802,0.021097204
0.532,31.00827166,-2.203507483,69.31961134,3.44840597,0.279310366,0.00565493,0.005715361,-0.010837011,0.004335593,0.067036787,0.008804439,0.008609916,-0.023896622,0.005169859,-0.022745944,-0.001630899,-0.005164103,0.030561563,-0.015995052,-0.023824865
0.532,40.32359651,-126.8288571,10.34377882,74.71421416,0.324149881,-0.003487577,0.003993011,-0.002446999,0.00648958,0.016080313,0.00350594,-0.004417148,0.003485044,0.011341775,-0.028146658,-0.007441033,-0.002314504,-0.020782183,0.005743364,-0.001900442
0.532,27.97278493,98.74498648,43.47214024,100.6631113,0.311860392,0.017343456,-0.007579885,0.004599448,0.026304923,0.019348714,0.001499853,-0.011485388,0.02008117,0.020883313,-0.029145049,-0.005514333,-0.006740917,-0.021414296,-0.001941988,-0.01253947
0.532,61.98707162,149.5516378,45.28213643,-5.113221997,0.339146515,0.033840216,0.017973303,-0.005754611,0.009604,0.03080542,0.079870481,0.008300345,-0.008149744,-0.101949418,-0.009112887,0.029466971,-0.006474677,0.023595202,-0.027744305,0.061105286
0.532,33.30943003,-72.33991866,6.819446259,92.70920164,0.322936751,0.011563651,-0.01008356,0.001048966,0.001184575,0.030772202,0.000351278,-0.001791791,-0.008433668,0.002845931,-0.034060515,-0.019516476,-0.001325359,0.00654049,0.007426869,-0.015678058
0.532,52.59979245,36.86210077,68.83791165,-85.6046487,0.33004812,-0.043918356,0.000680247,-0.008921262,0.00417273,0.0434405,0.056254185,-0.062328411,0.044990574,-0.127493202,0.017509148,-0.009431329,-0.002582756,-0.038466485,0.041038211,0.069075854
0.532,2.638890273,-1.641662506,62.51411239,70.93335951,0.304299079,-0.010333429,0.002178994,0.012435481,-0.02178698,0.051018572,0.030351023,-0.009005517,0.02568444,-0.019820952,-0.014251589,-0.012137216,-0.008040008,-0.001751151,-0.004853723,0.026503241
0.532,35.39472543,-139.07292,34.56212521,-82.72233597,0.313817065,-0.005813012,-0.012155944,-0.021030573,0.007605513,0.028219204,0.020333207,0.010631399,-0.011706673,0.024194296,-0.025607361,-0.005082617,0.013869836,0.013951943,-0.016587443,-0.004637821
0.532,45.19687549,102.387058,68.64826766,-26.47041811,0.319099063,0.018090499,0.0297677,-0.004053828,-0.060876215,-0.058246433,-0.018758689,0.040683565,-0.005549975,-0.013867668,-0.097607615,-0.017833534,0.014479082,0.004855635,0.017609588,0.059856632
0.532,63.78326836,-142.3847901,31.66049324,-112.2388861,0.288976483,0.009139707,0.018520155,0.004174405,-0.003351248,0.032562781,0.000993679,0.007848935,-0.005693726,0.004016796,-0.018322725,-0.007164728,-0.001628238,0.000991057,-0.013527215,-0.024055414
0.532,31.09146269,64.47915536,41.14427006,107.9166984,0.31801811,0.010519229,0.013251423,0.005153369,-0.004011217,0.025971962,0.003726022,0.005835929,-0.002124121,0.017820819,-0.018394285,-3.25E-05,0.003974057,0.007338089,-0.015906045,-0.014882224
0.532,70.57762917,83.52901292,21.32174136,147.0450646,0.285482377,0.004894767,-0.015003166,-0.005677551,-0.012091875,0.024021606,0.014646746,-0.007640485,0.013433281,-0.000855507,-0.022997883,-0.012714822,-0.011350252,-0.014357056,0.011017192,0.017863498
0.532,44.70275629,109.0531824,19.69044816,-23.7402937,0.317430547,-0.014021828,0.016741701,-0.010522482,-0.003891024,0.013241074,-0.022816814,0.011259176,-0.005645852,0.006526089,-0.03228344,0.006536222,-0.019381439,0.012612114,-0.00780458,0.007696481
0.532,45.42772073,100.7636502,58.39931083,-55.60255474,0.338878291,0.005872794,0.035840054,-0.000981762,-0.029732807,0.028650634,-0.109204976,0.030431356,-0.004758576,0.073094453,-0.035112625,-0.038611379,0.000939696,0.055464166,0.067088042,0.072642028
0.532,28.01714034,148.9819173,55.30990764,110.2793629,0.301006203,0.007978778,-0.000110343,-0.00638502,0.020582879,0.031366466,0.001946453,-0.019613861,0.020894845,-0.005754305,-0.041310948,0.014235916,0.023986811,-0.011898781,0.012085961,-0.009266258
0.532,56.10110949,63.22182751,13.33155885,-11.22329721,0.308351839,-0.005014605,-0.001729752,-0.006087385,-0.011461338,0.028987637,-0.004282386,-0.008332153,0.006218598,-0.010378179,-0.036626031,0.004267709,-0.00541404,-0.010025603,0.007008578,-0.009333097
0.532,62.04394511,124.8308925,37.04918201,-80.39880276,0.325441507,-0.020225276,-0.005621229,0.00568451,-0.010843221,0.005029854,-0.063335082,0.022141035,-0.009896184,0.070587782,-0.018215089,-0.004213862,0.013042263,0.031215658,0.023748376,0.038313804
0.532,69.79421416,34.08663528,41.2909386,-99.6222378,0.327125538,-0.014739202,-0.032145741,-0.006678288,0.014376276,-0.071236061,0.005934674,-0.047901668,0.039141969,-0.062800845,-0.108846191,0.018822462,0.003179937,-0.056426481,0.03281265,0.05370848
0.532,47.2131736,157.8569408,45.43826745,168.3681859,0.30872973,-0.017319701,0.003803417,-0.013225796,-0.013937355,0.052910576,-0.017369083,0.002087976,0.0323963,0.001123621,-0.027471766,0.018236872,-0.013543775,-0.001426953,0.010014366,-0.009563567
0.532,50.38064229,37.67488891,21.34993168,100.5399018,0.309466338,0.008171231,0.013307903,-0.011056324,0.012129626,0.029852863,0.004400007,-0.005424705,-0.012306456,0.00681233,-0.028880986,0.007725065,-0.015354658,0.002724161,-0.00576292,0.006923149
0.532,50.22667976,25.50159752,40.43872343,121.0074567,0.318476081,0.010674769,0.010879789,-0.004436359,0.006650521,0.022391791,0.025640282,0.020260169,0.012660511,0.006536084,-0.004928753,0.012247513,-0.009433803,0.013977176,-0.01264543,0.012644247
0.532,53.52327196,-128.9086327,72.17846499,122.7609737,0.317219577,-0.015710388,0.050846571,-0.015552877,-0.02258518,0.061648788,-0.025799666,-0.00404475,0.033402576,-0.016039308,0.056718142,-0.04366484,-0.003084297,0.004897477,0.029467463,0.061462594
0.532,53.72622258,-41.65859561,46.59495783,36.64781489,0.305624369,0.004595111,-0.01811317,-0.014506583,-0.036779994,0.036303223,0.015603048,-0.015817334,0.011887347,0.010311547,-0.013333727,-0.033158129,0.000895922,-0.013240581,0.023797069,-0.000842189
0.532,20.86951337,33.23382871,46.52053932,-65.2105267,0.312672843,-0.010203517,0.018095625,0.000853796,-0.016191201,0.017497418,-0.011830375,0.009759096,-0.000562415,-0.00360986,-0.027240132,-0.022418404,-0.001894547,0.009142792,0.015477276,0.001703799
0.532,38.3097626,-174.5296444,56.21051948,29.29526595,0.324268662,0.020888438,-0.022132262,-0.014148388,0.027273941,0.012961832,-0.061429278,-0.048709725,0.001433103,0.054636494,-0.024768649,0.02646273,0.003382543,0.010536774,-0.023145833,0.017409003
0.532,52.35150075,45.66516999,51.95673765,81.93537253,0.303198618,0.001403021,0.012583628,0.00132257,0.024339387,0.033984716,0.027062908,-0.003111788,-0.001550941,0.013468173,-0.027613309,-0.001282216,0.002976267,0.023509054,-0.004632784,0.000251572
0.532,45.51130602,127.9712551,55.22996935,-51.31141581,0.338527862,-0.01540887,0.017027744,-0.022937165,-0.006472686,-0.046651831,-0.039314068,0.058848286,-0.016850717,0.02728498,-0.104630456,-0.003408762,-0.015145301,0.061664263,-0.008196701,0.044203314
0.532,42.9048839,-68.82953341,40.6402941,-33.18336212,0.314339471,-0.002720711,-0.008271682,-0.000929151,0.010206474,0.022040299,0.029052001,-0.001889166,0.00741373,0.014420829,-0.050973428,-0.006966332,-0.003501583,0.003647049,-0.002447649,-0.034614563
0.532,56.47882039,3.300219493,67.66318341,-52.39565902,0.287957731,-0.002958003,-0.009346137,-0.006993083,-0.011613723,0.034062092,-0.026648825,-0.037609637,0.025770687,-0.05105169,-0.05292753,-0.029696042,0.008736112,-0.002291794,0.007202362,-0.013093814
0.532,59.51805269,-56.91547471,27.55091576,-39.33180968,0.296733058,-0.003185664,0.000643912,-0.007427224,-0.0138379,0.055195372,0.002206967,0.007280151,0.000804893,0.008457708,-0.041732423,0.004453785,0.001616774,0.01184102,0.004374498,-0.023507871
0.532,55.217057,119.2174697,64.91709105,-9.156039667,0.33518042,0.059743477,-0.000196337,-0.002371348,-0.019994332,-0.061615768,0.064896195,0.029834923,-0.034454687,-0.072298816,-0.0763047,0.015956216,0.017496926,0.038826749,-0.021365505,0.061885251
0.532,26.78849564,86.84620575,54.20102254,15.32065231,0.306588588,0.017342273,0.019595922,-0.036855497,0.014028136,0.028942985,0.006425166,0.012578798,-0.011665668,-0.009825944,-0.021164625,0.007089797,-0.004597221,0.010017323,-0.017877889,0.007286765
0.532,11.26016147,95.23736111,16.1934681,35.12159471,0.334751543,-0.013083267,-0.008985547,-0.015566973,-0.013864908,0.033423473,0.000461039,0.01017237,-0.004662956,0.004266152,-0.026172645,-0.009324521,0.009088077,0.007132664,-0.001972061,-0.017446853
0.532,5.528467435,-34.87064169,49.84453331,-7.33687669,0.318580952,0.026006263,0.007750299,-0.006626954,0.024439433,0.06161971,-0.012657554,-0.005455251,0.001736071,0.010552052,-0.025900008,0.014163173,0.01596282,0.001071666,-0.020953986,-0.003167272
0.532,53.5198221,-1.31727665,67.7935883,172.616448,0.377389995,0.041328394,0.019771865,-0.000955784,0.040096793,0.190109234,0.039615881,0.019530079,-0.010763381,-0.047432684,0.163251544,0.047591574,-0.015135838,-0.037135231,-0.061404044,0.135908901
0.532,53.63297766,-87.00992648,37.66148372,176.7789562,0.308249568,0.006789087,0.02157989,0.000896352,-0.022303179,0.016936668,-0.010028855,0.024690781,-0.00560396,0.000349418,-0.033981168,0.004696439,-0.00801516,0.018910384,0.013250635,0.004633119
0.532,31.87172353,85.30362336,58.00691335,78.6510027,0.295860748,0.001952239,-0.021161175,-0.003517729,-0.00326575,0.02712264,0.011062238,-0.007708279,0.000833831,0.007304064,-0.030951694,0.014570849,0.005050553,0.016511151,-0.008368643,0.013380251
