lambda,thetai,phi,thetar,phir,f_r11,f_r12/f_r11,f_r13/f_r11,f_r14/f_r11,f_r21/f_r11,f_r22/f_r11,f_r23/f_r11,f_r24/f_r11,f_r31/f_r11,f_r32/f_r11,f_r33/f_r11,f_r34/f_r11,f_r41/f_r11,f_r42/f_r11,f_r43/f_r11,f_r44/f_r11
0.532,-60,0,67.2135,-102.529,2.91E-01,-0.0339901,0.00932196,0.0168819,0.0201391,-0.0101244,0.013587,0.0405947,-0.0266983,0.0496655,-0.0336882,-0.00746445,0.00220441,0.0331663,0.0160721,0.0161914
0.532,-60,0,55.5501,-104.036,2.99E-01,-0.0189465,0.0140019,-0.00294949,0.0142715,0.00711921,0.0233673,0.0263349,-0.0254459,0.0240868,-0.0370866,-0.000245832,0.00497556,0.0204526,0.013781,0.009801
0.532,-60,0,46.7199,-105.945,2.98E-01,-0.00586162,0.0132057,-0.0143616,0.0149772,0.00298704,0.0186893,0.0134102,-0.0215151,0.0207751,-0.0351595,0.00185952,-0.00160742,0.0197774,0.00756215,0.00728198
0.532,-60,0,39.2315,-108.435,3.02E-01,-0.00994418,0.00525986,0.00610162,0.00826233,0.0210152,0.0210783,0.00762166,-0.0104103,0.0111044,-0.0259164,0.00548078,-0.00493052,0.0179247,0.000762718,-0.00265046
0.532,-60,0,32.5827,-111.801,3.00E-01,-0.0146789,0.00529944,-0.005108,0.00584449,0.0278875,0.0157948,0.00778498,-0.0126769,0.00953848,-0.02268,0.0123702,0.001967,0.00869076,-0.00698389,-0.00579347
0.532,-60,0,26.5651,-116.565,3.01E-01,-0.00488074,0.00728847,-0.00935595,0.0126049,0.0258432,0.0156676,0.00125409,-0.014184,0.0051421,-0.0286888,0.00127001,-0.0019449,0.0139414,-0.00634507,-0.00430797
0.532,-60,0,21.1343,-123.69,3.03E-01,0.00230565,-0.000275878,-5.25E-05,0.00533229,0.0258053,0.017076,-0.000727146,-0.00562206,-0.000942073,-0.0216385,5.79E-05,-0.00370961,0.00566249,-0.0145957,-0.00450263
0.532,-60,0,16.4299,-135,3.03E-01,-0.00584488,0.00418446,0.00567388,0.00582891,0.0259276,0.00873463,0.00363889,-0.0055992,0.00754497,-0.0206269,0.00823198,-0.00299673,0.00728961,-0.00349577,0.000635833
0.532,-60,0,12.921,-153.435,3.03E-01,0.00178775,-0.00140034,0.0041222,0.0115301,0.0203381,0.00522894,-0.00107781,-0.000285998,-0.000853826,-0.0249741,0.00135666,-0.000318172,0.00328099,-0.0106225,-0.00822488
0.532,-60,0,11.537,180,3.02E-01,0.00303004,-0.00942708,-0.000573129,0.0119971,0.0253046,0.000795036,0.00333998,-0.00473798,0.00409667,-0.0192461,0.00825151,-0.00203411,-0.00125975,-0.0136784,-0.0043158
0.532,-60,0,12.921,153.435,3.01E-01,-0.00190634,-0.00415284,-0.00442004,0.00621955,0.027034,-0.00645396,-0.00323036,0.00133917,-0.000700922,-0.029379,-0.00295104,-0.00149796,-0.000693816,-0.00578075,0.00031225
0.532,-60,0,16.4299,135,3.03E-01,0.00150821,-0.00477155,-0.00147981,0.0130241,0.0305221,-0.00161767,-0.00204425,0.00850324,-0.00117224,-0.0230326,0.0046704,-0.000585755,-0.00113082,-0.0146302,-0.00338439
0.532,-60,0,21.1343,123.69,3.03E-01,0.00332593,-0.00608479,0.00511243,0.0064588,0.0356375,-0.0100582,-0.00567414,0.009783,-0.00621048,-0.0192946,-0.00142672,-0.000548693,-0.00918708,-0.0137053,-0.00352255
0.532,-60,0,26.5651,116.565,3.03E-01,-0.00359808,-0.00580248,0.000813446,0.00943882,0.0136839,-0.0125487,-0.00599103,0.00272274,-0.00673151,-0.0290036,0.00322612,0.00148476,-0.0101181,-0.00134484,0.00916075
0.532,-60,0,32.5827,111.801,3.01E-01,-0.0106048,-0.0126385,-0.00060799,0.0140548,0.0173248,-0.0197836,0.00149279,0.00853939,-0.00886953,-0.0290011,0.00566804,-0.000564477,-0.00250761,-0.00873803,0.00719249
0.532,-60,0,39.2315,108.435,2.99E-01,-0.0134327,-0.0101249,-0.00576531,0.00756837,0.0219351,-0.0249256,-0.0128393,0.0127585,-0.00201759,-0.025122,0.00277443,-0.00140889,-0.008998,-0.00376406,0.013848
0.532,-60,0,46.7199,105.945,3.00E-01,-0.00914308,-0.0161793,0.00210857,0.00038835,0.00655451,-0.0203568,-0.0122969,0.0168515,-0.0139249,-0.0236468,-0.00294058,0.00347786,-0.00861821,0.000384908,0.00360796
0.532,-60,0,55.5501,104.036,3.01E-01,-0.00848233,-0.0101148,-0.000714798,0.0237944,-0.00197829,-0.0223632,-0.00490943,0.0173249,-0.0275965,-0.0301502,0.00492847,0.00670892,-0.00244778,0.00215219,0.018211
0.532,-60,0,67.2135,102.529,2.98E-01,-0.0220986,-0.0208688,-0.00244515,0.0125779,-0.0118707,-0.0141745,-0.0139441,0.0186682,-0.0347569,-0.0294853,-0.00714182,-0.00436039,0.000485037,0.010191,0.0259147
0.532,-60,0,64.8959,-96.3402,2.99E-01,-0.025504,0.00806243,0.0102171,0.019592,-0.0339811,0.0111461,0.01997,-0.0395872,0.0446401,-0.0424353,-0.0119535,-0.00474756,0.025552,0.0127374,0.0197822
0.532,-60,0,53.7288,-97.125,3.01E-01,-0.00248547,0.0233192,-0.000198704,0.0182373,-0.00615542,0.016316,0.0305569,-0.0184187,0.0338037,-0.0386635,0.00136015,0.00263704,0.0250858,0.0141899,0.0141866
0.532,-60,0,45,-98.1301,3.03E-01,-0.0134712,0.0103818,0.00491445,0.00884694,0.00412539,0.0230993,0.0182754,-0.0212908,0.0158178,-0.0239092,-0.00290966,-0.00151666,0.0226436,0.00161191,0.0076399
0.532,-60,0,37.465,-99.4623,3.04E-01,0.0010333,0.0110324,-0.00277323,0.0119976,0.0168805,0.0276232,0.0110643,-0.0168017,0.00918651,-0.0356351,-0.000322266,-0.00310748,0.0162147,-0.00530731,0.00541157
0.532,-60,0,30.6573,-101.31,3.04E-01,0.00066591,0.00341005,0.00762008,0.013011,0.0168978,0.0232571,0.00879573,-0.0139788,0.00979548,-0.0357001,0.00468217,-0.00027903,0.0110866,-0.00569809,-0.00297645
0.532,-60,0,24.3501,-104.036,3.04E-01,-0.00279553,0.0110374,-0.000782982,0.013635,0.028138,0.0275075,0.00576517,-0.0118598,0.00833324,-0.0301038,0.0150649,-0.00686013,0.0154439,-0.0111083,-0.00707984
0.532,-60,0,18.4349,-108.435,3.03E-01,-0.00432869,0.0104537,-0.00408904,0.00583485,0.0301477,0.0133927,-0.00195288,-0.0109224,0.00906468,-0.0208037,0.0015968,-0.00434814,0.00596998,-0.0058804,-0.00750457
0.532,-60,0,12.921,-116.565,3.05E-01,0.000354776,0.00458401,0.00161444,0.0101608,0.0321603,0.0151308,-0.00274562,-0.0030205,0.00307426,-0.026038,0.00326086,-0.00337837,0.00712961,-0.00591503,0.00515302
0.532,-60,0,8.1301,-135,3.04E-01,0.00506722,-0.00319209,-0.00156437,0.00628692,0.0288091,0.00578977,-0.0057627,-0.00846725,-0.00648512,-0.0240841,0.000257802,0.000381822,0.0029389,-0.00809704,-0.00530095
0.532,-60,0,5.73917,180,3.03E-01,0.00128712,-0.00854259,0.00174567,0.00719833,0.0283158,-0.00112556,0.00117928,0.0043161,-0.00230572,-0.0208101,0.00518638,0.00405006,0.00215525,-0.0112825,0.00224802
0.532,-60,0,8.1301,135,3.05E-01,0.00322244,-0.00512543,-0.00480124,0.0142796,0.0291548,0.00299724,-0.00731181,-0.000379788,0.00901082,-0.0175514,0.00505504,0.000495005,0.00224065,-0.012998,-0.000457475
0.532,-60,0,12.921,116.565,3.02E-01,0.00150177,-0.00548347,0.00228387,0.00927317,0.0253622,-0.00303663,-0.00478674,0.00723409,-0.000294964,-0.025216,0.00200749,0.00189295,-0.00413941,-0.0187306,-0.00336285
0.532,-60,0,18.4349,108.435,3.02E-01,-0.00569626,-0.00516534,0.00262239,0.00768903,0.0180918,-0.0119439,-0.0055943,0.00661357,0.000966492,-0.0121563,-0.00407354,0.00148356,-0.00310952,-0.00872884,-0.00254135
0.532,-60,0,24.3501,104.036,3.02E-01,-0.0056274,-0.0101191,-0.00442737,0.00792345,0.0243858,-0.0126378,-0.00965811,0.00473949,0.000316077,-0.0212533,0.00817274,-0.00487779,-0.00425711,-0.0100423,0.00131452
0.532,-60,0,30.6573,101.31,3.03E-01,-0.000509754,-0.0147989,4.19E-06,0.0121097,0.0223548,-0.0137686,-0.00849805,0.00694843,0.00601783,-0.0219919,0.00187509,0.00727286,-0.0113525,-0.0102898,-0.000391555
0.532,-60,0,37.465,99.4623,3.04E-01,-0.00774752,-0.0232832,-0.00426474,0.016173,0.0138736,-0.0208771,-0.0109064,0.0156575,-0.00523336,-0.0214683,0.00514509,0.000672974,-0.00667366,-0.00677356,0.0106774
0.532,-60,0,45,98.1301,3.02E-01,-0.00780402,-0.0194519,0.0110913,0.0142543,0.000913293,-0.0116175,-0.0146457,0.00716473,-0.00577656,-0.0247559,-0.00297596,-0.00162396,-0.00395053,-8.18E-05,0.00760199
0.532,-60,0,53.7288,97.125,3.03E-01,-0.0043513,-0.0112976,0.00471469,0.0146639,-0.00720405,-0.0184055,-0.0139063,0.0145521,-0.0207421,-0.025287,0.0037558,-0.00201036,-0.0119841,0.00421458,0.0123617
0.532,-60,0,64.8959,96.3402,3.01E-01,-0.0145283,-0.000144818,-0.000787134,0.0269257,-0.0355413,-0.00701495,-0.00825633,0.0177777,-0.0318544,-0.0287118,0.0141004,-0.00685201,-0.021564,0.0112473,0.0237123
0.532,-60,0,64.1581,-90,3.05E-01,-0.0252921,0.026611,0.0163112,0.0257661,-0.0341326,0.0176896,0.0278032,-0.0287966,0.0160542,-0.0565022,0.0109596,0.00694267,0.02702,0.00897358,0.0367674
0.532,-60,0,53.1301,-90,3.04E-01,-0.0147233,0.0124918,-0.00158392,0.0148268,-0.0111695,0.0281739,0.0211979,-0.0248817,0.0179106,-0.0536317,0.00644894,-0.00845722,0.0267915,0.000937871,0.0160832
0.532,-60,0,44.427,-90,3.06E-01,-0.0122147,0.0120954,0.00395478,0.0214506,0.00412324,0.0368402,0.0140289,-0.0222608,0.0058324,-0.0358216,0.0117155,-0.00163582,0.0226298,-0.00642196,0.00574101
0.532,-60,0,36.8699,-90,3.08E-01,-0.00871365,0.023686,0.00336881,0.00943792,0.00838539,0.025147,0.0147247,-0.0164206,0.00690815,-0.0261122,-0.00046022,-0.00730252,0.0192508,-0.00623542,0.00653504
0.532,-60,0,30,-90,3.09E-01,-0.00504992,0.0187097,0.00181225,0.0107676,0.0233871,0.0327035,0.00832257,-0.0111607,0.0028609,-0.0344206,0.0135368,-0.00222749,0.0145052,-0.0133386,0.00719218
0.532,-60,0,23.5782,-90,3.03E-01,0.0016541,0.0114691,0.00108941,0.015036,0.0252025,0.0179046,0.0041737,-0.00836743,0.00343513,-0.0190344,0.00690343,-0.00179464,0.0140039,-0.00983916,0.00139159
0.532,-60,0,17.4576,-90,3.09E-01,0.00689114,0.0028024,-0.00613651,0.0152548,0.028317,0.0139078,0.00871801,-0.00922896,-0.000943827,-0.0227304,0.00490998,-0.0037465,0.0125042,-0.0166384,0.00150077
0.532,-60,0,11.537,-90,3.04E-01,0.00237981,0.00440595,0.000246375,0.0103476,0.0327823,0.015133,0.00671257,-0.00223193,0.0023028,-0.0211867,0.0103867,-0.00267471,0.0119005,-0.0167679,-0.00236788
0.532,-60,0,5.73917,-90,3.07E-01,0.00645258,-0.00292405,0.00419701,0.0171732,0.0307458,0.00918858,0.00361502,0.00593973,0.00115103,-0.0204784,0.0212155,0.0019761,0.0146003,-0.013583,-0.00582081
0.532,-60,0,0.001,0,3.05E-01,0.00544383,0.000134393,-0.00459482,0.00559302,0.0331882,-0.00308825,-0.00423699,0.00519503,-0.00162448,-0.0127979,0.0106273,0.000829244,-0.00361596,-0.0216726,0.00480606
0.532,-60,0,5.73917,90,3.08E-01,0.0054332,-0.00201498,0.00198611,0.0124628,0.0262116,0.00291755,-0.00250223,-0.00143966,0.00181636,-0.0212106,0.00814096,2.02E-05,0.00247898,-0.0116533,-0.000341312
0.532,-60,0,11.537,90,3.06E-01,0.00941709,-0.00446509,0.00623653,0.0155216,0.036859,-0.0068658,-0.00904049,-0.00169617,-0.00151227,-0.028635,0.00851914,-0.00626302,-0.000995043,-0.0168193,0.00545686
0.532,-60,0,17.4576,90,3.04E-01,0.0015738,-0.0031306,0.00543018,0.0131119,0.0264576,-0.0155029,-0.0120063,-0.00303585,0.00564475,-0.0191952,-0.00162289,0.00257926,-0.000965189,-0.0161502,0.00792193
0.532,-60,0,23.5782,90,3.04E-01,0.00268616,-0.0135725,-0.00575679,0.0142809,0.0208786,-0.0115818,-0.0041482,0.00656998,0.00177983,-0.0255604,0.00656826,-0.00108254,-0.0111862,-0.00532936,0.00548119
0.532,-60,0,30,90,3.05E-01,-0.0037979,-0.0186728,-0.00195123,0.0130892,0.0188559,-0.0211465,-0.00933632,0.00733534,0.00165177,-0.0221053,-0.000868807,0.0049861,-0.00877969,-0.0122158,0.0103761
0.532,-60,0,36.8699,90,3.04E-01,0.000558897,-0.0110973,-0.00112604,0.0103186,0.00823008,-0.0150092,-0.00704906,0.0131074,0.00326539,-0.0234821,0.00442437,-0.0054445,-0.0145237,-0.0186656,0.00995687
0.532,-60,0,44.427,90,3.04E-01,-0.0106678,-0.0193093,0.00224632,0.0197282,0.000575683,-0.0275475,-0.0122664,0.0118419,-0.00244192,-0.0260054,0.00596003,0.00491516,-0.021773,-0.00797242,0.0147409
0.532,-60,0,53.1301,90,3.04E-01,-0.0113214,-0.0205646,0.00430791,0.0210758,-0.0110554,-0.020205,-0.0111044,0.0154853,-0.0166671,-0.0236261,0.0086167,0.0032847,-0.0196369,-0.00030635,0.0195751
0.532,-60,0,64.1581,90,3.05E-01,-0.0192179,-0.0186745,-0.00637996,0.0297764,-0.028887,-0.0223637,-0.00582093,0.0176135,-0.0183257,-0.0287296,0.00493315,0.000979461,-0.0268266,0.00613269,0.0265044
0.532,-60,0,64.8959,-83.6598,3.06E-01,-0.018187,0.0288219,-0.00414919,0.026914,-0.0516239,0.0263575,0.0249739,-0.0282538,0.0275827,-0.0600187,0.00603713,-0.00826227,0.0328609,0.00785665,0.030527
0.532,-60,0,53.7288,-82.875,3.09E-01,-0.00835628,0.0220556,0.0100776,0.037493,-0.0120381,0.0459677,0.0190329,-0.0161504,0.00931319,-0.0468,0.0169601,-0.00197944,0.030249,-0.00946483,0.0172663
0.532,-60,0,45,-81.8699,3.07E-01,-0.0134089,0.0199523,-0.00248097,0.0161539,-0.00379284,0.0395759,0.0192221,-0.018451,-0.00452128,-0.0333967,0.00884764,0.00467243,0.0330328,-0.0099635,0.0203845
0.532,-60,0,37.465,-80.5377,3.10E-01,-0.00631307,0.0214373,0.00975531,0.0189786,0.0185476,0.0286217,0.00752977,-0.0144692,-0.00820228,-0.0279051,0.0101356,0.0010937,0.0207857,-0.00482869,0.0149122
0.532,-60,0,30.6573,-78.6901,3.11E-01,0.00194886,0.0248654,0.00914797,0.0213968,0.0247062,0.0379207,0.0114433,-0.0117955,-0.00678922,-0.0295968,0.0176167,-0.00555619,0.0204402,-0.0107553,0.0108706
0.532,-60,0,24.3501,-75.9638,3.09E-01,0.001299,0.00903683,-0.00489687,0.0153425,0.0207766,0.0255241,0.000654453,-0.00667721,0.0017455,-0.0172476,0.0122325,0.00657667,0.0200664,-0.016487,0.00492791
0.532,-60,0,18.4349,-71.5651,3.09E-01,0.0172842,0.00954937,0.00365897,0.00975156,0.0278656,0.0161797,0.000952559,-0.0069089,-0.000846325,-0.0203049,0.0110276,0.0114573,0.0211962,-0.0154632,0.004397
0.532,-60,0,12.921,-63.4349,3.07E-01,0.0040279,0.00739835,0.000291389,0.0161612,0.0305598,0.0141868,0.000668097,-0.00275984,0.00320081,-0.0100357,0.00626945,-0.00103572,0.00771346,-0.0167673,0.00534944
0.532,-60,0,8.1301,-45,3.06E-01,0.00646105,0.00112076,-0.000787885,0.016952,0.0368852,0.00434814,0.000252723,0.00620194,0.00200411,-0.0172728,0.0163067,0.00158756,0.0078774,-0.0154328,-0.000807708
0.532,-60,0,5.73917,3.18E-14,3.08E-01,0.00512829,0.00126365,-0.00386186,0.00868851,0.033171,0.00427157,-0.00879947,-0.00331102,0.00903793,-0.0156386,0.00913237,0.00256085,0.00367291,-0.0164612,0.00943696
0.532,-60,0,8.1301,45,3.07E-01,0.00191948,-0.000526716,0.00139044,0.0158162,0.0299804,-0.00909511,-0.00438848,0.00981026,0.0101448,-0.0182378,0.00693843,0.00147111,-0.000421627,-0.0147582,0.00461657
0.532,-60,0,12.921,63.4349,3.08E-01,0.00596619,-0.0008905,0.00692837,0.00929813,0.0261097,-0.00591499,-0.0079231,-0.000229431,0.0128055,-0.0110141,0.00693758,-0.00426508,-0.00429685,-0.0179372,0.00782642
0.532,-60,0,18.4349,71.5651,3.07E-01,0.00527619,-0.0110484,-0.00553162,0.0111865,0.018499,-0.01728,-0.00842588,0.0027621,0.0137557,-0.0153466,0.00940946,-0.00131619,0.00151125,-0.020561,0.00493678
0.532,-60,0,24.3501,75.9638,3.06E-01,0.00196836,-0.0130654,0.00598375,0.0162871,0.0198359,-0.0194471,-0.0120312,0.0113723,0.00685092,-0.0185513,0.00292678,0.0019472,-0.00787044,-0.00947721,0.00736244
0.532,-60,0,30.6573,78.6901,3.08E-01,0.00419274,-0.0189251,0.0025562,0.0158116,0.0185441,-0.0212972,-0.0180353,0.0105384,0.00784104,-0.0292796,0.00505741,-0.00232268,-0.00809941,-0.0122833,0.00882879
0.532,-60,0,37.465,80.5377,3.09E-01,-0.00990116,-0.0158569,-0.0030642,0.0126369,0.00722323,-0.0227749,-0.0098757,0.0116565,0.000964427,-0.0241049,-0.00389679,-0.000792648,-0.013639,-0.0107351,0.0126276
0.532,-60,0,45,81.8699,3.09E-01,-0.00682363,-0.00622854,0.00688319,0.0188708,-0.00717536,-0.0250153,-0.0136985,0.00794658,-0.00317455,-0.0224986,0.00713921,0.00336404,-0.0240933,-0.00828115,0.008307
0.532,-60,0,53.7288,82.875,3.07E-01,-0.00653831,-0.0179048,0.00147094,0.019767,-0.0206206,-0.0290733,-0.00959895,0.0123973,-0.00626614,-0.0387754,0.00442846,-0.000888912,-0.0147974,0.00303564,0.0240081
0.532,-60,0,64.8959,83.6598,3.10E-01,-0.0174106,-0.031989,0.0117961,0.0204839,-0.0387556,-0.0281737,-0.0119268,0.0179009,-0.0250782,-0.0495761,0.00363778,0.00525199,-0.00811784,0.00222227,0.0344498
0.532,-60,0,67.2135,-77.4712,3.12E-01,-0.02575,0.0171125,0.00797417,0.026509,-0.0519068,0.0403898,0.032815,-0.0107793,0.00447909,-0.0803676,0.0163452,-0.00613141,0.04143,0.017971,0.0438265
0.532,-60,0,55.5501,-75.9638,3.12E-01,-0.0123549,0.0154753,0.00781011,0.0208052,-0.0312488,0.0480826,0.0272827,-0.0220392,-0.00887169,-0.0421467,0.0187648,0.000384396,0.0398768,0.000752464,0.0295934
0.532,-60,0,46.7199,-74.0546,3.14E-01,-0.00713551,0.0231322,-0.000841886,0.0200362,-0.00280553,0.0540156,0.0179292,-0.0123325,-0.00361781,-0.0371442,0.0286469,-0.00256061,0.0334572,-0.00771002,0.0321822
0.532,-60,0,39.2315,-71.5651,3.12E-01,0.00372485,0.00823318,-0.00828551,0.0265621,0.0148391,0.0443538,0.00782273,-0.0113319,-0.00850415,-0.0302569,0.0181565,-0.00337585,0.0350403,-0.0130224,0.0117909
0.532,-60,0,32.5827,-68.1986,3.13E-01,-0.0049042,0.0115753,0.00852136,0.0214976,0.0180859,0.0373611,0.0139709,-0.0122934,-0.00773312,-0.0240715,0.0141126,0.0022677,0.0273622,-0.0186941,0.0156074
0.532,-60,0,26.5651,-63.4349,3.13E-01,0.00960555,0.00946079,-0.000120889,0.0215022,0.0351638,0.0406787,-0.00803624,-0.00566955,-0.0123695,-0.0141003,0.019483,-0.000261494,0.0174642,-0.0137758,0.00625075
0.532,-60,0,21.1343,-56.3099,3.13E-01,0.00263008,0.00816415,0.0032282,0.0137149,0.0314902,0.0233351,0.00332559,-0.0103853,-0.00366339,-0.00989921,0.0115095,0.00170412,0.0189904,-0.0192384,0.012459
0.532,-60,0,16.4299,-45,3.10E-01,0.00492774,4.24E-05,-8.39E-05,0.0183692,0.038154,0.0161131,0.00797698,-0.00728393,-0.00807964,-0.0103539,0.0121176,0.00145584,0.0172416,-0.0183391,0.00642047
0.532,-60,0,12.921,-26.5651,3.09E-01,0.00791785,-0.00141851,-0.00390316,0.0142037,0.0395215,0.015011,-0.000171828,0.00479535,-0.00383052,-0.0114641,0.0181925,0.00476885,0.00625779,-0.0220809,0.0063434
0.532,-60,0,11.537,1.59E-14,3.11E-01,0.0111157,0.0017793,0.00136521,0.0206214,0.036869,0.00982613,-0.00357198,-0.00476228,0.00121335,-0.00428509,0.0117731,-0.00416961,0.000539709,-0.0238125,0.00753437
0.532,-60,0,12.921,26.5651,3.13E-01,0.0147701,-0.00544811,-0.00776574,0.0144686,0.0332815,-0.00467947,-0.00832649,0.00149566,0.00942924,-0.0039442,0.0106995,0.0040694,0.00161814,-0.019744,0.00585475
0.532,-60,0,16.4299,45,3.12E-01,0.00704125,-0.0173192,-0.00420566,0.0198988,0.0340981,-0.0143547,-0.00657472,0.00694071,0.0165114,-0.0116393,0.00931323,0.00190801,-0.00362164,-0.0222933,0.0100482
0.532,-60,0,21.1343,56.3099,3.11E-01,0.0103012,-0.00350287,-0.000299661,0.0187988,0.0306067,-0.0237593,-0.010197,0.000402744,0.0213437,-0.0118964,0.0114652,-0.00116642,-0.0046476,-0.0218219,0.0109107
0.532,-60,0,26.5651,63.4349,3.12E-01,0.00237208,-0.0131301,0.00184833,0.0187393,0.0209167,-0.0226898,-0.00848965,0.00383356,0.0144467,-0.0158189,0.00720844,0.00357249,-0.00187083,-0.0169252,0.00912592
0.532,-60,0,32.5827,68.1986,3.10E-01,-0.00428879,-0.0180188,-0.00476478,0.0181645,0.0127238,-0.0263177,-0.0224932,-0.00184582,0.011133,-0.0134111,0.00982444,0.001024,-0.00764982,-0.0152364,0.0196893
0.532,-60,0,39.2315,71.5651,3.09E-01,-0.0022716,-0.0186709,-0.000609768,0.0133836,0.00829301,-0.0325717,-0.00889644,0.00795386,0.0158963,-0.0263838,0.00442787,-0.00159964,-0.0125488,-0.0149195,0.027283
0.532,-60,0,46.7199,74.0546,3.11E-01,-0.00826216,-0.0125615,0.00069073,0.0202025,-0.00249183,-0.0330295,-0.0149252,0.0126807,0.0137712,-0.0308312,0.000521513,-0.00217253,-0.0132045,-0.011142,0.0182804
0.532,-60,0,55.5501,75.9638,3.10E-01,-0.0147416,-0.025442,-0.0110066,0.0185239,-0.0281475,-0.0385903,-0.0247752,0.00967623,0.00462896,-0.0354533,0.00134104,0.00356893,-0.0120725,-0.0045637,0.0341081
0.532,-60,0,67.2135,77.4712,3.12E-01,-0.0127667,-0.0331318,0.00268898,0.0183947,-0.0432232,-0.0206572,-0.0217124,0.0109759,-0.00665861,-0.0367693,0.00343232,0.00405391,-0.0123159,0.000494316,0.0427318
0.532,-60,0,71.5651,-71.5651,3.15E-01,-0.0224429,0.036571,-0.00527607,0.0357685,-0.0771395,0.0664961,0.0452536,-0.0150634,-0.0157397,-0.0947525,0.0365768,0.000158087,0.0583893,0.0232869,0.0662461
0.532,-60,0,58.6936,-69.444,3.19E-01,-0.00455026,0.0264242,0.0116385,0.031407,-0.0338338,0.0745174,0.0283974,-0.0214274,-0.0241397,-0.0557524,0.0265416,-0.00830005,0.0372733,-0.0100929,0.0385427
0.532,-60,0,49.6034,-66.8014,3.17E-01,-8.72E-05,0.0289909,-0.00749822,0.0274605,-0.0061609,0.0560883,0.0203233,-0.0193817,-0.0153135,-0.0410088,0.0285075,-0.0029414,0.0355963,-0.00465736,0.0274356
0.532,-60,0,42.1304,-63.4349,3.17E-01,-0.000608635,0.0272655,0.00583931,0.0219954,0.0126255,0.0614153,0.0175733,-0.0151976,-0.00951398,-0.0224107,0.0316992,-0.00141327,0.0417488,-0.00872633,0.0242982
0.532,-60,0,35.6685,-59.0362,3.18E-01,0.00704927,0.0216778,0.000816567,0.0226501,0.0196815,0.0457609,0.0144642,-0.0216774,-0.0109618,-0.0159669,0.023594,0.00616815,0.0267944,-0.0232316,0.0171057
0.532,-60,0,30,-53.1301,3.16E-01,0.01026,0.0145522,0.00420944,0.0184076,0.0411009,0.040067,0.00499286,-0.0060359,-0.00685969,-0.0185082,0.0211161,-0.00285426,0.0306821,-0.0194763,0.00685953
0.532,-60,0,25.1041,-45,3.16E-01,0.00812561,0.008422,-0.00372863,0.0199585,0.0443041,0.0333043,-0.000261315,-0.00744712,-0.00555736,-0.00135813,0.0224013,-0.00422046,0.0200451,-0.0214627,0.0127208
0.532,-60,0,21.1343,-33.6901,3.16E-01,0.0128647,0.00207033,0.00113972,0.0226823,0.0461304,0.0207268,-3.75E-05,-0.00397586,0.00581816,-0.000662203,0.0203516,-0.00250977,0.0147628,-0.030369,0.0144184
0.532,-60,0,18.4349,-18.4349,3.14E-01,0.00640533,-0.000142848,0.000170634,0.0185909,0.0443617,0.0140762,-0.00634911,0.00315148,0.00438152,-0.00395304,0.0136108,0.00121902,0.0103369,-0.0251882,0.00388053
0.532,-60,0,17.4576,1.06E-14,3.16E-01,0.0105018,-0.00221276,-0.00378895,0.0233016,0.0468813,-0.00169441,-0.00436126,-0.000705028,0.00690095,0.000239878,0.0146007,-0.0020276,0.00839227,-0.0262135,0.013793
0.532,-60,0,18.4349,18.4349,3.12E-01,0.00842582,-0.00561677,-0.00769223,0.0130298,0.0411973,-0.0105778,-0.00983986,-5.12E-05,0.0105829,-0.00303504,0.0172009,0.00607996,0.0058702,-0.0269122,0.0129053
0.532,-60,0,21.1343,33.6901,3.13E-01,0.0117277,-0.00512745,-0.0002416,0.0201939,0.0361743,-0.0103116,-0.0146582,0.00816511,0.00491578,-0.00108292,0.0172268,-0.00391721,-0.00640455,-0.0282093,0.0135107
0.532,-60,0,25.1041,45,3.12E-01,0.00894819,-0.0121777,-0.0026368,0.0188494,0.0357804,-0.0243537,-0.0102245,0.00838575,0.0166873,-0.00932668,0.00929804,0.00481132,-0.00429532,-0.0221332,0.0136031
0.532,-60,0,30,53.1301,3.16E-01,0.0128616,-0.00821847,-0.00107576,0.0214006,0.0283044,-0.0316742,-0.0184067,0.00385732,0.0135822,-0.0109043,0.011091,-0.000215078,-0.00505454,-0.0237772,0.0154307
0.532,-60,0,35.6685,59.0362,3.16E-01,0.00516099,-0.0129461,-0.00579916,0.0146499,0.0205163,-0.0344791,-0.0109459,0.00924641,0.0235321,-0.0104575,0.0100327,-0.00187138,-0.00740833,-0.0142217,0.0262592
0.532,-60,0,42.1304,63.4349,3.14E-01,0.000530089,-0.0225683,0.00147856,0.0138382,0.00546377,-0.0411911,-0.0116416,0.0148672,0.024419,-0.0220229,0.0157868,-0.00145445,-0.0151741,-0.0188808,0.0255321
0.532,-60,0,49.6034,66.8014,3.13E-01,-0.005271,-0.0255892,-0.00122916,0.0224868,-0.0103126,-0.0422609,-0.0126107,0.0140294,0.0222576,-0.0322242,0.0187774,0.00829757,-0.0168042,-0.0213278,0.0324792
0.532,-60,0,58.6936,69.444,3.14E-01,-0.00196488,-0.0246005,0.00706621,0.022792,-0.0327693,-0.0531874,-0.014126,0.00764844,0.021408,-0.0444644,0.00469804,0.00841467,-0.00816301,-0.00369346,0.0354918
0.532,-60,0,71.5651,71.5651,3.21E-01,-0.0169635,-0.024721,-0.00509105,0.0367364,-0.0702164,-0.0516661,-0.0174257,-0.00232595,0.00578993,-0.0609198,0.00939521,-0.00115455,-0.016342,0.00489143,0.0469177
