lambda,thetai,phi,thetar,phir,f_r11,f_r12/f_r11,f_r13/f_r11,f_r14/f_r11,f_r21/f_r11,f_r22/f_r11,f_r23/f_r11,f_r24/f_r11,f_r31/f_r11,f_r32/f_r11,f_r33/f_r11,f_r34/f_r11,f_r41/f_r11,f_r42/f_r11,f_r43/f_r11,f_r44/f_r11
0.532,-0.001,0,59.3427,-144.462,3.10E-01,0.00387211,-0.0234175,-0.00871888,-0.00866177,0.0216588,-0.0116816,-0.00485868,0.00436728,-0.00110936,-0.0353757,0.00292985,-0.00347169,-0.00785389,-0.0118192,-0.00367391
0.532,-0.001,0,53.7288,-150.255,3.10E-01,-0.00469968,-0.0179963,-0.00432519,-0.0021932,0.0287288,-0.0114174,-0.0115533,0.0111099,-0.00174777,-0.0380962,0.010128,0.00510304,-0.0112793,-0.000341535,-0.0109609
0.532,-0.001,0,49.6034,-156.801,3.16E-01,0.0154696,-0.000672944,0.00427781,0.00124131,0.0235972,-0.0167709,-0.00281887,0.0214502,0.000927357,-0.0247623,0.0199255,-0.000300744,-0.00300099,0.00653065,0.00345076
0.532,-0.001,0,46.7199,-164.055,3.19E-01,-0.000560332,0.00760521,-0.00735894,0.0103964,0.0208173,-0.0100972,-0.0148683,0.000424085,-0.00620321,-0.0161763,0.0144024,-0.00404294,-0.0135338,-0.00632128,-0.00662634
0.532,-0.001,0,45,-171.87,3.21E-01,0.00293079,-0.00548945,0.00597689,0.0073116,0.0245578,-0.00381388,0.00474268,0.00627584,0.00431539,-0.0189386,0.00653706,0.000769757,-0.00959228,-0.0033591,0.00181408
0.532,-0.001,0,44.427,180,3.17E-01,0.0124058,0.0110993,0.00151596,-0.00138195,0.0287232,0.00593957,0.0109242,-0.00223125,0.00359198,-0.0206214,0.0132457,-0.0036485,0.000992235,-0.0100494,-0.00505284
0.532,-0.001,0,45,171.87,3.14E-01,0.0162125,0.000411095,0.0127383,0.00544397,0.0207895,0.000954124,0.000115699,-0.00852862,-0.00467114,-0.0157844,-0.00419295,0.00435252,-0.00996764,0.00304881,-0.00884608
0.532,-0.001,0,46.7199,164.055,3.18E-01,0.00903866,0.00606484,0.00993122,-0.00149257,0.0351168,-0.000697178,0.00942523,-0.00784401,-0.000624539,-0.0268821,0.00118774,-0.00287558,0.00934457,-0.0100822,-0.00547342
0.532,-0.001,0,49.6034,156.801,3.17E-01,0.013145,0.00296599,0.000410291,-0.00239939,0.0177539,0.0153544,0.0178581,0.00265101,0.00678416,-0.0246467,0.0198859,0.00226614,0.00805254,-0.0072708,0.00150881
0.532,-0.001,0,53.7288,150.255,3.12E-01,0.00731707,0.0107708,0.00254114,0.00230116,0.0203324,0.0106981,0.0107294,-0.00251412,-0.00807656,-0.00851268,0.00555529,-0.0093786,0.00221127,-0.00397009,-0.00591183
0.532,-0.001,0,59.3427,144.462,3.06E-01,-0.001667,0.00684626,0.00288212,0.00866946,0.0155473,0.00472442,0.0153497,-0.0088177,-0.0118031,-0.0284142,-0.000691164,-0.00833017,1.59E-05,0.00190917,0.0156556
0.532,-0.001,0,67.2135,139.399,2.94E-01,-0.0119187,0.00426677,-0.00381684,-0.011737,0.0148653,-0.00856783,0.0251929,0.00632152,-0.0100223,-0.0331153,-6.14E-05,0.00250403,-0.00232964,0.00611593,0.0123487
0.532,-0.001,0,81.8699,135,2.58E-01,0.0107876,0.00824661,0.00148862,-0.00373219,0.00298954,-0.00932969,0.0277397,-0.0308058,0.0287755,-0.0757484,-0.0123982,0.00965481,0.0134594,-0.00950605,0.0113438
0.532,-0.001,0,67.2135,-130.601,2.94E-01,-0.0184015,-0.0176893,0.00565985,-0.00783274,0.0299526,-0.00374069,-0.0258153,0.00776579,-0.00482608,-0.0545046,-0.013846,-0.00104043,-0.0175857,0.00462964,-0.00232075
0.532,-0.001,0,58.0519,-135,3.05E-01,0.00441656,-0.00115904,0.000316321,-0.00559422,0.0147098,0.00114858,-0.0122611,-0.00408707,-0.000765248,-0.0315815,-0.00142416,-0.0018424,-0.00900451,-0.0120025,-0.00441096
0.532,-0.001,0,51.3545,-140.194,3.15E-01,0.00268601,-0.0109221,-0.00057602,-0.0113285,0.0258623,-0.00387517,-0.00892932,-0.00655171,0.00289687,-0.0263277,-0.00445248,0.00340535,-0.00702636,-0.00184921,-0.00946157
0.532,-0.001,0,46.1462,-146.31,3.17E-01,0.00304255,-0.0033105,-0.00601395,0.00527386,0.0214713,-0.00523878,0.00135607,-0.00464319,-0.0062624,-0.0342789,-0.00524677,0.000943302,-0.0146507,0.0101202,-0.00430051
0.532,-0.001,0,42.1304,-153.435,3.21E-01,0.0122618,-0.0100811,0.0062928,-0.00129234,0.0301462,0.0021182,-0.00797562,0.00316565,-0.00696563,-0.0329061,-0.00273325,0.00719635,-0.0042468,0.00384953,-0.00348516
0.532,-0.001,0,39.2315,-161.565,3.23E-01,-0.00176792,-0.00224149,-0.0099074,-0.00454434,0.0265489,0.00621725,0.00603197,-0.0108672,-0.00492621,-0.0260156,0.0108525,0.00293688,-0.0049782,0.00713911,-0.00858934
0.532,-0.001,0,37.465,-170.538,3.21E-01,0.00760783,-0.0067534,-0.00639069,0.00684081,0.0371933,0.000467716,-0.000770014,0.0118276,0.0047538,-0.0229855,0.00596345,-0.00793419,0.0040022,-0.00918827,-0.00876826
0.532,-0.001,0,36.8699,180,3.24E-01,-0.00964026,-0.00491639,-0.00792256,-0.00108752,0.0372133,0.00466469,-0.000291462,0.00269122,0.00697782,-0.0198976,0.00739142,-0.00472235,-0.00340431,0.00460548,-0.00584256
0.532,-0.001,0,37.465,170.538,3.23E-01,0.00866667,-0.00153739,-0.00118238,-0.0018756,0.0273392,0.00206729,0.00387698,-0.00435559,-0.00314461,-0.0268658,0.00831867,0.00675432,-0.00469812,-0.00432971,-0.00308778
0.532,-0.001,0,39.2315,161.565,3.23E-01,0.00545431,0.00921,-0.0046696,0.00213194,0.0341425,0.0102788,0.00498274,0.000363043,-0.00295262,-0.0256397,0.00612012,-0.0109991,0.0164094,0.000615215,-0.00181364
0.532,-0.001,0,42.1304,153.435,3.23E-01,-0.00692514,0.00235469,0.00262934,-0.00448339,0.0221571,0.00143131,0.0158263,-0.00512099,-0.00152852,-0.034333,0.00101467,-0.00354457,-0.000874892,-0.00165686,-0.00231595
0.532,-0.001,0,46.1462,146.31,3.19E-01,0.00370779,0.00184523,0.00362781,0.00111526,0.0243877,0.00530533,0.0138444,-0.00323093,-0.00701008,-0.0267567,0.017688,-0.00404658,0.0132401,0.00665722,0.00400152
0.532,-0.001,0,51.3545,140.194,3.12E-01,0.00036592,0.00745198,0.00357306,0.000996696,0.0259881,0.00212695,0.00797865,-0.00240173,0.0128333,-0.028009,0.00387836,-0.00316177,0.00299708,0.0110241,-0.00287176
0.532,-0.001,0,58.0519,135,3.08E-01,-0.00449849,0.0087543,-0.00706621,0.00119141,0.0204997,-0.011771,0.00518016,0.0111353,0.00773492,-0.0417949,-0.00370919,0.000908008,-0.00652266,0.00569198,0.0101974
0.532,-0.001,0,67.2135,130.601,2.94E-01,-0.00810902,0.0151659,0.004228,0.0150167,0.0194513,-0.00198905,0.015226,-0.0095778,-0.00635094,-0.0296161,0.00215469,0.00738323,0.000128311,0.0132087,-0.010036
0.532,-0.001,0,70.6303,-122.005,2.87E-01,-0.00777569,-0.020118,-0.002026,-0.0120576,0.0226279,0.0248408,-0.0230676,0.00287123,-0.0239813,-0.0350425,0.00936202,0.0165289,-0.0231216,0.0076969,0.00949242
0.532,-0.001,0,59.3427,-125.538,3.06E-01,-0.00617663,-0.0273091,-0.00220267,-0.00643664,0.0255866,0.00106867,-0.0150908,0.017062,-0.000168016,-0.0290223,-0.00520532,-0.00344843,-0.00910619,0.0141453,0.000519492
0.532,-0.001,0,51.3545,-129.806,3.16E-01,-0.00281238,0.000593834,0.000563155,-0.00233422,0.0314134,-0.0117688,-0.0152166,-0.00152376,-0.000485914,-0.0367231,0.00760616,-0.0101858,-0.00728798,-0.00502671,-0.00568335
0.532,-0.001,0,45,-135,3.21E-01,-0.00395826,-0.0135777,-0.00212607,-0.00485766,0.025537,-0.000787614,-0.013028,0.00818254,-0.00164662,-0.0419785,0.0107052,0.00558257,-0.00835188,0.00502402,-0.0097273
0.532,-0.001,0,39.8151,-141.34,3.19E-01,-0.00803913,-0.0183802,0.00998033,0.00384777,0.0286515,0.00995811,-0.00821234,0.00972206,0.00227517,-0.0334338,0.0014619,0.00468983,-0.00172825,0.00861559,-0.0121588
0.532,-0.001,0,35.6685,-149.036,3.27E-01,0.00413052,-0.00495106,0.00206714,0.0035838,0.0299436,0.00332607,-0.00552656,0.00103481,-0.000399816,-0.0364651,0.00074062,-0.00414962,0.000414141,0.00168059,-0.0113407
0.532,-0.001,0,32.5827,-158.199,3.25E-01,0.00271454,0.000812532,-0.00092463,0.0104063,0.0381525,0.00123855,-0.00272735,0.00526322,0.000321135,-0.0358517,7.07E-05,0.00257953,-0.00976626,0.00123881,-0.00556735
0.532,-0.001,0,30.6573,-168.69,3.26E-01,0.00458568,0.00829508,-0.00677535,-0.00382383,0.0284593,-0.00967227,-0.00655977,-0.00804073,0.00191419,-0.0224842,0.00181207,0.00277691,-0.00536891,-0.000409898,-0.00468178
0.532,-0.001,0,30,180,3.26E-01,0.00160698,0.00181675,0.00838266,-0.00174959,0.0139005,0.00534364,-0.019636,0.0155609,0.0093208,-0.026641,0.0131018,0.0113691,-0.00760354,0.00943273,-0.00356142
0.532,-0.001,0,30.6573,168.69,3.25E-01,0.0159946,-0.00459326,0.00652765,0.00212763,0.0220312,-0.00242937,0.00400377,0.00977868,-0.000256544,-0.0318076,0.00529749,-0.000566438,0.00156204,-0.0114417,-0.00992761
0.532,-0.001,0,32.5827,158.199,3.25E-01,-0.0104395,0.00667007,-0.0156171,0.00085817,0.0310174,0.00166693,0.00873106,-0.00404668,0.00248687,-0.0193573,0.0102319,0.00140515,0.00102067,-0.00309325,-0.0135004
0.532,-0.001,0,35.6685,149.036,3.26E-01,0.000976214,0.00809206,-0.0150333,0.0071505,0.025505,-0.0016102,0.00872111,0.00302131,0.00185493,-0.0354401,0.00406346,0.0101398,-3.36E-05,-0.00222184,-0.00341303
0.532,-0.001,0,39.8151,141.34,3.21E-01,0.00126122,-0.00291009,0.00203436,0.000191498,0.0228354,-0.00338283,0.00612764,-0.00493107,0.0105951,-0.0321201,0.00947059,0.0049604,0.00818156,0.00376864,-0.0028252
0.532,-0.001,0,45,135,3.18E-01,0.00269887,0.00414005,0.0063712,0.00787705,0.0301055,-0.000678906,0.0105834,-0.0119385,0.00637308,-0.036463,-0.00056736,-0.00297168,0.00524266,-0.00482683,-0.00992747
0.532,-0.001,0,51.3545,129.806,3.16E-01,-0.00931895,0.00317852,0.00596451,-0.00182088,0.0241597,0.00781848,0.0101399,-0.00316003,0.00761018,-0.0307165,0.00412709,-0.00662689,0.00453824,-0.0116878,0.00959336
0.532,-0.001,0,59.3427,125.538,3.10E-01,-1.09E-05,0.0110819,0.00180625,-0.00502503,0.00794563,-0.0151774,0.0137235,-0.00586496,0.00609061,-0.0179619,0.00782507,0.00890082,0.0106049,0.00799911,0.000555977
0.532,-0.001,0,70.6303,122.005,2.90E-01,-0.00547861,-0.00777064,-0.00250317,0.0112456,0.015747,-0.0172731,0.0103921,0.00431121,0.000503915,-0.0276313,-0.00294747,0.00744001,0.00428207,0.00051392,0.00538027
0.532,-0.001,0,80.0258,-113.962,2.62E-01,-0.0275138,-0.0296328,-0.00308351,-0.0124044,0.028072,0.0114096,-0.0265463,-0.0152134,-0.021463,-0.0296165,0.00287477,0.000583449,-0.0125981,0.0264838,0.00445879
0.532,-0.001,0,63.4349,-116.565,3.00E-01,-0.01629,-0.00626129,0.00584471,-0.0148715,0.0269932,0.00568048,-0.0142249,0.0131312,-0.0229784,-0.0207273,-0.00502195,-0.00694271,-0.0178698,0.00846155,0.00603983
0.532,-0.001,0,53.7288,-119.745,3.12E-01,-0.0100612,-0.025615,-0.00203436,-0.00613219,0.0322567,-0.00320945,-0.00870421,0.00989326,-0.00448525,-0.0290384,0.0059563,0.0020539,-0.00693963,0.00383851,-0.00441854
0.532,-0.001,0,46.1462,-123.69,3.16E-01,-0.00470024,-0.0114349,-0.00119187,0.011028,0.0283585,-0.00157214,-0.00191137,0.00074787,-0.00341972,-0.0239149,0.00386633,-0.00729328,0.00656426,-0.000783628,4.10E-05
0.532,-0.001,0,39.8151,-128.66,3.20E-01,0.000132392,-0.00914357,0.00446845,0.00289477,0.0261002,0.00111863,-0.00682902,0.00508032,0.0132796,-0.0305443,-0.00625205,-0.0036722,0.00466186,0.00221594,0.000820386
0.532,-0.001,0,34.4499,-135,3.23E-01,-0.00306127,0.0015769,-0.00274466,-0.00331036,0.0272234,-0.010761,-0.014039,-0.001066,0.0014738,-0.0412074,0.00427734,-0.0059529,-0.00523097,0.000458682,-0.0211804
0.532,-0.001,0,30,-143.13,3.29E-01,0.00198965,-0.0037118,-0.00298549,-0.00540931,0.0349831,-0.000669982,-0.00145889,-0.000879291,0.00198029,-0.0258846,-0.00400904,-0.00301308,-0.00765407,0.00288081,-0.0126735
0.532,-0.001,0,26.5651,-153.435,3.26E-01,-0.00244421,-0.00231108,0.00310579,-0.00420986,0.037204,0.00196115,-0.0136003,3.51E-05,0.00519794,-0.03482,0.00544709,-3.21E-06,-0.00224547,0.00112232,-0.0139616
0.532,-0.001,0,24.3501,-165.964,3.28E-01,0.00113876,-0.000141518,0.00343391,-0.00147688,0.0253973,0.00247233,0.00680225,-0.002523,-0.00376252,-0.0396897,-0.00623931,0.00134849,0.00571064,-0.00624871,-0.0112879
0.532,-0.001,0,23.5782,180,3.27E-01,4.05E-05,0.00327721,0.000232324,-0.00296663,0.0281584,0.00110241,-0.00592431,-0.00292109,-0.00603311,-0.0288367,-0.00179641,-0.00259831,-0.000987319,-0.00195525,-0.0133578
0.532,-0.001,0,24.3501,165.964,3.27E-01,-0.00245146,-0.00338318,-0.00428467,0.00166701,0.0325726,-0.000666715,0.00332099,6.26E-05,-0.000433627,-0.0289082,-0.00230548,0.00107813,-0.000226338,0.000501538,-0.0163263
0.532,-0.001,0,26.5651,153.435,3.32E-01,0.00202238,-0.0025816,-0.00376874,-0.00979561,0.0341206,-0.00666799,-0.00100925,0.000529756,-0.0088175,-0.0332444,0.00144806,0.00401426,-0.00200786,0.00103672,-0.0161928
0.532,-0.001,0,30,143.13,3.28E-01,0.00498163,0.00405805,-0.00135467,-0.00352425,0.0338175,-0.00309076,0.0097868,-0.0034951,-0.000101022,-0.0325592,0.00471735,-0.00252987,0.00254662,0.00747175,-0.012068
0.532,-0.001,0,34.4499,135,3.27E-01,-0.00420539,0.00304955,0.00382469,0.000784478,0.0198651,-0.0107484,0.00450352,-0.000928465,0.00068369,-0.0286094,0.00950762,-0.00490811,0.00838012,-0.000374923,0.00486486
0.532,-0.001,0,39.8151,128.66,3.23E-01,-0.00570775,0.00289106,-0.00164157,-0.00706194,0.0255286,0.00272353,0.00138869,0.00414896,-0.00014621,-0.0250527,-0.0091574,0.00179523,0.0113302,0.00320087,-0.00410158
0.532,-0.001,0,46.1462,123.69,3.18E-01,-0.000799753,0.0101711,-0.00931958,0.00313794,0.0252535,-0.00652581,0.0108945,3.70E-05,-0.00384813,-0.0304377,0.0116629,-0.00356481,-0.00144472,0.00543175,-0.0027054
0.532,-0.001,0,53.7288,119.745,3.09E-01,0.000618905,0.00772061,-0.000883839,-0.00527934,0.0178315,-0.00371719,0.00890423,-0.0144551,0.00377859,-0.0278175,-0.00719472,-0.00566987,0.00997111,0.00111899,-0.00900588
0.532,-0.001,0,63.4349,116.565,3.04E-01,0.00346271,0.00862317,0.0125981,0.00652076,0.0166729,-0.0203461,0.00806633,0.00691143,0.017583,-0.0325364,-0.00209751,0.00500377,-0.00161553,-0.000407344,0.0159497
0.532,-0.001,0,80.0258,113.962,2.63E-01,-0.00530556,0.0157458,-0.0129207,0.00514085,0.00104292,-0.0247749,0.0231083,-0.0253098,0.0182663,-0.0195316,-0.0140248,-0.011663,-0.00784044,0.00993646,-0.00112974
0.532,-0.001,0,71.5651,-108.435,2.79E-01,-0.0044121,-0.0191029,0.00176207,-0.00575239,0.0306422,0.0281171,-0.0129719,0.0117883,-0.025891,-0.0426817,0.0110119,-0.00262708,-0.00447842,-0.00391697,0.0170938
0.532,-0.001,0,58.6936,-110.556,3.04E-01,-0.0113646,-0.00642554,0.00570551,-0.0049172,0.0382132,0.0037429,-0.0213892,-0.00963423,0.0030756,-0.0364901,-0.00723455,-0.00123986,0.0104346,0.0190489,-0.0104797
0.532,-0.001,0,49.6034,-113.199,3.09E-01,-0.0160917,-0.0051013,0.00646092,-0.0121291,0.0298673,0.00943862,-0.00509938,0.000861369,-0.00249625,-0.0185885,-0.00132444,-0.00996033,-0.00655833,0.00489526,-0.01553
0.532,-0.001,0,42.1304,-116.565,3.19E-01,-0.00952152,-0.00578205,0.0010841,-0.011263,0.0268475,-0.000877321,-0.00418517,0.00649647,-0.00635806,-0.0259381,-0.00414241,0.00233961,-0.00956599,0.00709019,0.00149436
0.532,-0.001,0,35.6685,-120.964,3.22E-01,-0.00178793,0.00448842,0.00412831,-0.00385575,0.0365298,0.00897742,-0.0189121,0.00396267,0.00364196,-0.0341508,-0.00367872,-0.00327914,-0.00108466,0.0129127,-0.00806762
0.532,-0.001,0,30,-126.87,3.27E-01,0.00164259,-0.00586515,0.0068672,-0.00233279,0.0294447,0.00274428,-0.011765,0.00402008,0.00714787,-0.0302025,0.0104307,0.00693562,0.00293213,-0.00411934,-0.00524188
0.532,-0.001,0,25.1041,-135,3.32E-01,-0.00258151,-0.00225895,0.00890585,-0.00130003,0.0309409,0.00311922,-0.00285244,0.00889008,0.00264922,-0.0384656,-7.98E-06,0.00114442,-0.00663091,0.00200797,-0.0128239
0.532,-0.001,0,21.1343,-146.31,3.29E-01,-0.00133551,-0.0011616,0.00372123,-0.00132193,0.0291035,-0.00198116,-0.0101237,0.00437814,-0.00240039,-0.0331901,0.00651385,0.00135305,0.00339465,0.00241948,-0.00299352
0.532,-0.001,0,18.4349,-161.565,3.33E-01,0.00248121,-0.00290073,0.00297159,0.00408475,0.0337694,0.00338533,0.00483327,0.000699832,-0.00058206,-0.0328967,-0.00584428,0.00116046,-0.00373559,0.00224286,-0.00879029
0.532,-0.001,0,17.4576,180,3.32E-01,-0.00408178,-0.000988359,-0.00603936,-0.00297374,0.031824,-0.00390664,0.00232068,0.00945834,0.00427394,-0.0296922,-5.62E-05,-0.00145459,-0.0132202,-0.00614673,-0.0143101
0.532,-0.001,0,18.4349,161.565,3.30E-01,0.00675451,-0.00278346,-0.0055904,0.00633982,0.0337527,0.00270791,0.00599028,-0.00168643,0.0034986,-0.0370704,-0.00501255,-0.00137182,0.00149182,0.00320994,-0.00971175
0.532,-0.001,0,21.1343,146.31,3.30E-01,0.00106074,0.000204668,0.0067827,0.00478448,0.0365365,-0.0014393,0.000240533,0.0013059,-0.00441909,-0.0383483,0.00202631,-0.00276766,-0.00100254,0.000614611,-0.0114361
0.532,-0.001,0,25.1041,135,3.29E-01,0.0029696,0.00727907,-0.00522608,-0.00341368,0.0314775,0.00307506,-0.000318876,-0.00291038,0.000572358,-0.0264102,-0.0015896,0.00141289,0.00727801,0.00475394,-0.00755438
0.532,-0.001,0,30,126.87,3.24E-01,-0.00876993,0.00449196,0.00527866,0.00634596,0.0275081,-0.0126751,-0.00400242,-4.01E-05,0.00242511,-0.0296166,0.00766132,0.00245357,0.00759018,-0.00202065,-0.00505207
0.532,-0.001,0,35.6685,120.964,3.23E-01,-0.00992529,-0.00302974,0.00288915,0.00119317,0.0272956,0.00522661,0.00986301,0.00240885,0.00189896,-0.0326967,-0.00659513,0.00261353,-0.00338324,-0.0087968,-0.00946914
0.532,-0.001,0,42.1304,116.565,3.21E-01,0.000500304,0.00104584,-0.00635267,-0.00336558,0.0310651,0.00303253,0.00597368,-0.00617136,0.00745156,-0.0285252,-0.0141435,-0.00321273,0.00413409,0.000774848,0.000940077
0.532,-0.001,0,49.6034,113.199,3.17E-01,-0.00632988,0.00594294,0.00282993,-0.00247756,0.0118208,-0.00712257,0.0191616,0.0065592,0.0012105,-0.028181,-0.00832887,0.00908637,0.0173736,0.00589075,-0.00794947
0.532,-0.001,0,58.6936,110.556,3.09E-01,-0.0082729,0.0124376,0.00135183,0.007908,0.00877053,-0.00623918,0.0138862,-0.0078915,0.0149318,-0.0235648,0.0108713,0.00359506,0.00723043,-0.00750308,0.00511748
0.532,-0.001,0,71.5651,108.435,2.87E-01,-0.0235173,0.0155339,0.00390717,-0.018706,0.0352629,-0.0167193,0.00438571,-0.00475956,0.0118559,-0.0179334,-0.00854677,-0.00680974,-0.00433184,0.00565136,0.013816
0.532,-0.001,0,67.2135,-102.529,2.94E-01,-0.00276679,-0.00452557,-0.00400578,-0.00147052,0.0398618,0.000600343,-0.000809854,-0.010501,-0.016578,-0.0147326,-0.015204,-0.0154345,0.00941056,0.0001144,0.0159804
0.532,-0.001,0,55.5501,-104.036,3.10E-01,-0.0106196,0.0114053,-0.00456638,-0.0112672,0.0483613,0.0076526,-0.00564407,0.00284622,-0.0101491,-0.0231545,-0.00662,-0.00014305,-0.00513744,0.00766689,-0.00480464
0.532,-0.001,0,46.7199,-105.945,3.20E-01,-0.00281036,-0.00253767,0.00143922,-0.01254,0.0364345,0.00186176,-0.0143888,0.00679888,-0.00279978,-0.0382117,-0.00376449,0.0014461,0.000547186,0.0159134,-0.00726012
0.532,-0.001,0,39.2315,-108.435,3.21E-01,-0.0061821,-0.000636956,0.00598127,-0.00730387,0.0307369,-0.00168625,-0.00550508,-0.00312395,-0.00352811,-0.0391591,0.00165429,-0.00488911,-0.0148195,0.000788155,-0.0120223
0.532,-0.001,0,32.5827,-111.801,3.27E-01,-0.00117565,-0.00104434,0.00133091,-0.00189892,0.0253074,-0.00142258,-0.00224849,-0.0026687,-0.00404916,-0.0385049,-0.00360804,-0.00989411,0.00197005,0.00810406,-0.00115258
0.532,-0.001,0,26.5651,-116.565,3.27E-01,-0.002868,0.00517433,-0.00153827,-0.00310228,0.0292375,-0.00269457,-0.00587021,-0.00112109,-0.0170351,-0.0294735,-0.0045558,0.00645105,-0.000559511,0.00770628,-0.0062345
0.532,-0.001,0,21.1343,-123.69,3.29E-01,0.00520423,-0.00426479,0.00235188,-0.00705125,0.039556,-0.00184118,-0.00757237,0.00310126,-0.00259044,-0.0320931,0.00957003,-0.00141231,0.00409787,-0.000425966,-0.0189515
0.532,-0.001,0,16.4299,-135,3.33E-01,-0.00117473,-0.00285991,-0.00349309,-0.00522377,0.0400942,0.00935711,0.00133782,-2.19E-05,-0.00461698,-0.0438379,0.00664529,0.00203346,0.00825713,-0.000249821,-0.0261713
0.532,-0.001,0,12.921,-153.435,3.35E-01,-0.00256086,0.000270338,0.0133441,-0.0143005,0.0391989,0.00682448,-0.0059861,0.000185667,-0.00236331,-0.0412366,-0.00245047,0.00104007,0.00115341,-0.00113625,-0.0195743
0.532,-0.001,0,11.537,180,3.34E-01,-0.000475962,0.00376724,-0.000103957,-0.00125985,0.0413671,0.00110896,0.00230851,-0.00230958,-0.00354841,-0.0404907,0.00465128,0.00276023,0.00539634,-0.00372356,-0.0150541
0.532,-0.001,0,12.921,153.435,3.34E-01,0.00833247,0.00915749,6.61E-05,-0.00212113,0.0359661,0.00780157,0.00116449,-0.00197273,-0.00270701,-0.039736,0.00635443,0.00249153,0.00427894,-0.00441977,-0.0142567
0.532,-0.001,0,16.4299,135,3.34E-01,-0.00170092,-0.000774166,0.00983069,-0.00301817,0.0357125,-0.00102079,-0.00832919,-0.000237226,0.000491324,-0.0331431,0.0143679,-0.00358056,-0.00207805,0.00479939,-0.0133005
0.532,-0.001,0,21.1343,123.69,3.34E-01,-0.00489424,-0.0106887,-0.00409788,-0.00160136,0.0443506,0.00320825,0.00124259,0.00637061,0.00263,-0.0372843,-0.00233038,-0.00657522,-0.000656415,0.000370388,-0.0177496
0.532,-0.001,0,26.5651,116.565,3.30E-01,0.00222669,0.00148419,-0.000856755,0.000341325,0.0337346,0.00729607,0.00352871,0.000171979,-0.00752786,-0.0451771,-0.00407984,-0.0106311,-0.00258858,0.0109419,-0.00585494
0.532,-0.001,0,32.5827,111.801,3.23E-01,0.000335939,0.00661589,-0.00391342,-0.000174111,0.0230857,0.00293727,-0.00870567,0.0120855,-0.00131546,-0.0336288,-0.000949312,0.00150129,0.00569991,-0.00764805,-0.00604037
0.532,-0.001,0,39.2315,108.435,3.24E-01,-0.00260552,0.00162589,0.00294633,-0.00227974,0.0358227,0.00398855,0.00339566,-0.00512497,-0.00201244,-0.0293586,-0.000507598,0.000517245,-0.00527511,0.00276464,-0.0104427
0.532,-0.001,0,46.7199,105.945,3.19E-01,-0.00511058,0.00319775,0.0024941,-0.0119109,0.0295452,0.00455857,0.0190283,0.0098377,-0.00519155,-0.022615,-0.0126786,0.00633454,-0.0033009,0.00363337,-0.00252091
0.532,-0.001,0,55.5501,104.036,3.07E-01,-0.00527641,0.000734418,0.000658956,-0.00692365,0.0338489,-0.00711031,0.000985667,0.00458844,0.00511878,-0.024808,-0.00790745,0.000404959,-0.0055655,0.00359874,0.00482143
0.532,-0.001,0,67.2135,102.529,2.98E-01,-0.00387433,0.012834,-0.0162196,0.00398086,0.0201012,-0.00606148,0.00275432,-0.00307453,0.0176467,-0.0238956,-0.01627,-0.000859904,0.0146204,-0.0035973,0.0189968
0.532,-0.001,0,64.8959,-96.3402,2.97E-01,-0.00785047,-0.00102819,0.00373566,-0.00765425,0.0572129,-0.00361638,-0.0123893,-0.00804386,-0.0156611,-0.027534,-0.0189829,0.00724261,-0.0219641,0.0206853,0.0023667
0.532,-0.001,0,53.7288,-97.125,3.10E-01,-0.0117331,-0.00267693,0.00680903,-0.00502987,0.0477198,-0.00386006,-0.00151669,-0.00893337,-0.00954751,-0.0246999,-0.0183845,0.00544747,0.00324233,0.0117166,-0.00548601
0.532,-0.001,0,45,-98.1301,3.16E-01,-0.00991444,0.000871529,0.00298974,-0.00848347,0.0292039,0.000888884,-0.0057313,0.00843695,-0.00192513,-0.0265893,-0.00477117,-0.000531015,-0.000330829,0.0146817,-0.00886144
0.532,-0.001,0,37.465,-99.4623,3.23E-01,-0.0038802,0.00780214,0.00342062,-0.00765988,0.0309586,0.000125752,-0.00691841,0.00225345,0.00750218,-0.0282369,-0.0111059,0.0089176,0.00504153,0.0100309,-0.0108155
0.532,-0.001,0,30.6573,-101.31,3.23E-01,-0.00442655,-0.000694209,0.00159373,-0.00315902,0.033256,-0.00257374,-0.00352783,0.00303156,-0.0133017,-0.0331506,-0.00824191,0.00896059,0.00989629,0.000548423,-0.00841062
0.532,-0.001,0,24.3501,-104.036,3.33E-01,0.00893894,-0.00568366,0.00941882,-0.00547188,0.0489458,0.00572674,-0.00852424,-0.0106215,-0.0176899,-0.0395497,-0.00432182,-0.0116155,-0.00739841,0.001464,-0.0126733
0.532,-0.001,0,18.4349,-108.435,3.31E-01,-0.000721912,-0.00741675,-0.00291143,-0.00213239,0.0404132,0.000545879,-0.0116692,-0.0111014,0.00195201,-0.0311885,-0.000237079,-0.00573134,-0.00296253,-0.00441344,-0.0159499
0.532,-0.001,0,12.921,-116.565,3.36E-01,0.00810609,-0.00768192,-0.00676475,0.000170846,0.0462617,0.00391311,0.000873035,0.0042023,-0.00811309,-0.0428589,0.00110858,-0.0041777,0.00358883,0.00619567,-0.0227237
0.532,-0.001,0,8.1301,-135,3.38E-01,0.005705,0.00243922,0.00610291,-0.00439829,0.0300912,-0.00101503,0.00288847,-0.00114283,0.00807412,-0.0390595,-0.0132109,-0.0014084,-0.00105279,0.00300032,-0.0138376
