lambda,Sta_01,Sta_02,Sta_03,Sta_04,Sta_05,Sta_06,Sta_07,Sta_08,Sta_09,Sta_10
747,0.48305,0.97573,0.95557,1.0293,1.05778,1.25038,1.08589,0.94689,0.55691,0.68183
748,0.48351,0.97522,0.95499,1.02848,1.05679,1.2496,1.08528,0.94655,0.55705,0.68205
749,0.48358,0.97426,0.95399,1.02732,1.05544,1.24832,1.08422,0.94572,0.55682,0.68184
750,0.48329,0.97279,0.95254,1.02574,1.05365,1.24648,1.08266,0.94437,0.55624,0.6812
751,0.48278,0.97101,0.95081,1.02388,1.05158,1.24426,1.08078,0.94271,0.55543,0.68028
752,0.48129,0.96757,0.9474,1.02026,1.04779,1.23993,1.07708,0.93939,0.55355,0.67802
753,0.4764,0.95819,0.93792,1.01024,1.03775,1.22804,1.06672,0.93011,0.54789,0.67103
754,0.4619,0.93135,0.91093,0.98158,1.00906,1.19374,1.03661,0.90363,0.53146,0.65066
755,0.43692,0.88545,0.86507,0.93266,0.95987,1.13481,0.98474,0.85851,0.50332,0.61576
756,0.40592,0.82888,0.80884,0.87237,0.89899,1.06179,0.92034,0.80299,0.46846,0.57257
757,0.37602,0.7753,0.7556,0.81514,0.84122,0.99238,0.859,0.75016,0.43487,0.53091
758,0.34822,0.72636,0.70695,0.76282,0.7885,0.92891,0.80283,0.7017,0.4037,0.4922
759,0.32313,0.68277,0.66361,0.71628,0.7416,0.87238,0.75274,0.65837,0.3756,0.45731
760,0.30266,0.64758,0.62868,0.67876,0.70371,0.82667,0.71224,0.62315,0.35261,0.42882
761,0.28785,0.62234,0.60365,0.65192,0.6765,0.79389,0.68318,0.59769,0.33588,0.40819
762,0.279,0.60742,0.58888,0.63614,0.66039,0.77452,0.66596,0.58249,0.3258,0.39585
763,0.27733,0.60495,0.58661,0.63372,0.65756,0.77122,0.66293,0.5798,0.32378,0.39355
764,0.28759,0.62385,0.60569,0.65411,0.6776,0.79544,0.68416,0.59825,0.33513,0.40789
765,0.30965,0.66398,0.64582,0.69711,0.72052,0.84718,0.72971,0.63759,0.35972,0.43862
766,0.33836,0.71576,0.69731,0.75252,0.77618,0.91431,0.78892,0.68837,0.39176,0.47855
767,0.3662,0.76493,0.74615,0.80524,0.82909,0.97828,0.84547,0.73686,0.42281,0.51731
768,0.392,0.8095,0.79043,0.85307,0.877,1.03635,0.89691,0.78104,0.45151,0.55319
769,0.41503,0.84858,0.82926,0.89497,0.91894,1.0873,0.94213,0.82001,0.4771,0.58521
770,0.43352,0.87942,0.85981,0.92798,0.95204,1.12764,0.97796,0.85107,0.4977,0.61097
771,0.44646,0.90054,0.88068,0.95056,0.97471,1.15537,1.00258,0.8726,0.51216,0.62906
772,0.45424,0.91281,0.89279,0.96368,0.98785,1.17156,1.01699,0.88534,0.5209,0.64
773,0.45821,0.91863,0.89854,0.96991,0.99403,1.17933,1.02394,0.89159,0.52537,0.64564
774,0.45997,0.92084,0.90076,0.97231,0.99631,1.18236,1.0267,0.89414,0.52735,0.6482
775,0.46058,0.92127,0.9012,0.97283,0.99669,1.18308,1.0274,0.89484,0.52803,0.64916
776,0.46062,0.92094,0.90087,0.97255,0.99628,1.18282,1.02721,0.89468,0.52809,0.64934
777,0.4603,0.92012,0.90004,0.97176,0.99541,1.18196,1.02649,0.89396,0.52776,0.64903
778,0.45964,0.91879,0.89873,0.97049,0.9941,1.18053,1.02527,0.89273,0.52705,0.64828
779,0.45871,0.91711,0.89709,0.96896,0.99251,1.17872,1.02372,0.89113,0.52606,0.64719
780,0.45746,0.91514,0.89518,0.96725,0.99073,1.17659,1.0219,0.88918,0.52478,0.64574
781,0.45565,0.91253,0.89267,0.96506,0.98851,1.17381,1.01949,0.88658,0.52297,0.64367
782,0.45312,0.90907,0.88934,0.96225,0.98569,1.17018,1.01629,0.88314,0.52048,0.64081
783,0.4498,0.90459,0.88506,0.9587,0.98221,1.16557,1.01221,0.87874,0.51725,0.63707
784,0.44578,0.89918,0.87995,0.95445,0.9781,1.16004,1.00731,0.87348,0.51338,0.63257
785,0.44128,0.89301,0.87415,0.94952,0.97335,1.15365,1.00165,0.86752,0.50902,0.62748
786,0.43664,0.88634,0.86789,0.94403,0.96805,1.14658,0.99542,0.86113,0.50443,0.62212
787,0.43213,0.87956,0.86148,0.93819,0.96235,1.13914,0.9889,0.85463,0.4999,0.6168
788,0.42798,0.87303,0.8553,0.93238,0.95659,1.13177,0.98246,0.84837,0.49566,0.61179
789,0.42417,0.86688,0.84948,0.92678,0.95099,1.12471,0.97629,0.84246,0.49172,0.60714
790,0.42045,0.86093,0.84387,0.92144,0.94568,1.11796,0.97036,0.83676,0.48789,0.60262
791,0.41698,0.85548,0.83872,0.91663,0.94092,1.11182,0.96498,0.83154,0.48435,0.59846
792,0.4142,0.85107,0.83457,0.9127,0.93705,1.10682,0.96065,0.82732,0.4815,0.59512
793,0.41242,0.84806,0.8317,0.9098,0.93417,1.10319,0.95753,0.82437,0.4796,0.5929
794,0.41126,0.84587,0.82956,0.90747,0.9318,1.10034,0.95512,0.82219,0.47826,0.59135
795,0.41021,0.84388,0.82761,0.90534,0.92961,1.09776,0.95293,0.8202,0.47704,0.58994
796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
