lambda,Sta_01,Sta_02,Sta_03,Sta_04,Sta_05,Sta_06,Sta_07,Sta_08,Sta_09,Sta_10
417,NA,NA,1.15086,1.26117,1.28173,NA,1.19696,1.40409,0.76306,0.8285
418,NA,NA,1.15219,1.26095,1.28147,NA,1.19715,1.40393,0.76205,0.82815
419,NA,NA,1.15337,1.26058,1.28107,NA,1.1972,1.4036,0.76096,0.8277
420,NA,NA,1.15312,1.25853,1.27894,NA,1.19563,1.40139,0.75883,0.82614
421,NA,NA,1.1523,1.25479,1.27501,NA,1.19229,1.39727,0.75551,0.82342
422,NA,NA,1.15046,1.24994,1.26995,NA,1.1879,1.3919,0.75151,0.81998
423,NA,NA,1.14587,1.24209,1.26184,NA,1.18067,1.3832,0.74572,0.81457
424,NA,NA,1.13619,1.23041,1.24962,NA,1.16958,1.37011,0.73794,0.80652
425,NA,NA,1.1254,1.21793,1.23654,NA,1.15769,1.35611,0.72977,0.79792
426,NA,NA,1.11475,1.20562,1.22363,NA,1.14595,1.3423,0.7217,0.78943
427,NA,NA,1.09862,1.19075,1.20812,NA,1.13185,1.32567,0.71221,0.77939
428,NA,NA,1.08104,1.17929,1.19606,NA,1.12106,1.31289,0.70491,0.77174
429,NA,NA,1.07238,1.17751,1.19383,NA,1.11948,1.31088,0.7034,0.77044
430,NA,NA,1.0706,1.18323,1.19921,NA,1.12503,1.3172,0.70633,0.77405
431,NA,NA,1.07355,1.1931,1.20893,NA,1.13457,1.32791,0.71141,0.78044
432,NA,NA,1.07828,1.20492,1.22063,NA,1.14597,1.3408,0.71766,0.78811
433,NA,NA,1.08843,1.22282,1.23849,NA,1.16315,1.36045,0.72753,0.79976
434,NA,NA,1.10962,1.24727,1.26299,NA,1.1866,1.38756,0.74118,0.81557
435,NA,NA,1.1335,1.2722,1.28798,NA,1.21052,1.41529,0.75507,0.83165
436,NA,NA,1.15462,1.29401,1.30981,NA,1.23147,1.43955,0.76711,0.84569
437,NA,NA,1.17491,1.31539,1.33127,NA,1.25202,1.46335,0.77902,0.8594
438,NA,NA,1.19386,1.33597,1.35203,NA,1.27183,1.48631,0.79067,0.87252
439,NA,NA,1.21148,1.35507,1.37128,NA,1.29022,1.50762,0.80143,0.88467
440,NA,NA,1.22747,1.37235,1.3887,NA,1.30689,1.52691,0.81112,0.89563
441,NA,NA,1.24208,1.38924,1.40557,NA,1.32291,1.54542,0.82066,0.90633
442,NA,NA,1.25774,1.4073,1.42363,NA,1.34005,1.56524,0.8309,0.9178
443,NA,NA,1.27535,1.42755,1.4439,NA,1.35926,1.58749,0.84242,0.93069
444,NA,NA,1.29502,1.44844,1.4649,NA,1.37923,1.61059,0.85421,0.94407
445,NA,NA,1.31416,1.46802,1.4846,NA,1.39802,1.63229,0.86519,0.95661
446,NA,NA,1.33169,1.48579,1.50247,NA,1.41508,1.65198,0.87509,0.96798
447,NA,NA,1.34867,1.50274,1.51947,NA,1.43136,1.67078,0.88446,0.97881
448,NA,NA,1.36426,1.51764,1.5343,NA,1.44573,1.68741,0.89252,0.98833
449,NA,NA,1.37744,1.52987,1.54643,NA,1.45755,1.70107,0.89901,0.9961
450,NA,NA,1.38967,1.54104,1.55748,NA,1.46837,1.71355,0.90488,1.00318
451,NA,NA,1.4007,1.55009,1.56632,NA,1.47725,1.72368,0.90965,1.00899
452,NA,NA,1.40867,1.55566,1.57164,NA,1.48283,1.72994,0.9124,1.01255
453,NA,NA,1.4145,1.55888,1.57458,NA,1.48617,1.73359,0.91376,1.01458
454,NA,NA,1.41751,1.56153,1.57702,NA,1.48884,1.7365,0.91474,1.01614
455,NA,NA,1.41945,1.56468,1.58001,NA,1.49189,1.73989,0.91598,1.01795
456,NA,NA,1.42297,1.56957,1.58476,NA,1.4966,1.74522,0.91823,1.0209
457,NA,NA,1.42804,1.57557,1.59066,NA,1.5024,1.75182,0.92113,1.02459
458,NA,NA,1.43438,1.58058,1.59565,NA,1.50735,1.75745,0.92341,1.02768
459,NA,NA,1.43871,1.58339,1.59842,NA,1.51019,1.76063,0.9244,1.02934
460,NA,NA,1.44263,1.58573,1.60073,NA,1.51259,1.76329,0.92512,1.0307
461,NA,NA,1.44581,1.58756,1.60259,NA,1.51463,1.76539,0.92557,1.03177
462,NA,NA,1.44799,1.58832,1.60339,NA,1.51567,1.7663,0.9254,1.03216
463,NA,NA,1.44798,1.58668,1.60176,NA,1.51441,1.76454,0.92384,1.03098
464,NA,NA,1.44586,1.58364,1.5986,NA,1.5117,1.76111,0.92147,1.02877
465,NA,NA,1.44323,1.58067,1.5954,NA,1.50897,1.75766,0.91914,1.0265
466,NA,NA,1.43991,1.57693,1.59144,NA,1.50552,1.75337,0.91638,1.02374
467,NA,NA,1.43556,1.57264,1.5869,NA,1.50152,1.74848,0.91326,1.02063
468,NA,NA,1.43102,1.57042,1.58438,NA,1.49945,1.74594,0.91123,1.01888
469,NA,NA,1.42951,1.57151,1.58519,NA,1.50054,1.74708,0.91112,1.01928
470,NA,NA,1.42896,1.57367,1.58707,NA,1.50264,1.74941,0.91163,1.02037
471,NA,NA,1.4302,1.57634,1.58956,NA,1.50524,1.75229,0.91245,1.02184
472,NA,NA,1.43222,1.5795,1.59258,NA,1.50831,1.75572,0.91358,1.02364
473,NA,NA,1.43644,1.58509,1.59804,NA,1.5137,1.76185,0.9161,1.02702
474,NA,NA,1.4423,1.59177,1.60463,NA,1.52008,1.76924,0.91934,1.03103
475,NA,NA,1.44809,1.59762,1.61044,NA,1.52562,1.77578,0.92218,1.03444
476,NA,NA,1.45385,1.60345,1.61623,NA,1.53115,1.78229,0.925,1.03783
477,NA,NA,1.45982,1.609,1.62173,NA,1.53642,1.78851,0.92768,1.04107
478,NA,NA,1.46757,1.61184,1.62457,NA,1.53937,1.79197,0.92897,1.04277
479,NA,NA,1.4714,1.61037,1.62305,NA,1.53819,1.79062,0.92777,1.04169
480,NA,NA,1.47125,1.60456,1.61717,NA,1.53287,1.78445,0.92407,1.0378
481,NA,NA,1.46689,1.59634,1.60865,NA,1.52522,1.77537,0.91891,1.03257
482,NA,NA,1.46068,1.58664,1.59859,NA,1.51616,1.76459,0.91287,1.02644
483,NA,NA,1.44953,1.57158,1.58314,NA,1.50198,1.74786,0.90376,1.01684
484,NA,NA,1.43489,1.55562,1.56678,NA,1.48683,1.73004,0.89398,1.00658
485,NA,NA,1.42067,1.54435,1.55515,NA,1.47603,1.71734,0.88671,0.99926
486,NA,NA,1.40879,1.53562,1.54608,NA,1.46764,1.70746,0.88089,0.99357
487,NA,NA,1.39833,1.52854,1.53869,NA,1.46085,1.69943,0.87604,0.98893
488,NA,NA,1.39059,1.5254,1.53545,NA,1.45789,1.69593,0.87369,0.98672
489,NA,NA,1.38882,1.52881,1.53881,NA,1.46119,1.69971,0.87508,0.98874
490,NA,NA,1.39181,1.53747,1.54746,NA,1.46952,1.70932,0.87948,0.99416
491,NA,NA,1.40041,1.54654,1.55656,NA,1.47837,1.71952,0.8844,0.99998
492,NA,NA,1.40846,1.5525,1.56255,NA,1.4843,1.72629,0.88765,1.00385
493,NA,NA,1.41606,1.55797,1.56804,NA,1.48976,1.73252,0.89062,1.0074
494,NA,NA,1.42253,1.56218,1.5722,NA,1.494,1.73728,0.89279,1.01012
495,NA,NA,1.42648,1.56358,1.57343,NA,1.49554,1.73882,0.89325,1.01103
496,NA,NA,1.42688,1.56108,1.57075,NA,1.49335,1.73602,0.89147,1.00942
497,NA,NA,1.42519,1.55631,1.56578,NA,1.48898,1.7307,0.88841,1.00634
498,NA,NA,1.42116,1.55186,1.56108,NA,1.48462,1.72535,0.88505,1.00305
499,NA,NA,1.41649,1.54671,1.55568,NA,1.47959,1.71924,0.88129,0.99932
500,NA,NA,1.41092,1.54057,1.54929,NA,1.47361,1.71202,0.87698,0.99496
501,NA,NA,1.40542,1.53641,1.54498,NA,1.46953,1.70713,0.87378,0.99183
502,NA,NA,1.40208,1.53585,1.54435,NA,1.46891,1.70634,0.87264,0.99102
503,NA,NA,1.39932,1.53595,1.54439,NA,1.46891,1.70627,0.87187,0.99063
504,NA,NA,1.39768,1.53625,1.54461,NA,1.46915,1.7065,0.87147,0.99048
505,NA,NA,1.39834,1.53666,1.54494,NA,1.46965,1.70707,0.87174,0.99065
506,NA,NA,1.40063,1.53886,1.54708,NA,1.47185,1.70963,0.87302,0.99198
507,NA,NA,1.40344,1.54163,1.54978,NA,1.47461,1.71283,0.87462,0.99368
508,NA,NA,1.40769,1.54244,1.55058,NA,1.4757,1.71405,0.8754,0.99453
509,NA,NA,1.40893,1.53956,1.54768,NA,1.4733,1.7112,0.87411,0.99305
510,NA,NA,1.40711,1.53333,1.54141,NA,1.46768,1.70462,0.87092,0.9894
511,NA,NA,1.40291,1.52556,1.53348,NA,1.46054,1.69632,0.86656,0.98473
512,NA,NA,1.39616,1.51572,1.52337,NA,1.45138,1.68571,0.86083,0.97869
513,NA,NA,1.38498,1.50106,1.50843,NA,1.4376,1.66974,0.85236,0.96955
514,NA,NA,1.37265,1.48661,1.4937,NA,1.42397,1.65395,0.84396,0.96047
515,NA,NA,1.35957,1.47704,1.48386,NA,1.41481,1.6434,0.83812,0.95431
516,NA,NA,1.34775,1.46884,1.47539,NA,1.40695,1.63437,0.83305,0.94903
517,NA,NA,1.33772,1.46257,1.46887,NA,1.40095,1.62749,0.82909,0.94499
518,NA,NA,1.33181,1.46051,1.46662,NA,1.39889,1.62523,0.8276,0.94371
519,NA,NA,1.33053,1.46348,1.46944,NA,1.40166,1.62858,0.82898,0.94568
520,NA,NA,1.33206,1.46955,1.47537,NA,1.40739,1.63537,0.83211,0.94966
521,NA,NA,1.33653,1.47638,1.48207,NA,1.41379,1.64304,0.83574,0.95414
522,NA,NA,1.34316,1.48309,1.48867,NA,1.42003,1.6506,0.83935,0.95856
523,NA,NA,1.35073,1.49085,1.49631,NA,1.42726,1.65931,0.84355,0.96366
524,NA,NA,1.35799,1.49821,1.50358,NA,1.43417,1.66761,0.84754,0.96848
525,NA,NA,1.36387,1.50381,1.50925,NA,1.4396,1.67407,0.85058,0.97212
526,NA,NA,1.36881,1.50837,1.51387,NA,1.44405,1.67937,0.85302,0.97509
527,NA,NA,1.37333,1.51248,1.51804,NA,1.44806,1.68416,0.85521,0.97777
528,NA,NA,1.37749,1.51661,1.52211,NA,1.45217,1.68901,0.85732,0.98043
529,NA,NA,1.38215,1.52138,1.52682,NA,1.45692,1.6946,0.85977,0.98351
530,NA,NA,1.38655,1.52586,1.53123,NA,1.4614,1.69986,0.86207,0.9864
531,NA,NA,1.39018,1.5285,1.53375,NA,1.46404,1.70296,0.86333,0.9881
532,NA,NA,1.39304,1.5293,1.53438,NA,1.46485,1.70387,0.86357,0.98861
533,NA,NA,1.39578,1.52998,1.53489,NA,1.46554,1.70466,0.86374,0.98904
534,NA,NA,1.39823,1.53049,1.53522,NA,1.46606,1.70524,0.86381,0.98936
535,NA,NA,1.39863,1.53015,1.53466,NA,1.4657,1.70471,0.86341,0.98909
536,NA,NA,1.39604,1.52654,1.53081,NA,1.46221,1.70055,0.86116,0.9867
537,NA,NA,1.39221,1.52158,1.52561,NA,1.45742,1.69488,0.85815,0.98344
538,NA,NA,1.38829,1.51771,1.52149,NA,1.4537,1.69039,0.85555,0.98072
539,NA,NA,1.384,1.51394,1.51748,NA,1.45009,1.686,0.85292,0.97799
540,NA,NA,1.38002,1.5105,1.5138,NA,1.4468,1.68198,0.85048,0.97547
541,NA,NA,1.37757,1.50887,1.51202,NA,1.44527,1.68005,0.84908,0.97419
542,NA,NA,1.37639,1.50885,1.51195,NA,1.4453,1.68,0.84861,0.97402
543,NA,NA,1.37533,1.50897,1.51203,NA,1.44547,1.68011,0.84823,0.97395
544,NA,NA,1.37442,1.50925,1.51226,NA,1.44579,1.68039,0.84793,0.97398
545,NA,NA,1.37462,1.50955,1.51256,NA,1.44617,1.68097,0.84801,0.97437
546,NA,NA,1.37549,1.5106,1.5136,NA,1.44727,1.68237,0.8485,0.97524
547,NA,NA,1.3764,1.51169,1.51468,NA,1.44841,1.68383,0.84902,0.97614
548,NA,NA,1.37761,1.51197,1.51491,NA,1.44884,1.68442,0.84914,0.9766
549,NA,NA,1.37889,1.51184,1.51469,NA,1.44889,1.68457,0.84905,0.97682
550,NA,NA,1.38006,1.51159,1.51435,NA,1.44883,1.68458,0.8489,0.97697
551,NA,NA,1.38105,1.51128,1.51395,NA,1.44868,1.68449,0.84866,0.97703
552,NA,NA,1.38055,1.50968,1.51223,NA,1.44719,1.68285,0.84757,0.97611
553,NA,NA,1.37825,1.5061,1.50853,NA,1.4438,1.67901,0.84537,0.97391
554,NA,NA,1.37522,1.50174,1.50404,NA,1.43967,1.6743,0.84274,0.97121
555,NA,NA,1.37197,1.49744,1.49972,NA,1.43558,1.66969,0.84011,0.96837
556,NA,NA,1.36756,1.49188,1.49415,NA,1.43029,1.66368,0.83678,0.96472
557,NA,NA,1.36305,1.48621,1.48846,NA,1.42489,1.65754,0.83338,0.961
558,NA,NA,1.3586,1.48184,1.4842,NA,1.4207,1.65287,0.83075,0.95803
559,NA,NA,1.35423,1.47839,1.48093,NA,1.41736,1.6492,0.82864,0.95559
560,NA,NA,1.3502,1.47531,1.47803,NA,1.41438,1.64596,0.82674,0.9534
561,NA,NA,1.34694,1.47258,1.47545,NA,1.4117,1.64303,0.82493,0.95135
562,NA,NA,1.34539,1.47051,1.47349,NA,1.40961,1.64071,0.82325,0.94956
563,NA,NA,1.34403,1.46866,1.47174,NA,1.40772,1.63864,0.82169,0.94791
564,NA,NA,1.34242,1.46653,1.46972,NA,1.40558,1.63626,0.81998,0.94609
565,NA,NA,1.33978,1.46406,1.46724,NA,1.40299,1.63325,0.8177,0.94377
566,NA,NA,1.33634,1.46081,1.46397,NA,1.39964,1.62936,0.81496,0.94092
567,NA,NA,1.33303,1.4577,1.46083,NA,1.39643,1.6256,0.81229,0.93815
568,NA,NA,1.33034,1.4555,1.45866,NA,1.39411,1.62293,0.81021,0.93596
569,NA,NA,1.32778,1.45371,1.45695,NA,1.39219,1.62077,0.80844,0.93402
570,NA,NA,1.32566,1.45238,1.4557,NA,1.39072,1.61912,0.80692,0.93238
571,NA,NA,1.32413,1.45159,1.45498,NA,1.38983,1.61814,0.80579,0.93119
572,NA,NA,1.32268,1.45042,1.45385,NA,1.38877,1.61698,0.80474,0.93014
573,NA,NA,1.32148,1.44953,1.45299,NA,1.38798,1.61613,0.80385,0.92927
574,NA,NA,1.32109,1.44952,1.45302,NA,1.38804,1.61627,0.80345,0.92898
575,NA,NA,1.32117,1.45,1.45342,NA,1.38867,1.61687,0.80352,0.92931
576,NA,NA,1.32166,1.45091,1.45424,NA,1.38975,1.61794,0.80389,0.93
577,NA,NA,1.32234,1.45203,1.45526,NA,1.39102,1.61924,0.80437,0.93083
578,NA,NA,1.32355,1.45319,1.45627,NA,1.39231,1.62043,0.80476,0.93161
579,NA,NA,1.32592,1.45508,1.45796,NA,1.39428,1.62226,0.80544,0.9328
580,NA,NA,1.32817,1.45683,1.45952,NA,1.39612,1.62395,0.80605,0.9339
581,NA,NA,1.32965,1.45754,1.46005,NA,1.39691,1.62438,0.806,0.93423
582,NA,NA,1.33092,1.45634,1.45889,NA,1.39547,1.62184,0.80416,0.93245
583,NA,NA,1.32949,1.45219,1.45477,NA,1.3912,1.61602,0.80068,0.92879
584,NA,NA,1.32684,1.44671,1.44931,NA,1.38565,1.60872,0.79648,0.92428
585,NA,NA,1.32085,1.44041,1.44327,NA,1.37902,1.5999,0.79125,0.91857
586,NA,NA,1.3111,1.43072,1.43387,NA,1.36908,1.58715,0.78401,0.91054
587,NA,NA,1.30114,1.42078,1.42423,NA,1.3589,1.57414,0.77665,0.90235
588,NA,NA,1.29122,1.41259,1.41628,NA,1.35052,1.56335,0.77043,0.89551
589,NA,NA,1.27797,1.40329,1.40711,NA,1.34126,1.55176,0.76386,0.88832
590,NA,NA,1.26721,1.3967,1.40066,NA,1.3346,1.54318,0.75879,0.88285
591,NA,NA,1.26258,1.39652,1.40062,NA,1.33411,1.54184,0.75734,0.88158
592,NA,NA,1.26096,1.39661,1.40059,NA,1.33433,1.54232,0.75739,0.88184
593,NA,NA,1.25963,1.39702,1.4009,NA,1.33486,1.54316,0.75761,0.88231
594,NA,NA,1.2585,1.39765,1.40143,NA,1.3356,1.54425,0.75795,0.88292
595,NA,NA,1.25924,1.39812,1.40165,NA,1.33645,1.54603,0.75893,0.88417
596,NA,NA,1.26208,1.39994,1.40318,NA,1.33871,1.5497,0.76096,0.88661
597,NA,NA,1.26546,1.40236,1.40531,NA,1.34154,1.55403,0.76331,0.88942
598,NA,NA,1.26863,1.40443,1.40713,NA,1.34405,1.55797,0.76553,0.89205
599,NA,NA,1.27241,1.40699,1.4095,NA,1.34704,1.56245,0.76812,0.89507
600,NA,NA,1.27603,1.40936,1.41169,NA,1.34986,1.56672,0.77061,0.89797
601,NA,NA,1.27876,1.41073,1.41288,NA,1.35173,1.56989,0.77255,0.90023
602,NA,NA,1.28262,1.41287,1.41484,NA,1.35414,1.57323,0.77445,0.90255
603,NA,NA,1.28597,1.41443,1.41621,NA,1.35599,1.57592,0.77602,0.9045
604,NA,NA,1.28775,1.41427,1.41587,NA,1.35619,1.5767,0.77666,0.90535
605,NA,NA,1.2886,1.41325,1.41461,NA,1.3555,1.57618,0.7764,0.90531
606,NA,NA,1.2894,1.41224,1.41333,NA,1.35479,1.57552,0.77598,0.90513
607,NA,NA,1.29007,1.41109,1.41192,NA,1.35394,1.57471,0.77547,0.90486
608,NA,NA,1.28992,1.40939,1.41001,NA,1.35259,1.57318,0.77461,0.90415
609,NA,NA,1.28741,1.40594,1.40649,NA,1.3496,1.56945,0.77265,0.90208
610,NA,NA,1.28411,1.40163,1.40211,NA,1.3458,1.56477,0.77021,0.89947
611,NA,NA,1.28114,1.39767,1.39809,NA,1.34233,1.56049,0.76798,0.89708
612,NA,NA,1.27754,1.39405,1.39448,NA,1.33898,1.5563,0.76573,0.89475
613,NA,NA,1.2739,1.3904,1.39083,NA,1.33559,1.55208,0.76346,0.89239
614,NA,NA,1.27059,1.38711,1.38755,NA,1.33255,1.54826,0.7614,0.89027
615,NA,NA,1.2676,1.38435,1.38475,NA,1.32994,1.54496,0.75949,0.88839
616,NA,NA,1.26475,1.38189,1.38222,NA,1.32756,1.54193,0.75766,0.88661
617,NA,NA,1.26216,1.3797,1.37997,NA,1.32545,1.5392,0.75597,0.88501
618,NA,NA,1.26033,1.37804,1.37822,NA,1.32385,1.53703,0.75454,0.88366
619,NA,NA,1.25977,1.37701,1.37706,NA,1.32291,1.53548,0.75335,0.88251
620,NA,NA,1.25902,1.37579,1.37571,NA,1.32177,1.53371,0.75205,0.88123
621,NA,NA,1.25754,1.37376,1.37354,NA,1.31986,1.53104,0.75031,0.87943
622,NA,NA,1.25533,1.37098,1.37074,NA,1.31717,1.52756,0.74806,0.87702
623,NA,NA,1.25241,1.36743,1.36719,NA,1.31374,1.52323,0.74538,0.8741
624,NA,NA,1.24912,1.36348,1.36323,NA,1.30993,1.51846,0.74248,0.87093
625,NA,NA,1.24433,1.35831,1.35813,NA,1.3049,1.51235,0.73897,0.86697
626,NA,NA,1.2385,1.35243,1.35238,NA,1.29915,1.50547,0.73512,0.86254
627,NA,NA,1.23362,1.3476,1.34769,NA,1.29442,1.49977,0.73184,0.85878
628,NA,NA,1.2299,1.3442,1.34437,NA,1.29103,1.49564,0.72935,0.85598
629,NA,NA,1.22543,1.34067,1.34071,NA,1.28747,1.49133,0.72684,0.85327
630,NA,NA,1.22237,1.33868,1.33859,NA,1.28538,1.48872,0.72518,0.85155
631,NA,NA,1.22154,1.33914,1.33892,NA,1.28564,1.48883,0.72483,0.85137
632,NA,NA,1.22089,1.33968,1.33909,NA,1.28621,1.48912,0.72471,0.85162
633,NA,NA,1.22044,1.34042,1.33944,NA,1.28701,1.48964,0.72473,0.85203
634,NA,NA,1.2201,1.34129,1.33992,NA,1.28792,1.4903,0.7248,0.85251
635,NA,NA,1.22141,1.34318,1.34152,NA,1.28989,1.49223,0.72564,0.85385
636,NA,NA,1.2238,1.34547,1.34365,NA,1.29232,1.49474,0.72689,0.85564
637,NA,NA,1.22519,1.34667,1.34467,NA,1.29369,1.49604,0.72755,0.85673
638,NA,NA,1.22526,1.34634,1.3442,NA,1.29359,1.49562,0.72739,0.85682
639,NA,NA,1.22624,1.34638,1.34438,NA,1.29375,1.49547,0.72747,0.85688
640,NA,NA,1.22706,1.34624,1.34438,NA,1.29374,1.49512,0.72745,0.85683
641,NA,NA,1.22707,1.34523,1.34351,NA,1.29289,1.4938,0.72696,0.85623
642,NA,NA,1.22453,1.34169,1.34008,NA,1.28935,1.48903,0.72437,0.85331
643,NA,NA,1.22033,1.33642,1.33491,NA,1.28408,1.48216,0.72065,0.84911
644,NA,NA,1.2162,1.33122,1.32982,NA,1.27889,1.4754,0.71698,0.84497
645,NA,NA,1.21121,1.32592,1.32454,NA,1.27348,1.46823,0.71286,0.84053
646,NA,NA,1.20518,1.32031,1.31889,NA,1.26766,1.46046,0.70818,0.83567
647,NA,NA,1.19922,1.31479,1.31331,NA,1.26193,1.45278,0.70354,0.83087
648,NA,NA,1.19341,1.30935,1.30784,NA,1.25632,1.44529,0.69903,0.82619
649,NA,NA,1.1872,1.3029,1.30149,NA,1.25006,1.4375,0.69458,0.82145
650,NA,NA,1.1814,1.29691,1.2956,NA,1.24423,1.4302,0.69038,0.81699
