lambda,Sta_01,Sta_02,Sta_03,Sta_04,Sta_05,Sta_06,Sta_07,Sta_08,Sta_09,Sta_10
752,NA,NA,NA,NA,NA,NA,NA,1.16252,NA,NA
753,NA,NA,NA,NA,NA,NA,NA,1.14444,NA,NA
754,NA,NA,NA,NA,NA,NA,NA,1.11374,NA,NA
755,NA,NA,NA,NA,NA,NA,NA,1.069,NA,NA
756,NA,NA,NA,NA,NA,NA,NA,1.01978,NA,NA
757,NA,NA,NA,NA,NA,NA,NA,0.96732,NA,NA
758,NA,NA,NA,NA,NA,NA,NA,0.90559,NA,NA
759,NA,NA,NA,NA,NA,NA,NA,0.85227,NA,NA
760,NA,NA,NA,NA,NA,NA,NA,0.82201,NA,NA
761,NA,NA,NA,NA,NA,NA,NA,0.79941,NA,NA
762,NA,NA,NA,NA,NA,NA,NA,0.78358,NA,NA
763,NA,NA,NA,NA,NA,NA,NA,0.77898,NA,NA
764,NA,NA,NA,NA,NA,NA,NA,0.80005,NA,NA
765,NA,NA,NA,NA,NA,NA,NA,0.84126,NA,NA
766,NA,NA,NA,NA,NA,NA,NA,0.88558,NA,NA
767,NA,NA,NA,NA,NA,NA,NA,0.92711,NA,NA
768,NA,NA,NA,NA,NA,NA,NA,0.97341,NA,NA
769,NA,NA,NA,NA,NA,NA,NA,1.01534,NA,NA
770,NA,NA,NA,NA,NA,NA,NA,1.04594,NA,NA
771,NA,NA,NA,NA,NA,NA,NA,1.072,NA,NA
772,NA,NA,NA,NA,NA,NA,NA,1.09252,NA,NA
773,NA,NA,NA,NA,NA,NA,NA,1.10503,NA,NA
774,NA,NA,NA,NA,NA,NA,NA,1.11462,NA,NA
775,NA,NA,NA,NA,NA,NA,NA,1.12226,NA,NA
776,NA,NA,NA,NA,NA,NA,NA,1.12578,NA,NA
777,NA,NA,NA,NA,NA,NA,NA,1.1258,NA,NA
778,NA,NA,NA,NA,NA,NA,NA,1.12526,NA,NA
779,NA,NA,NA,NA,NA,NA,NA,1.12462,NA,NA
780,NA,NA,NA,NA,NA,NA,NA,1.12352,NA,NA
781,NA,NA,NA,NA,NA,NA,NA,1.12037,NA,NA
782,NA,NA,NA,NA,NA,NA,NA,1.11602,NA,NA
783,NA,NA,NA,NA,NA,NA,NA,1.11134,NA,NA
784,NA,NA,NA,NA,NA,NA,NA,1.10522,NA,NA
785,NA,NA,NA,NA,NA,NA,NA,1.09814,NA,NA
786,NA,NA,NA,NA,NA,NA,NA,1.09114,NA,NA
787,NA,NA,NA,NA,NA,NA,NA,1.08435,NA,NA
788,NA,NA,NA,NA,NA,NA,NA,1.07755,NA,NA
789,NA,NA,NA,NA,NA,NA,NA,1.07117,NA,NA
790,NA,NA,NA,NA,NA,NA,NA,1.06525,NA,NA
791,NA,NA,NA,NA,NA,NA,NA,1.05958,NA,NA
792,NA,NA,NA,NA,NA,NA,NA,1.05449,NA,NA
793,NA,NA,NA,NA,NA,NA,NA,1.05015,NA,NA
794,NA,NA,NA,NA,NA,NA,NA,1.04603,NA,NA
795,NA,NA,NA,NA,NA,NA,NA,1.04229,NA,NA
796,NA,NA,NA,NA,NA,NA,NA,1.03909,NA,NA
797,NA,NA,NA,NA,NA,NA,NA,1.03632,NA,NA
798,NA,NA,NA,NA,NA,NA,NA,1.03402,NA,NA
799,NA,NA,NA,NA,NA,NA,NA,1.03224,NA,NA
800,NA,NA,NA,NA,NA,NA,NA,1.03086,NA,NA
