lambda,Sta_01,Sta_02,Sta_03,Sta_04,Sta_05,Sta_06,Sta_07,Sta_08,Sta_09,Sta_10
397,NA,NA,NA,0.8692,0.87425,0.90415,0.82115,0.83864,0.50495,0.58221
398,NA,NA,NA,0.9298,0.93501,0.96729,0.87841,0.89663,0.53927,0.62266
399,NA,NA,NA,0.9858,0.99114,1.02564,0.93132,0.95017,0.57091,0.66002
400,NA,NA,NA,1.03797,1.04343,1.08005,0.98066,1.00004,0.60033,0.69487
401,NA,NA,NA,1.08855,1.09414,1.13295,1.02864,1.04842,0.62886,0.7288
402,NA,NA,NA,1.12657,1.13223,1.17279,1.06476,1.08472,0.65013,0.75434
403,NA,NA,NA,1.14712,1.15275,1.19444,1.08436,1.10418,0.66132,0.76817
404,NA,NA,NA,1.16181,1.16734,1.2099,1.0985,1.11798,0.66911,0.77765
405,NA,NA,NA,1.1734,1.1788,1.22212,1.10971,1.12878,0.67511,0.78501
406,NA,NA,NA,1.18375,1.18902,1.23305,1.11976,1.13841,0.68041,0.79155
407,NA,NA,NA,1.19238,1.19744,1.24211,1.1281,1.14625,0.68462,0.79691
408,NA,NA,NA,1.20049,1.20528,1.25056,1.1359,1.15349,0.68845,0.8019
409,NA,NA,NA,1.2098,1.21432,1.26026,1.14482,1.16189,0.69297,0.80769
410,NA,NA,NA,1.222,1.22625,1.27297,1.15646,1.17305,0.69911,0.81544
411,NA,NA,NA,1.23511,1.23901,1.28658,1.1688,1.18505,0.70562,0.82391
412,NA,NA,NA,1.24586,1.24942,1.29775,1.17892,1.1948,0.71078,0.83081
413,NA,NA,NA,1.25349,1.25669,1.30566,1.18608,1.20154,0.71416,0.83562
414,NA,NA,NA,1.26013,1.26303,1.31262,1.19239,1.20735,0.71701,0.8398
415,NA,NA,NA,1.26444,1.26706,1.31717,1.19652,1.21093,0.71854,0.84243
416,NA,NA,NA,1.26563,1.26795,1.31847,1.19769,1.21152,0.71831,0.84298
417,NA,NA,NA,1.26595,1.26797,1.3189,1.19806,1.21125,0.71763,0.84286
418,NA,NA,NA,1.266,1.26771,1.31904,1.19819,1.21065,0.71683,0.84246
419,NA,NA,NA,1.26589,1.26729,1.31903,1.19818,1.20991,0.71595,0.84197
420,NA,NA,NA,1.26408,1.26517,1.31723,1.19656,1.20756,0.7141,0.84034
421,NA,NA,NA,1.26037,1.26124,1.31337,1.19325,1.20358,0.71122,0.83757
422,NA,NA,NA,1.25554,1.25619,1.30834,1.18888,1.19854,0.7077,0.83406
423,NA,NA,NA,1.24771,1.24813,1.30019,1.18167,1.19063,0.7025,0.82855
424,NA,NA,NA,1.23587,1.23608,1.28787,1.1706,1.179,0.69506,0.82056
425,NA,NA,NA,1.2232,1.2232,1.27469,1.15873,1.16662,0.68716,0.81207
426,NA,NA,NA,1.21069,1.21048,1.26168,1.14701,1.15439,0.67936,0.80368
427,NA,NA,NA,1.19574,1.19524,1.24607,1.13291,1.13972,0.67017,0.79361
428,NA,NA,NA,1.18438,1.18349,1.23412,1.12211,1.12834,0.66296,0.78585
429,NA,NA,NA,1.18274,1.18145,1.2323,1.12052,1.12622,0.66121,0.78454
430,NA,NA,NA,1.18865,1.18694,1.23833,1.12607,1.13127,0.66367,0.78821
431,NA,NA,NA,1.19879,1.19658,1.24866,1.13559,1.14021,0.66854,0.79451
432,NA,NA,NA,1.21089,1.20819,1.26103,1.14696,1.15102,0.6745,0.80211
433,NA,NA,NA,1.2291,1.22589,1.27977,1.16412,1.16764,0.68387,0.81375
434,NA,NA,NA,1.25379,1.25017,1.30542,1.18748,1.19053,0.69685,0.82975
435,NA,NA,NA,1.27892,1.27495,1.33159,1.2113,1.21389,0.71009,0.84608
436,NA,NA,NA,1.30092,1.2966,1.3545,1.23213,1.23427,0.72158,0.86032
437,NA,NA,NA,1.32247,1.31784,1.37694,1.25258,1.25426,0.73279,0.87429
438,NA,NA,NA,1.34322,1.33832,1.39854,1.27231,1.27352,0.7435,0.88775
439,NA,NA,NA,1.36247,1.35731,1.41858,1.29062,1.29136,0.75338,0.90022
440,NA,NA,NA,1.3799,1.37449,1.43672,1.30721,1.30747,0.76225,0.91148
441,NA,NA,NA,1.39694,1.39122,1.45442,1.32336,1.32308,0.77087,0.92251
442,NA,NA,NA,1.41518,1.40913,1.47336,1.34063,1.33982,0.78015,0.93432
443,NA,NA,NA,1.4356,1.42923,1.49458,1.35998,1.35864,0.79063,0.94758
444,NA,NA,NA,1.45669,1.44995,1.51653,1.37999,1.37809,0.80155,0.96127
445,NA,NA,NA,1.47646,1.46934,1.53714,1.39877,1.39631,0.81179,0.97411
446,NA,NA,NA,1.49441,1.48692,1.55586,1.41582,1.41281,0.82102,0.98575
447,NA,NA,NA,1.51151,1.50365,1.57369,1.4321,1.42852,0.8298,0.99685
448,NA,NA,NA,1.52651,1.5183,1.58936,1.44646,1.4423,0.83747,1.00663
449,NA,NA,NA,1.53881,1.53028,1.60223,1.45827,1.45354,0.84367,1.01465
450,NA,NA,NA,1.55005,1.54119,1.61399,1.46908,1.46377,0.84928,1.02196
451,NA,NA,NA,1.55917,1.55001,1.6236,1.47787,1.47203,0.85363,1.02791
452,NA,NA,NA,1.56479,1.55535,1.62957,1.48334,1.47698,0.85605,1.03156
453,NA,NA,NA,1.56804,1.55834,1.63307,1.48657,1.4797,0.85719,1.03366
454,NA,NA,NA,1.5707,1.56077,1.63593,1.48921,1.48186,0.85798,1.03528
455,NA,NA,NA,1.57383,1.56369,1.63927,1.4923,1.48447,0.85901,1.03718
456,NA,NA,NA,1.57872,1.56836,1.64445,1.49705,1.48874,0.86101,1.04024
457,NA,NA,NA,1.58476,1.57418,1.65081,1.5029,1.49409,0.86364,1.04403
458,NA,NA,NA,1.58993,1.57915,1.65622,1.50794,1.49859,0.86579,1.04715
459,NA,NA,NA,1.59287,1.58191,1.65931,1.51087,1.501,0.86673,1.04881
460,NA,NA,NA,1.59536,1.58421,1.66193,1.51337,1.50297,0.86742,1.05017
461,NA,NA,NA,1.59735,1.58599,1.66404,1.51537,1.50439,0.86779,1.05119
462,NA,NA,NA,1.59826,1.58669,1.66503,1.51634,1.50478,0.86758,1.05149
463,NA,NA,NA,1.59675,1.58499,1.6635,1.51503,1.50291,0.86605,1.05021
464,NA,NA,NA,1.59378,1.58182,1.66039,1.51228,1.4996,0.86369,1.04798
465,NA,NA,NA,1.59083,1.57863,1.65724,1.50952,1.49627,0.8613,1.04576
466,NA,NA,NA,1.58711,1.57469,1.6533,1.50603,1.49223,0.85849,1.04305
467,NA,NA,NA,1.58284,1.5702,1.64879,1.50201,1.48767,0.85539,1.03994
468,NA,NA,NA,1.58069,1.5678,1.64649,1.49993,1.48509,0.85341,1.03812
469,NA,NA,NA,1.58188,1.56871,1.64766,1.50102,1.48565,0.85323,1.03849
470,NA,NA,NA,1.58413,1.57067,1.64994,1.50312,1.48721,0.85363,1.03956
471,NA,NA,NA,1.58695,1.57316,1.65282,1.50573,1.48934,0.85436,1.04096
472,NA,NA,NA,1.59028,1.57615,1.65624,1.50882,1.49196,0.85537,1.04267
473,NA,NA,NA,1.59606,1.58156,1.66221,1.51423,1.49687,0.8577,1.04599
474,NA,NA,NA,1.60291,1.58804,1.66931,1.52068,1.50285,0.86067,1.0501
475,NA,NA,NA,1.60891,1.5937,1.67555,1.52635,1.50809,0.86325,1.05372
476,NA,NA,NA,1.61489,1.59934,1.68176,1.53201,1.51331,0.86582,1.05733
477,NA,NA,NA,1.62058,1.6047,1.68768,1.5374,1.51827,0.86825,1.06078
478,NA,NA,NA,1.62354,1.60742,1.69082,1.54031,1.5208,0.86938,1.06272
479,NA,NA,NA,1.62216,1.60584,1.68945,1.53909,1.51926,0.86817,1.06182
480,NA,NA,NA,1.61641,1.59993,1.68351,1.53373,1.51363,0.86463,1.05806
481,NA,NA,NA,1.60818,1.59154,1.67492,1.52602,1.5056,0.8598,1.05274
482,NA,NA,NA,1.59843,1.58166,1.66474,1.51688,1.49615,0.85419,1.04645
483,NA,NA,NA,1.5833,1.56645,1.64894,1.50262,1.48164,0.84569,1.03663
484,NA,NA,NA,1.56725,1.5503,1.63217,1.48745,1.46623,0.83666,1.02611
485,NA,NA,NA,1.55593,1.5388,1.62031,1.47673,1.45518,0.8301,1.01853
486,NA,NA,NA,1.54717,1.52982,1.6111,1.46843,1.44651,0.8249,1.01261
487,NA,NA,NA,1.54008,1.52251,1.60364,1.46173,1.43941,0.82058,1.00779
488,NA,NA,NA,1.53706,1.51921,1.60042,1.45889,1.43616,0.8184,1.00557
489,NA,NA,NA,1.54064,1.52244,1.60407,1.46232,1.43908,0.81973,1.00767
490,NA,NA,NA,1.54952,1.5309,1.61324,1.47077,1.44694,0.82387,1.01323
491,NA,NA,NA,1.55882,1.53989,1.62291,1.47966,1.45526,0.82829,1.01924
492,NA,NA,NA,1.56498,1.54583,1.62934,1.48559,1.46068,0.83105,1.02327
493,NA,NA,NA,1.57065,1.55128,1.63526,1.49105,1.46564,0.83355,1.02697
494,NA,NA,NA,1.57501,1.55545,1.63981,1.49525,1.46937,0.83533,1.02975
495,NA,NA,NA,1.5765,1.55681,1.64137,1.4967,1.47038,0.83556,1.03053
496,NA,NA,NA,1.57405,1.55428,1.63883,1.49442,1.46773,0.8337,1.02875
497,NA,NA,NA,1.56932,1.54949,1.63391,1.48996,1.46295,0.83063,1.02547
498,NA,NA,NA,1.56481,1.54491,1.62914,1.48563,1.45817,0.82752,1.02204
499,NA,NA,NA,1.55961,1.53964,1.62363,1.48064,1.45275,0.82404,1.01816
500,NA,NA,NA,1.5534,1.53338,1.61709,1.47471,1.4464,0.82004,1.01363
501,NA,NA,NA,1.54919,1.52914,1.61269,1.47066,1.44193,0.81708,1.01046
502,NA,NA,NA,1.54863,1.52854,1.61212,1.47009,1.44088,0.81604,1.0097
503,NA,NA,NA,1.54872,1.52858,1.61225,1.47013,1.44044,0.81535,1.00937
504,NA,NA,NA,1.54901,1.52879,1.61259,1.47039,1.44028,0.81488,1.00927
505,NA,NA,NA,1.5494,1.52906,1.61308,1.47081,1.44044,0.81473,1.0095
506,NA,NA,NA,1.5516,1.53112,1.61546,1.47295,1.44229,0.81554,1.01091
507,NA,NA,NA,1.55437,1.53374,1.61843,1.47564,1.44467,0.81664,1.0127
508,NA,NA,NA,1.5553,1.53446,1.61952,1.47672,1.44554,0.81708,1.01351
509,NA,NA,NA,1.55252,1.53151,1.61676,1.4743,1.44299,0.8156,1.01192
510,NA,NA,NA,1.54635,1.52523,1.61047,1.46867,1.43729,0.81235,1.00814
511,NA,NA,NA,1.53862,1.51736,1.6025,1.46151,1.4301,0.80826,1.00332
512,NA,NA,NA,1.52877,1.50739,1.59228,1.45232,1.42091,0.80305,0.99713
513,NA,NA,NA,1.51407,1.49263,1.57701,1.43853,1.40721,0.79528,0.98777
514,NA,NA,NA,1.49955,1.47805,1.56192,1.42488,1.39366,0.78759,0.97853
515,NA,NA,NA,1.48988,1.46826,1.55179,1.41572,1.38449,0.78234,0.97246
516,NA,NA,NA,1.48159,1.45983,1.5431,1.40787,1.3766,0.77781,0.96729
517,NA,NA,NA,1.47525,1.45332,1.53644,1.40187,1.37052,0.77431,0.96339
518,NA,NA,NA,1.47324,1.45106,1.53423,1.39982,1.36836,0.77297,0.96214
519,NA,NA,NA,1.47633,1.45381,1.53731,1.40258,1.37091,0.7743,0.96418
520,NA,NA,NA,1.48254,1.45964,1.54365,1.40832,1.37637,0.77727,0.96827
521,NA,NA,NA,1.48956,1.46626,1.55078,1.4148,1.38258,0.78065,0.97283
522,NA,NA,NA,1.49649,1.4728,1.55777,1.42119,1.38873,0.78398,0.97728
523,NA,NA,NA,1.50448,1.48038,1.56587,1.42858,1.39584,0.78786,0.98241
524,NA,NA,NA,1.51207,1.48758,1.57356,1.43562,1.4026,0.79154,0.98729
525,NA,NA,NA,1.51792,1.49315,1.57949,1.44111,1.40781,0.79433,0.99107
526,NA,NA,NA,1.52273,1.49768,1.58433,1.4456,1.41203,0.79657,0.99417
527,NA,NA,NA,1.52707,1.50177,1.58869,1.44966,1.41584,0.79857,0.99698
528,NA,NA,NA,1.53133,1.50576,1.59303,1.45366,1.4196,0.80051,0.99972
529,NA,NA,NA,1.53623,1.51038,1.59804,1.45825,1.42395,0.80278,1.00287
530,NA,NA,NA,1.54083,1.51471,1.60275,1.46256,1.42803,0.80489,1.00584
531,NA,NA,NA,1.54352,1.5172,1.60551,1.4651,1.43037,0.80601,1.00759
532,NA,NA,NA,1.5443,1.51784,1.60631,1.46586,1.43096,0.80612,1.00811
533,NA,NA,NA,1.54497,1.51836,1.60699,1.4665,1.43143,0.80617,1.00856
534,NA,NA,NA,1.54546,1.51871,1.60749,1.46698,1.43174,0.80614,1.00889
535,NA,NA,NA,1.54512,1.51827,1.60713,1.46668,1.43116,0.80562,1.00854
536,NA,NA,NA,1.54148,1.51459,1.60334,1.46324,1.42752,0.80337,1.00605
537,NA,NA,NA,1.53647,1.50957,1.59813,1.45851,1.42262,0.80042,1.00266
538,NA,NA,NA,1.53255,1.50559,1.59403,1.45478,1.41866,0.798,0.99993
539,NA,NA,NA,1.52875,1.50172,1.59003,1.45113,1.41477,0.79561,0.99724
540,NA,NA,NA,1.52528,1.49817,1.58639,1.44781,1.41119,0.7934,0.99477
541,NA,NA,NA,1.52366,1.49644,1.58467,1.44625,1.40934,0.79218,0.99353
542,NA,NA,NA,1.52368,1.4963,1.58465,1.44626,1.40904,0.79183,0.99339
543,NA,NA,NA,1.52385,1.49631,1.58478,1.44642,1.40888,0.79157,0.99336
544,NA,NA,NA,1.52418,1.49648,1.58508,1.44672,1.40886,0.79138,0.99342
545,NA,NA,NA,1.52453,1.49668,1.58547,1.44706,1.40909,0.79139,0.99373
546,NA,NA,NA,1.52562,1.49761,1.58664,1.44811,1.41001,0.79179,0.99452
547,NA,NA,NA,1.52677,1.49858,1.58786,1.44921,1.41098,0.79222,0.99535
548,NA,NA,NA,1.52713,1.4988,1.58827,1.4496,1.41129,0.7923,0.99574
549,NA,NA,NA,1.52707,1.49861,1.58826,1.44962,1.41124,0.79221,0.99589
550,NA,NA,NA,1.5269,1.4983,1.58813,1.44953,1.41109,0.79205,0.99597
551,NA,NA,NA,1.52669,1.49797,1.58795,1.44939,1.41089,0.79185,0.99596
552,NA,NA,NA,1.52518,1.49638,1.58641,1.44804,1.40944,0.79092,0.99497
553,NA,NA,NA,1.52167,1.49284,1.5828,1.44479,1.40616,0.78895,0.99268
554,NA,NA,NA,1.51738,1.48852,1.57836,1.44079,1.40214,0.78658,0.98987
555,NA,NA,NA,1.51307,1.48423,1.57389,1.4367,1.39804,0.78406,0.98698
556,NA,NA,NA,1.50749,1.4787,1.56811,1.43141,1.39276,0.78089,0.98326
557,NA,NA,NA,1.5018,1.47305,1.5622,1.426,1.38738,0.77766,0.97946
558,NA,NA,NA,1.49744,1.46872,1.55763,1.42182,1.3832,0.77503,0.97648
559,NA,NA,NA,1.49402,1.46532,1.554,1.41849,1.37984,0.77284,0.97407
560,NA,NA,NA,1.49097,1.46228,1.55076,1.41551,1.37684,0.77084,0.97191
561,NA,NA,NA,1.48827,1.45961,1.54788,1.41285,1.37412,0.76896,0.96986
562,NA,NA,NA,1.48627,1.45768,1.54572,1.41077,1.37198,0.76731,0.96803
563,NA,NA,NA,1.48449,1.45595,1.5438,1.40891,1.37003,0.76578,0.96634
564,NA,NA,NA,1.48243,1.45396,1.54158,1.40678,1.36783,0.7641,0.96446
565,NA,NA,NA,1.47994,1.45157,1.53892,1.40423,1.36508,0.762,0.96209
566,NA,NA,NA,1.47666,1.4484,1.53544,1.40093,1.36159,0.75947,0.95918
567,NA,NA,NA,1.47351,1.44536,1.5321,1.39776,1.35821,0.75702,0.95636
568,NA,NA,NA,1.47129,1.44324,1.52973,1.39549,1.35573,0.75503,0.95419
569,NA,NA,NA,1.46946,1.44152,1.52778,1.39364,1.35364,0.75326,0.95233
570,NA,NA,NA,1.46811,1.44027,1.52633,1.39223,1.35199,0.75172,0.95078
571,NA,NA,NA,1.46731,1.43955,1.52547,1.39138,1.35089,0.75053,0.94964
572,NA,NA,NA,1.46615,1.43843,1.5243,1.3903,1.34962,0.7494,0.94849
573,NA,NA,NA,1.46527,1.43759,1.52342,1.38948,1.3486,0.74841,0.94752
574,NA,NA,NA,1.46529,1.43763,1.52348,1.38951,1.34841,0.74788,0.94713
575,NA,NA,NA,1.46586,1.43805,1.52408,1.39013,1.34876,0.74794,0.94741
576,NA,NA,NA,1.46689,1.43888,1.52515,1.39121,1.34955,0.7483,0.94805
577,NA,NA,NA,1.46813,1.43991,1.52644,1.39247,1.35053,0.74877,0.94884
578,NA,NA,NA,1.4694,1.441,1.52775,1.39378,1.35143,0.74921,0.94965
579,NA,NA,NA,1.4714,1.44281,1.5298,1.39576,1.3529,0.74998,0.95094
580,NA,NA,NA,1.47326,1.4445,1.53171,1.39761,1.35424,0.75069,0.95215
581,NA,NA,NA,1.47405,1.44515,1.53249,1.39843,1.35452,0.75076,0.95258
582,NA,NA,NA,1.47274,1.44399,1.53096,1.39704,1.35219,0.74899,0.95092
583,NA,NA,NA,1.46844,1.4399,1.52634,1.39283,1.34712,0.74571,0.94733
584,NA,NA,NA,1.46279,1.43449,1.52031,1.38734,1.34082,0.74174,0.94287
585,NA,NA,NA,1.45635,1.4284,1.5132,1.38079,1.33316,0.73672,0.93707
586,NA,NA,NA,1.44648,1.41899,1.50246,1.37093,1.32221,0.7298,0.92885
587,NA,NA,NA,1.43637,1.40933,1.49148,1.36083,1.31104,0.72276,0.92049
588,NA,NA,NA,1.42807,1.40141,1.48239,1.35248,1.30171,0.71683,0.91346
589,NA,NA,NA,1.41872,1.39238,1.47225,1.34318,1.2917,0.71067,0.90601
590,NA,NA,NA,1.41212,1.38605,1.46497,1.33648,1.2842,0.70589,0.90032
591,NA,NA,NA,1.412,1.38606,1.46445,1.33596,1.28275,0.70449,0.89893
592,NA,NA,NA,1.41218,1.38611,1.46462,1.33618,1.28295,0.70453,0.8992
593,NA,NA,NA,1.41268,1.38648,1.46514,1.33672,1.28346,0.70473,0.89967
594,NA,NA,NA,1.41341,1.38707,1.46589,1.33747,1.28417,0.70504,0.9003
595,NA,NA,NA,1.41396,1.38732,1.4667,1.33831,1.28553,0.706,0.90158
596,NA,NA,NA,1.41588,1.38884,1.46904,1.34058,1.28849,0.70796,0.90407
597,NA,NA,NA,1.41841,1.39095,1.47201,1.34341,1.29199,0.71023,0.90694
598,NA,NA,NA,1.42057,1.3927,1.47461,1.34591,1.29516,0.71236,0.90965
599,NA,NA,NA,1.42321,1.39491,1.47772,1.34888,1.29875,0.7148,0.91275
600,NA,NA,NA,1.42567,1.39694,1.48065,1.35168,1.30217,0.71714,0.91574
601,NA,NA,NA,1.42712,1.39797,1.48252,1.35352,1.30468,0.71899,0.91809
602,NA,NA,NA,1.42936,1.39989,1.48502,1.35598,1.30736,0.72077,0.92046
603,NA,NA,NA,1.43102,1.40123,1.48691,1.35789,1.3095,0.72225,0.92247
604,NA,NA,NA,1.43093,1.40086,1.48698,1.35814,1.31006,0.72286,0.92335
605,NA,NA,NA,1.42999,1.39966,1.48614,1.3575,1.30947,0.72272,0.92329
606,NA,NA,NA,1.42908,1.39848,1.4853,1.35683,1.30875,0.72245,0.92308
607,NA,NA,NA,1.42801,1.39716,1.48431,1.35602,1.3079,0.7221,0.92278
608,NA,NA,NA,1.42642,1.39532,1.48274,1.35468,1.30646,0.72139,0.92203
609,NA,NA,NA,1.42312,1.39178,1.47931,1.3516,1.3032,0.71956,0.91992
610,NA,NA,NA,1.41895,1.3874,1.47497,1.34771,1.29916,0.71729,0.91726
611,NA,NA,NA,1.41514,1.38337,1.47101,1.34415,1.29544,0.71521,0.91483
612,NA,NA,NA,1.41156,1.37964,1.46721,1.34078,1.29183,0.71306,0.91235
613,NA,NA,NA,1.40793,1.37587,1.46337,1.33736,1.28819,0.7109,0.90984
614,NA,NA,NA,1.40468,1.37246,1.45991,1.33431,1.28489,0.70892,0.90758
615,NA,NA,NA,1.40195,1.36961,1.45699,1.33172,1.28203,0.70719,0.9056
616,NA,NA,NA,1.39952,1.36707,1.45437,1.3294,1.27941,0.70558,0.90377
617,NA,NA,NA,1.39736,1.3648,1.45203,1.32733,1.27704,0.70411,0.90212
618,NA,NA,NA,1.39573,1.36308,1.45023,1.32577,1.27511,0.70286,0.90077
619,NA,NA,NA,1.39473,1.36204,1.44908,1.32479,1.27369,0.70184,0.89973
620,NA,NA,NA,1.39353,1.36081,1.44772,1.32361,1.27207,0.70072,0.89856
621,NA,NA,NA,1.39151,1.35878,1.44551,1.32166,1.26972,0.69919,0.89686
622,NA,NA,NA,1.38869,1.35599,1.44253,1.31887,1.26657,0.69706,0.89441
623,NA,NA,NA,1.38508,1.35244,1.43874,1.31534,1.26271,0.69452,0.89143
624,NA,NA,NA,1.38106,1.34849,1.43453,1.31141,1.25848,0.69177,0.88819
625,NA,NA,NA,1.37587,1.34338,1.4291,1.30633,1.25314,0.68842,0.88413
626,NA,NA,NA,1.37002,1.3376,1.42296,1.30056,1.24715,0.68472,0.87959
627,NA,NA,NA,1.36523,1.33287,1.41794,1.29581,1.24213,0.68156,0.87573
628,NA,NA,NA,1.36187,1.32952,1.41439,1.29245,1.23844,0.67915,0.87285
629,NA,NA,NA,1.3583,1.32597,1.41061,1.28904,1.23467,0.67685,0.87012
630,NA,NA,NA,1.35629,1.32394,1.40845,1.28711,1.23232,0.67532,0.86838
631,NA,NA,NA,1.35676,1.32432,1.40886,1.28753,1.23222,0.67502,0.86822
632,NA,NA,NA,1.35721,1.3246,1.40932,1.28812,1.23235,0.67501,0.86856
633,NA,NA,NA,1.35786,1.32507,1.40999,1.28891,1.23268,0.67514,0.86907
634,NA,NA,NA,1.35863,1.32565,1.41078,1.28981,1.23312,0.67532,0.86966
635,NA,NA,NA,1.3605,1.32732,1.41273,1.2918,1.23456,0.67612,0.87105
636,NA,NA,NA,1.36283,1.32944,1.41518,1.29425,1.23643,0.67721,0.87283
637,NA,NA,NA,1.36404,1.33049,1.41648,1.29565,1.23728,0.67775,0.8739
638,NA,NA,NA,1.36372,1.33005,1.41617,1.29558,1.23672,0.6775,0.87394
639,NA,NA,NA,1.36381,1.33015,1.41623,1.29575,1.23626,0.67725,0.87386
640,NA,NA,NA,1.36372,1.33008,1.41611,1.29576,1.23564,0.67692,0.87367
641,NA,NA,NA,1.36274,1.32914,1.41507,1.29492,1.23421,0.67614,0.87291
642,NA,NA,NA,1.3593,1.32579,1.41126,1.29147,1.23003,0.67362,0.86995
643,NA,NA,NA,1.35412,1.32075,1.40558,1.2863,1.22415,0.6701,0.86573
644,NA,NA,NA,1.34903,1.31578,1.39999,1.28121,1.21835,0.66663,0.86157
645,NA,NA,NA,1.34374,1.31066,1.39419,1.27591,1.21231,0.66287,0.85714
646,NA,NA,NA,1.33807,1.30519,1.38797,1.27023,1.20587,0.65871,0.85233
647,NA,NA,NA,1.33247,1.2998,1.38184,1.26463,1.1995,0.6546,0.84757
648,NA,NA,NA,1.32696,1.2945,1.37582,1.25914,1.19327,0.65059,0.84293
649,NA,NA,NA,1.32036,1.28812,1.3689,1.25281,1.1866,0.64654,0.83814
650,NA,NA,NA,1.31422,1.28218,1.36246,1.24692,1.18034,0.64272,0.83364
