wl [nm]	refractive_index 	+/- error 
578.0	   1.3341245844	   0.0000300000
580.0	   1.3340593807	   0.0000300000
582.0	   1.3339947340	   0.0000300000
584.0	   1.3339306362	   0.0000300000
586.0	   1.3338670790	   0.0000300000
588.0	   1.3338040547	   0.0000300000
590.0	   1.3337415553	   0.0000300000
592.0	   1.3336795734	   0.0000300000
594.0	   1.3336181014	   0.0000300000
596.0	   1.3335571320	   0.0000300000
598.0	   1.3334966580	   0.0000300000
600.0	   1.3334366725	   0.0000300000
602.0	   1.3333771686	   0.0000300000
604.0	   1.3333181394	   0.0000300000
606.0	   1.3332595783	   0.0000300000
608.0	   1.3332014789	   0.0000300000
610.0	   1.3331438347	   0.0000300000
612.0	   1.3330866395	   0.0000300000
614.0	   1.3330298872	   0.0000300000
616.0	   1.3329735718	   0.0000300000
618.0	   1.3329176873	   0.0000300000
620.0	   1.3328622279	   0.0000300000
622.0	   1.3328071879	   0.0000300000
624.0	   1.3327525618	   0.0000300000
626.0	   1.3326983441	   0.0000300000
628.0	   1.3326445294	   0.0000300000
630.0	   1.3325911123	   0.0000300000
632.0	   1.3325380879	   0.0000300000
634.0	   1.3324854508	   0.0000300000
636.0	   1.3324331962	   0.0000300000
638.0	   1.3323813191	   0.0000300000
640.0	   1.3323298147	   0.0000300000
642.0	   1.3322786783	   0.0000300000
644.0	   1.3322279052	   0.0000300000
646.0	   1.3321774909	   0.0000300000
648.0	   1.3321274308	   0.0000300000
650.0	   1.3320777206	   0.0000300000
652.0	   1.3320283559	   0.0000300000
654.0	   1.3319793324	   0.0000300000
656.0	   1.3319306461	   0.0000300000
658.0	   1.3318822927	   0.0000300000
660.0	   1.3318342682	   0.0000300000
662.0	   1.3317865687	   0.0000300000
664.0	   1.3317391903	   0.0000300000
666.0	   1.3316921290	   0.0000300000
668.0	   1.3316453812	   0.0000300000
670.0	   1.3315989432	   0.0000300000
672.0	   1.3315528112	   0.0000300000
674.0	   1.3315069818	   0.0000300000
676.0	   1.3314614513	   0.0000300000
678.0	   1.3314162163	   0.0000300000
680.0	   1.3313712735	   0.0000300000
682.0	   1.3313266194	   0.0000300000
684.0	   1.3312822507	   0.0000300000
686.0	   1.3312381643	   0.0000300000
688.0	   1.3311943568	   0.0000300000
690.0	   1.3311508252	   0.0000300000
692.0	   1.3311075664	   0.0000300000
694.0	   1.3310645773	   0.0000300000
696.0	   1.3310218550	   0.0000300000
698.0	   1.3309793965	   0.0000300000
700.0	   1.3309371988	   0.0005000000
702.0	   1.3308952592	   0.0005000000
704.0	   1.3308535749	   0.0005000000
706.0	   1.3308121430	   0.0005000000
708.0	   1.3307709608	   0.0005000000
710.0	   1.3307300258	   0.0005000000
712.0	   1.3306893351	   0.0005000000
714.0	   1.3306488863	   0.0005000000
716.0	   1.3306086768	   0.0005000000
718.0	   1.3305687040	   0.0005000000
720.0	   1.3305289656	   0.0005000000
722.0	   1.3304894589	   0.0005000000
724.0	   1.3304501817	   0.0005000000
726.0	   1.3304111315	   0.0005000000
728.0	   1.3303723061	   0.0005000000
730.0	   1.3303337031	   0.0005000000
732.0	   1.3302953202	   0.0005000000
734.0	   1.3302571553	   0.0005000000
736.0	   1.3302192061	   0.0005000000
738.0	   1.3301814704	   0.0005000000
740.0	   1.3301439462	   0.0005000000
742.0	   1.3301066313	   0.0005000000
744.0	   1.3300695236	   0.0005000000
746.0	   1.3300326212	   0.0005000000
748.0	   1.3299959219	   0.0005000000
750.0	   1.3299594238	   0.0005000000
752.0	   1.3299231250	   0.0005000000
754.0	   1.3298870235	   0.0005000000
756.0	   1.3298511174	   0.0005000000
758.0	   1.3298154048	   0.0005000000
760.0	   1.3297798839	   0.0005000000
762.0	   1.3297445528	   0.0005000000
764.0	   1.3297094099	   0.0005000000
766.0	   1.3296744532	   0.0005000000
768.0	   1.3296396810	   0.0005000000
770.0	   1.3296050917	   0.0005000000
772.0	   1.3295706834	   0.0005000000
774.0	   1.3295364546	   0.0005000000
776.0	   1.3295024036	   0.0005000000
778.0	   1.3294685287	   0.0005000000
780.0	   1.3294348284	   0.0005000000
782.0	   1.3294013010	   0.0005000000
784.0	   1.3293679449	   0.0005000000
786.0	   1.3293347587	   0.0005000000
788.0	   1.3293017408	   0.0005000000
790.0	   1.3292688897	   0.0005000000
792.0	   1.3292362039	   0.0005000000
794.0	   1.3292036819	   0.0005000000
796.0	   1.3291713223	   0.0005000000
798.0	   1.3291391237	   0.0005000000
800.0	   1.3291070846	   0.0005000000
802.0	   1.3290770846	   0.0005000000
804.0	   1.3290490846	   0.0005000000
806.0	   1.3290200846	   0.0005000000
808.0	   1.3289920846	   0.0005000000
810.0	   1.3289650846	   0.0005000000
812.0	   1.3289370846	   0.0005000000
814.0	   1.3289100846	   0.0005000000
816.0	   1.3288820846	   0.0005000000
818.0	   1.3288550846	   0.0005000000
820.0	   1.3288280846	   0.0005000000
822.0	   1.3288010846	   0.0005000000
824.0	   1.3287750846	   0.0005000000
826.0	   1.3287480846	   0.0005000000
828.0	   1.3287220846	   0.0005000000
830.0	   1.3286950846	   0.0005000000
832.0	   1.3286690846	   0.0005000000
834.0	   1.3286430846	   0.0005000000
836.0	   1.3286170846	   0.0005000000
838.0	   1.3285910846	   0.0005000000
840.0	   1.3285650846	   0.0005000000
842.0	   1.3285390846	   0.0005000000
844.0	   1.3285130846	   0.0005000000
846.0	   1.3284880846	   0.0005000000
848.0	   1.3284620846	   0.0005000000
850.0	   1.3284370846	   0.0005000000
852.0	   1.3284120846	   0.0005000000
854.0	   1.3283870846	   0.0005000000
856.0	   1.3283620846	   0.0005000000
858.0	   1.3283370846	   0.0005000000
860.0	   1.3283120846	   0.0005000000
862.0	   1.3282870846	   0.0005000000
864.0	   1.3282620846	   0.0005000000
866.0	   1.3282370846	   0.0005000000
868.0	   1.3282130846	   0.0005000000
870.0	   1.3281880846	   0.0005000000
872.0	   1.3281640846	   0.0005000000
874.0	   1.3281400846	   0.0005000000
876.0	   1.3281150846	   0.0005000000
878.0	   1.3280910846	   0.0005000000
880.0	   1.3280670846	   0.0005000000
882.0	   1.3280430846	   0.0005000000
884.0	   1.3280190846	   0.0005000000
886.0	   1.3279950846	   0.0005000000
888.0	   1.3279710846	   0.0005000000
890.0	   1.3279480846	   0.0005000000
892.0	   1.3279240846	   0.0005000000
894.0	   1.3279000846	   0.0005000000
896.0	   1.3278770846	   0.0005000000
898.0	   1.3278530846	   0.0005000000
900.0	   1.3278300846	   0.0005000000
902.0	   1.3278060846	   0.0005000000
904.0	   1.3277830846	   0.0005000000
906.0	   1.3277600846	   0.0005000000
908.0	   1.3277370846	   0.0005000000
910.0	   1.3277130846	   0.0005000000
912.0	   1.3276900846	   0.0005000000
914.0	   1.3276670846	   0.0005000000
916.0	   1.3276440846	   0.0005000000
918.0	   1.3276220846	   0.0005000000
920.0	   1.3275990846	   0.0005000000
922.0	   1.3275760846	   0.0005000000
924.0	   1.3275530846	   0.0005000000
926.0	   1.3275300846	   0.0005000000
928.0	   1.3275080846	   0.0005000000
930.0	   1.3274850846	   0.0005000000
932.0	   1.3274630846	   0.0005000000
934.0	   1.3274400846	   0.0005000000
936.0	   1.3274180846	   0.0005000000
938.0	   1.3273960846	   0.0005000000
940.0	   1.3273730846	   0.0005000000
942.0	   1.3273510846	   0.0005000000
944.0	   1.3273290846	   0.0005000000
946.0	   1.3273070846	   0.0005000000
948.0	   1.3272850846	   0.0005000000
950.0	   1.3272620846	   0.0005000000
952.0	   1.3272400846	   0.0005000000
954.0	   1.3272180846	   0.0005000000
956.0	   1.3271960846	   0.0005000000
958.0	   1.3271750846	   0.0005000000
960.0	   1.3271530846	   0.0005000000
962.0	   1.3271310846	   0.0005000000
964.0	   1.3271090846	   0.0005000000
966.0	   1.3270870846	   0.0005000000
968.0	   1.3270660846	   0.0005000000
970.0	   1.3270440846	   0.0005000000
972.0	   1.3270220846	   0.0005000000
974.0	   1.3270010846	   0.0005000000
976.0	   1.3269790846	   0.0005000000
978.0	   1.3269570846	   0.0005000000
980.0	   1.3269360846	   0.0005000000
982.0	   1.3269140846	   0.0005000000
984.0	   1.3268930846	   0.0005000000
986.0	   1.3268710846	   0.0005000000
988.0	   1.3268500846	   0.0005000000
990.0	   1.3268280846	   0.0005000000
992.0	   1.3268070846	   0.0005000000
994.0	   1.3267850846	   0.0005000000
996.0	   1.3267640846	   0.0005000000
998.0	   1.3267420846	   0.0005000000
1000.0	   1.3267210846	   0.0005000000
1002.0	   1.3267000846	   0.0005000000
1004.0	   1.3266780846	   0.0005000000
1006.0	   1.3266570846	   0.0005000000
1008.0	   1.3266360846	   0.0005000000
1010.0	   1.3266140846	   0.0005000000
1012.0	   1.3265930846	   0.0005000000
1014.0	   1.3265720846	   0.0005000000
1016.0	   1.3265510846	   0.0005000000
1018.0	   1.3265300846	   0.0005000000
1020.0	   1.3265090846	   0.0005000000
1022.0	   1.3264880846	   0.0005000000
1024.0	   1.3264670846	   0.0005000000
1026.0	   1.3264450846	   0.0005000000
1028.0	   1.3264240846	   0.0005000000
1030.0	   1.3264030846	   0.0005000000
1032.0	   1.3263820846	   0.0005000000
1034.0	   1.3263610846	   0.0005000000
1036.0	   1.3263400846	   0.0005000000
1038.0	   1.3263190846	   0.0005000000
1040.0	   1.3262980846	   0.0005000000
1042.0	   1.3262770846	   0.0005000000
1044.0	   1.3262560846	   0.0005000000
1046.0	   1.3262350846	   0.0005000000
1048.0	   1.3262140846	   0.0005000000
1050.0	   1.3261930846	   0.0005000000
1052.0	   1.3261720846	   0.0005000000
1054.0	   1.3261510846	   0.0005000000
1056.0	   1.3261300846	   0.0005000000
1058.0	   1.3261090846	   0.0005000000
1060.0	   1.3260880846	   0.0005000000
1062.0	   1.3260670846	   0.0005000000
1064.0	   1.3260450846	   0.0005000000
1066.0	   1.3260240846	   0.0005000000
1068.0	   1.3260030846	   0.0005000000
1070.0	   1.3259820846	   0.0005000000
1072.0	   1.3259610846	   0.0005000000
1074.0	   1.3259400846	   0.0005000000
1076.0	   1.3259190846	   0.0005000000
1078.0	   1.3258980846	   0.0005000000
1080.0	   1.3258770846	   0.0005000000
1082.0	   1.3258560846	   0.0005000000
1084.0	   1.3258350846	   0.0005000000
1086.0	   1.3258140846	   0.0005000000
1088.0	   1.3257930846	   0.0005000000
1090.0	   1.3257720846	   0.0005000000
1092.0	   1.3257510846	   0.0005000000
1094.0	   1.3257300846	   0.0005000000
1096.0	   1.3257090846	   0.0005000000
1098.0	   1.3256880846	   0.0005000000
1100.0	   1.3256670846	   0.0005000000
1102.0	   1.3256460846	   0.0005000000
1104.0	   1.3256250846	   0.0005000000
1106.0	   1.3256040846	   0.0005000000
1108.0	   1.3255830846	   0.0005000000
1110.0	   1.3255620846	   0.0005000000
1112.0	   1.3255410846	   0.0005000000
1114.0	   1.3255200846	   0.0005000000
1116.0	   1.3254990846	   0.0005000000
1118.0	   1.3254780846	   0.0005000000
1120.0	   1.3254570846	   0.0005000000
1122.0	   1.3254360846	   0.0005000000
1124.0	   1.3254150846	   0.0005000000
1126.0	   1.3253940846	   0.0005000000
1128.0	   1.3253730846	   0.0005000000
1130.0	   1.3253520846	   0.0005000000
1132.0	   1.3253310846	   0.0005000000
1134.0	   1.3253100846	   0.0005000000
1136.0	   1.3252880846	   0.0005000000
1138.0	   1.3252670846	   0.0005000000
1140.0	   1.3252460846	   0.0005000000
1142.0	   1.3252250846	   0.0005000000
1144.0	   1.3252040846	   0.0005000000
1146.0	   1.3251830846	   0.0005000000
1148.0	   1.3251620846	   0.0005000000
1150.0	   1.3251410846	   0.0005000000
1152.0	   1.3251200846	   0.0005000000
1154.0	   1.3250990846	   0.0005000000
1156.0	   1.3250770846	   0.0005000000
1158.0	   1.3250560846	   0.0005000000
1160.0	   1.3250350846	   0.0005000000
1162.0	   1.3250140846	   0.0005000000
1164.0	   1.3249930846	   0.0005000000
1166.0	   1.3249720846	   0.0005000000
1168.0	   1.3249510846	   0.0005000000
1170.0	   1.3249300846	   0.0005000000
1172.0	   1.3249090846	   0.0005000000
1174.0	   1.3248880846	   0.0005000000
1176.0	   1.3248660846	   0.0005000000
1178.0	   1.3248450846	   0.0005000000
1180.0	   1.3248240846	   0.0005000000
1182.0	   1.3248030846	   0.0005000000
1184.0	   1.3247820846	   0.0005000000
1186.0	   1.3247600846	   0.0005000000
1188.0	   1.3247390846	   0.0005000000
1190.0	   1.3247180846	   0.0005000000
1192.0	   1.3246970846	   0.0005000000
1194.0	   1.3246750846	   0.0005000000
1196.0	   1.3246540846	   0.0005000000
1198.0	   1.3246330846	   0.0005000000
1200.0	   1.3246110846	   0.0005000000
1202.0	   1.3245900846	   0.0005000000
1204.0	   1.3245680846	   0.0005000000
1206.0	   1.3245470846	   0.0005000000
1208.0	   1.3245250846	   0.0005000000
1210.0	   1.3245040846	   0.0005000000
1212.0	   1.3244830846	   0.0005000000
1214.0	   1.3244610846	   0.0005000000
1216.0	   1.3244400846	   0.0005000000
1218.0	   1.3244180846	   0.0005000000
1220.0	   1.3243970846	   0.0005000000
1222.0	   1.3243750846	   0.0005000000
1224.0	   1.3243530846	   0.0005000000
1226.0	   1.3243310846	   0.0005000000
1228.0	   1.3243100846	   0.0005000000
1230.0	   1.3242880846	   0.0005000000
1232.0	   1.3242660846	   0.0005000000
1234.0	   1.3242440846	   0.0005000000
1236.0	   1.3242230846	   0.0005000000
1238.0	   1.3242010846	   0.0005000000
1240.0	   1.3241790846	   0.0005000000
1242.0	   1.3241570846	   0.0005000000
1244.0	   1.3241350846	   0.0005000000
1246.0	   1.3241130846	   0.0005000000
1248.0	   1.3240910846	   0.0005000000
1250.0	   1.3240690846	   0.0005000000
1252.0	   1.3240470846	   0.0005000000
1254.0	   1.3240240846	   0.0005000000
1256.0	   1.3240020846	   0.0005000000
1258.0	   1.3239800846	   0.0005000000
1260.0	   1.3239570846	   0.0005000000
1262.0	   1.3239350846	   0.0005000000
1264.0	   1.3239120846	   0.0005000000
1266.0	   1.3238900846	   0.0005000000
1268.0	   1.3238670846	   0.0005000000
1270.0	   1.3238450846	   0.0005000000
1272.0	   1.3238220846	   0.0005000000
1274.0	   1.3237990846	   0.0005000000
1276.0	   1.3237770846	   0.0005000000
1278.0	   1.3237540846	   0.0005000000
1280.0	   1.3237320846	   0.0005000000
1282.0	   1.3237080846	   0.0005000000
1284.0	   1.3236850846	   0.0005000000
1286.0	   1.3236630846	   0.0005000000
1288.0	   1.3236400846	   0.0005000000
1290.0	   1.3236170846	   0.0005000000
1292.0	   1.3235940846	   0.0005000000
1294.0	   1.3235700846	   0.0005000000
1296.0	   1.3235470846	   0.0005000000
1298.0	   1.3235240846	   0.0005000000
1300.0	   1.3235010846	   0.0005000000
1302.0	   1.3234780846	   0.0005000000
1304.0	   1.3234540846	   0.0005000000
1306.0	   1.3234310846	   0.0005000000
1308.0	   1.3234080846	   0.0005000000
1310.0	   1.3233840846	   0.0005000000
1312.0	   1.3233610846	   0.0005000000
1314.0	   1.3233370846	   0.0005000000
1316.0	   1.3233130846	   0.0005000000
1318.0	   1.3232900846	   0.0005000000
1320.0	   1.3232660846	   0.0005000000
1322.0	   1.3232420846	   0.0005000000
1324.0	   1.3232180846	   0.0005000000
1326.0	   1.3231940846	   0.0005000000
1328.0	   1.3231700846	   0.0005000000
1330.0	   1.3231460846	   0.0005000000
1332.0	   1.3231220846	   0.0005000000
1334.0	   1.3230970846	   0.0005000000
1336.0	   1.3230730846	   0.0005000000
1338.0	   1.3230490846	   0.0005000000
1340.0	   1.3230250846	   0.0005000000
1342.0	   1.3230000846	   0.0005000000
1344.0	   1.3229750846	   0.0005000000
1346.0	   1.3229500846	   0.0005000000
1348.0	   1.3229260846	   0.0005000000
1350.0	   1.3229020846	   0.0005000000
1352.0	   1.3228770846	   0.0005000000
1354.0	   1.3228510846	   0.0005000000
1356.0	   1.3228260846	   0.0005000000
1358.0	   1.3228020846	   0.0005000000
1360.0	   1.3227770846	   0.0005000000
1362.0	   1.3227510846	   0.0005000000
1364.0	   1.3227260846	   0.0005000000
1366.0	   1.3227010846	   0.0005000000
1368.0	   1.3226760846	   0.0005000000
1370.0	   1.3226510846	   0.0005000000
1372.0	   1.3226270846	   0.0005000000
1374.0	   1.3226020846	   0.0005000000
1376.0	   1.3225780846	   0.0005000000
1378.0	   1.3225530846	   0.0005000000
1380.0	   1.3225280846	   0.0005000000
1382.0	   1.3225040846	   0.0005000000
1384.0	   1.3224810846	   0.0005000000
1386.0	   1.3224570846	   0.0005000000
1388.0	   1.3224320846	   0.0005000000
1390.0	   1.3224080846	   0.0005000000
1392.0	   1.3223850846	   0.0005000000
1394.0	   1.3223630846	   0.0005000000
1396.0	   1.3223390846	   0.0005000000
1398.0	   1.3223150846	   0.0005000000
1400.0	   1.3222920846	   0.0005000000
1402.0	   1.3222710846	   0.0005000000
1404.0	   1.3222500846	   0.0005000000
1406.0	   1.3222270846	   0.0005000000
1408.0	   1.3222040846	   0.0005000000
1410.0	   1.3221820846	   0.0005000000
1412.0	   1.3221620846	   0.0005000000
1414.0	   1.3221420846	   0.0005000000
1416.0	   1.3221190846	   0.0005000000
1418.0	   1.3220970846	   0.0005000000
1420.0	   1.3220750846	   0.0005000000
1422.0	   1.3220550846	   0.0005000000
1424.0	   1.3220350846	   0.0005000000
1426.0	   1.3220150846	   0.0005000000
1428.0	   1.3219940846	   0.0005000000
1430.0	   1.3219730846	   0.0005000000
1432.0	   1.3219530846	   0.0005000000
1434.0	   1.3219340846	   0.0005000000
1436.0	   1.3219140846	   0.0005000000
1438.0	   1.3218940846	   0.0005000000
1440.0	   1.3218740846	   0.0005000000
1442.0	   1.3218540846	   0.0005000000
1444.0	   1.3218340846	   0.0005000000
1446.0	   1.3218140846	   0.0005000000
1448.0	   1.3217950846	   0.0005000000
1450.0	   1.3217760846	   0.0005000000
1452.0	   1.3217550846	   0.0005000000
1454.0	   1.3217340846	   0.0005000000
1456.0	   1.3217140846	   0.0005000000
1458.0	   1.3216950846	   0.0005000000
1460.0	   1.3216750846	   0.0005000000
1462.0	   1.3216540846	   0.0005000000
1464.0	   1.3216320846	   0.0005000000
1466.0	   1.3216110846	   0.0005000000
1468.0	   1.3215910846	   0.0005000000
1470.0	   1.3215710846	   0.0005000000
1472.0	   1.3215480846	   0.0005000000
1474.0	   1.3215250846	   0.0005000000
1476.0	   1.3215030846	   0.0005000000
1478.0	   1.3214820846	   0.0005000000
1480.0	   1.3214610846	   0.0005000000
1482.0	   1.3214370846	   0.0005000000
1484.0	   1.3214130846	   0.0005000000
1486.0	   1.3213910846	   0.0005000000
1488.0	   1.3213690846	   0.0005000000
1490.0	   1.3213460846	   0.0005000000
1492.0	   1.3213210846	   0.0005000000
1494.0	   1.3212950846	   0.0005000000
1496.0	   1.3212720846	   0.0005000000
1498.0	   1.3212490846	   0.0005000000
1500.0	   1.3212250846	   0.0005000000
1502.0	   1.3211990846	   0.0005000000
1504.0	   1.3211730846	   0.0005000000
1506.0	   1.3211490846	   0.0005000000
1508.0	   1.3211250846	   0.0005000000
1510.0	   1.3211000846	   0.0005000000
1512.0	   1.3210730846	   0.0005000000
1514.0	   1.3210470846	   0.0005000000
1516.0	   1.3210210846	   0.0005000000
1518.0	   1.3209960846	   0.0005000000
1520.0	   1.3209700846	   0.0005000000
1522.0	   1.3209430846	   0.0005000000
1524.0	   1.3209160846	   0.0005000000
1526.0	   1.3208900846	   0.0005000000
1528.0	   1.3208640846	   0.0005000000
1530.0	   1.3208370846	   0.0005000000
1532.0	   1.3208090846	   0.0005000000
1534.0	   1.3207810846	   0.0005000000
1536.0	   1.3207540846	   0.0005000000
1538.0	   1.3207280846	   0.0005000000
1540.0	   1.3207000846	   0.0005000000
1542.0	   1.3206720846	   0.0005000000
1544.0	   1.3206440846	   0.0005000000
1546.0	   1.3206170846	   0.0005000000
1548.0	   1.3205890846	   0.0005000000
1550.0	   1.3205620846	   0.0005000000
1552.0	   1.3205330846	   0.0005000000
1554.0	   1.3205050846	   0.0005000000
1556.0	   1.3204770846	   0.0005000000
1558.0	   1.3204490846	   0.0005000000
1560.0	   1.3204210846	   0.0005000000
1562.0	   1.3203930846	   0.0005000000
1564.0	   1.3203640846	   0.0005000000
1566.0	   1.3203360846	   0.0005000000
1568.0	   1.3203080846	   0.0005000000
1570.0	   1.3202790846	   0.0005000000
1572.0	   1.3202500846	   0.0005000000
1574.0	   1.3202210846	   0.0005000000
1576.0	   1.3201920846	   0.0005000000
1578.0	   1.3201630846	   0.0005000000
1580.0	   1.3201350846	   0.0005000000
1582.0	   1.3201060846	   0.0005000000
1584.0	   1.3200760846	   0.0005000000
1586.0	   1.3200470846	   0.0005000000
1588.0	   1.3200180846	   0.0005000000
1590.0	   1.3199890846	   0.0005000000
1592.0	   1.3199590846	   0.0005000000
1594.0	   1.3199290846	   0.0005000000
1596.0	   1.3199000846	   0.0005000000
1598.0	   1.3198700846	   0.0005000000
1600.0	   1.3198410846	   0.0005000000
1602.0	   1.3198110846	   0.0005000000
1604.0	   1.3197810846	   0.0005000000
1606.0	   1.3197520846	   0.0005000000
1608.0	   1.3197220846	   0.0005000000
1610.0	   1.3196930846	   0.0005000000
1612.0	   1.3196630846	   0.0005000000
1614.0	   1.3196330846	   0.0005000000
1616.0	   1.3196040846	   0.0005000000
1618.0	   1.3195740846	   0.0005000000
1620.0	   1.3195440846	   0.0005000000
1622.0	   1.3195140846	   0.0005000000
1624.0	   1.3194830846	   0.0005000000
1626.0	   1.3194530846	   0.0005000000
1628.0	   1.3194220846	   0.0005000000
1630.0	   1.3193910846	   0.0005000000
1632.0	   1.3193600846	   0.0005000000
1634.0	   1.3193300846	   0.0005000000
1636.0	   1.3192990846	   0.0005000000
1638.0	   1.3192680846	   0.0005000000
1640.0	   1.3192370846	   0.0005000000
1642.0	   1.3192060846	   0.0005000000
1644.0	   1.3191750846	   0.0005000000
1646.0	   1.3191440846	   0.0005000000
1648.0	   1.3191140846	   0.0005000000
1650.0	   1.3190820846	   0.0005000000
1652.0	   1.3190510846	   0.0005000000
1654.0	   1.3190180846	   0.0005000000
1656.0	   1.3189870846	   0.0005000000
1658.0	   1.3189580846	   0.0005000000
1660.0	   1.3189280846	   0.0005000000
1662.0	   1.3188950846	   0.0005000000
1664.0	   1.3188630846	   0.0005000000
1666.0	   1.3188370846	   0.0005000000
1668.0	   1.3187930846	   0.0005000000
1670.0	   1.3187500846	   0.0005000000
1672.0	   1.3187070846	   0.0005000000
1674.0	   1.3186630846	   0.0005000000
1676.0	   1.3186190846	   0.0005000000
1678.0	   1.3185750846	   0.0005000000
1680.0	   1.3185310846	   0.0005000000
1682.0	   1.3184860846	   0.0005000000
1684.0	   1.3184410846	   0.0005000000
1686.0	   1.3183970846	   0.0005000000
1688.0	   1.3183510846	   0.0005000000
1690.0	   1.3183060846	   0.0005000000
1692.0	   1.3182600846	   0.0005000000
1694.0	   1.3182140846	   0.0005000000
1696.0	   1.3181680846	   0.0005000000
1698.0	   1.3181220846	   0.0005000000
1700.0	   1.3180750846	   0.0005000000
1702.0	   1.3180280846	   0.0005000000
1704.0	   1.3179810846	   0.0005000000
