wl [nm]	refractive_index 	+/- error 
at T=15.0 degC, S=34.0 PSU, depol.ratio=0.039, Theta=90.0 deg
1684.0	   1.3245691447	   0.0005000000
1686.0	   1.3245251447	   0.0005000000
1688.0	   1.3244791447	   0.0005000000
1690.0	   1.3244341447	   0.0005000000
1692.0	   1.3243881447	   0.0005000000
1694.0	   1.3243421447	   0.0005000000
1696.0	   1.3242961447	   0.0005000000
1698.0	   1.3242501447	   0.0005000000
1700.0	   1.3242031447	   0.0005000000
1702.0	   1.3241561447	   0.0005000000
1704.0	   1.3241091447	   0.0005000000
1706.0	   1.3240621447	   0.0005000000
1708.0	   1.3240141447	   0.0005000000
1710.0	   1.3239661447	   0.0005000000
1712.0	   1.3239181447	   0.0005000000
1714.0	   1.3238701447	   0.0005000000
1716.0	   1.3238221447	   0.0005000000
1718.0	   1.3237731447	   0.0005000000
1720.0	   1.3237241447	   0.0005000000
1722.0	   1.3236751447	   0.0005000000
1724.0	   1.3236251447	   0.0005000000
1726.0	   1.3235761447	   0.0005000000
1728.0	   1.3235261447	   0.0005000000
1730.0	   1.3234761447	   0.0005000000
1732.0	   1.3234251447	   0.0005000000
1734.0	   1.3233741447	   0.0005000000
1736.0	   1.3233231447	   0.0005000000
1738.0	   1.3232721447	   0.0005000000
1740.0	   1.3232211447	   0.0005000000
1742.0	   1.3231691447	   0.0005000000
1744.0	   1.3231171447	   0.0005000000
1746.0	   1.3230651447	   0.0005000000
1748.0	   1.3230131447	   0.0005000000
1750.0	   1.3229601447	   0.0005000000
1752.0	   1.3229081447	   0.0005000000
1754.0	   1.3228561447	   0.0005000000
1756.0	   1.3228031447	   0.0005000000
1758.0	   1.3227481447	   0.0005000000
1760.0	   1.3226951447	   0.0005000000
1762.0	   1.3226411447	   0.0005000000
1764.0	   1.3225871447	   0.0005000000
1766.0	   1.3225331447	   0.0005000000
1768.0	   1.3224791447	   0.0005000000
1770.0	   1.3224251447	   0.0005000000
1772.0	   1.3223721447	   0.0005000000
1774.0	   1.3223171447	   0.0005000000
1776.0	   1.3222611447	   0.0005000000
1778.0	   1.3222051447	   0.0005000000
1780.0	   1.3221511447	   0.0005000000
1782.0	   1.3220941447	   0.0005000000
1784.0	   1.3220381447	   0.0005000000
1786.0	   1.3219811447	   0.0005000000
1788.0	   1.3219241447	   0.0005000000
1790.0	   1.3218661447	   0.0005000000
1792.0	   1.3218081447	   0.0005000000
1794.0	   1.3217491447	   0.0005000000
1796.0	   1.3216901447	   0.0005000000
1798.0	   1.3216301447	   0.0005000000
1800.0	   1.3215691447	   0.0005000000
1802.0	   1.3215081447	   0.0005000000
1804.0	   1.3214471447	   0.0005000000
1806.0	   1.3213861447	   0.0005000000
1808.0	   1.3213231447	   0.0005000000
1810.0	   1.3212611447	   0.0005000000
1812.0	   1.3211971447	   0.0005000000
1814.0	   1.3211361447	   0.0005000000
1816.0	   1.3210691447	   0.0005000000
1818.0	   1.3210251447	   0.0005000000
1820.0	   1.3209821447	   0.0005000000
1822.0	   1.3209271447	   0.0005000000
1824.0	   1.3208681447	   0.0005000000
1826.0	   1.3207991447	   0.0005000000
1828.0	   1.3207341447	   0.0005000000
1830.0	   1.3206601447	   0.0005000000
1832.0	   1.3205671447	   0.0005000000
1834.0	   1.3204741447	   0.0005000000
1836.0	   1.3203921447	   0.0005000000
1838.0	   1.3203161447	   0.0005000000
1840.0	   1.3202471447	   0.0005000000
1842.0	   1.3201811447	   0.0005000000
1844.0	   1.3201031447	   0.0005000000
1846.0	   1.3200171447	   0.0005000000
1848.0	   1.3199141447	   0.0005000000
1850.0	   1.3198011447	   0.0005000000
1852.0	   1.3196911447	   0.0005000000
1854.0	   1.3196091447	   0.0005000000
1856.0	   1.3195381447	   0.0005000000
1858.0	   1.3194551447	   0.0005000000
1860.0	   1.3193711447	   0.0005000000
1862.0	   1.3192921447	   0.0005000000
1864.0	   1.3192071447	   0.0005000000
1866.0	   1.3191171447	   0.0005000000
1868.0	   1.3190131447	   0.0005000000
1870.0	   1.3188971447	   0.0005000000
1872.0	   1.3187821447	   0.0005000000
1874.0	   1.3186671447	   0.0005000000
1876.0	   1.3185581447	   0.0005000000
1878.0	   1.3184531447	   0.0005000000
1880.0	   1.3183511447	   0.0005000000
1882.0	   1.3182531447	   0.0005000000
1884.0	   1.3181541447	   0.0005000000
1886.0	   1.3180571447	   0.0005000000
1888.0	   1.3179751447	   0.0005000000
1890.0	   1.3179031447	   0.0005000000
1892.0	   1.3178371447	   0.0005000000
1894.0	   1.3177801447	   0.0005000000
1896.0	   1.3177361447	   0.0005000000
1898.0	   1.3176981447	   0.0005000000
1900.0	   1.3176781447	   0.0005000000
1902.0	   1.3176741447	   0.0005000000
1904.0	   1.3176801447	   0.0005000000
1906.0	   1.3176931447	   0.0005000000
1908.0	   1.3177061447	   0.0005000000
1910.0	   1.3177091447	   0.0005000000
1912.0	   1.3177181447	   0.0005000000
1914.0	   1.3177391447	   0.0005000000
1916.0	   1.3177581447	   0.0005000000
1918.0	   1.3177701447	   0.0005000000
1920.0	   1.3177731447	   0.0005000000
1922.0	   1.3177681447	   0.0005000000
1924.0	   1.3177691447	   0.0005000000
1926.0	   1.3177701447	   0.0005000000
1928.0	   1.3177631447	   0.0005000000
1930.0	   1.3177511447	   0.0005000000
1932.0	   1.3177461447	   0.0005000000
1934.0	   1.3177471447	   0.0005000000
1936.0	   1.3177541447	   0.0005000000
1938.0	   1.3177631447	   0.0005000000
1940.0	   1.3177651447	   0.0005000000
1942.0	   1.3177621447	   0.0005000000
1944.0	   1.3177531447	   0.0005000000
1946.0	   1.3177371447	   0.0005000000
1948.0	   1.3177221447	   0.0005000000
1950.0	   1.3177051447	   0.0005000000
1952.0	   1.3176871447	   0.0005000000
1954.0	   1.3176581447	   0.0005000000
1956.0	   1.3176171447	   0.0005000000
1958.0	   1.3175701447	   0.0005000000
1960.0	   1.3175221447	   0.0005000000
1962.0	   1.3174831447	   0.0005000000
1964.0	   1.3174441447	   0.0005000000
1966.0	   1.3174041447	   0.0005000000
1968.0	   1.3173571447	   0.0005000000
1970.0	   1.3173061447	   0.0005000000
1972.0	   1.3172591447	   0.0005000000
1974.0	   1.3172081447	   0.0005000000
1976.0	   1.3171511447	   0.0005000000
1978.0	   1.3170901447	   0.0005000000
1980.0	   1.3170301447	   0.0005000000
1982.0	   1.3169661447	   0.0005000000
1984.0	   1.3169011447	   0.0005000000
1986.0	   1.3168371447	   0.0005000000
1988.0	   1.3167731447	   0.0005000000
1990.0	   1.3167021447	   0.0005000000
1992.0	   1.3166261447	   0.0005000000
1994.0	   1.3165551447	   0.0005000000
1996.0	   1.3164871447	   0.0005000000
1998.0	   1.3164161447	   0.0005000000
2000.0	   1.3163431447	   0.0005000000
2002.0	   1.3162681447	   0.0005000000
2004.0	   1.3161851447	   0.0005000000
2006.0	   1.3160991447	   0.0005000000
2008.0	   1.3160211447	   0.0005000000
2010.0	   1.3159461447	   0.0005000000
2012.0	   1.3158711447	   0.0005000000
2014.0	   1.3157891447	   0.0005000000
2016.0	   1.3157031447	   0.0005000000
2018.0	   1.3156151447	   0.0005000000
2020.0	   1.3155281447	   0.0005000000
2022.0	   1.3154421447	   0.0005000000
2024.0	   1.3153541447	   0.0005000000
2026.0	   1.3152691447	   0.0005000000
2028.0	   1.3151861447	   0.0005000000
2030.0	   1.3150991447	   0.0005000000
2032.0	   1.3150121447	   0.0005000000
2034.0	   1.3149251447	   0.0005000000
2036.0	   1.3148331447	   0.0005000000
2038.0	   1.3147381447	   0.0005000000
2040.0	   1.3146491447	   0.0005000000
2042.0	   1.3145611447	   0.0005000000
2044.0	   1.3144701447	   0.0005000000
2046.0	   1.3143781447	   0.0005000000
2048.0	   1.3142911447	   0.0005000000
2050.0	   1.3142051447	   0.0005000000
2052.0	   1.3141131447	   0.0005000000
2054.0	   1.3140181447	   0.0005000000
2056.0	   1.3139211447	   0.0005000000
2058.0	   1.3138181447	   0.0005000000
2060.0	   1.3137171447	   0.0005000000
2062.0	   1.3136181447	   0.0005000000
2064.0	   1.3135181447	   0.0005000000
2066.0	   1.3134191447	   0.0005000000
2068.0	   1.3133311447	   0.0005000000
2070.0	   1.3132511447	   0.0005000000
2072.0	   1.3131681447	   0.0005000000
2074.0	   1.3130871447	   0.0005000000
2076.0	   1.3130021447	   0.0005000000
2078.0	   1.3129041447	   0.0005000000
2080.0	   1.3127961447	   0.0005000000
2082.0	   1.3126901447	   0.0005000000
2084.0	   1.3125861447	   0.0005000000
2086.0	   1.3124811447	   0.0005000000
2088.0	   1.3123771447	   0.0005000000
2090.0	   1.3122821447	   0.0005000000
2092.0	   1.3121921447	   0.0005000000
2094.0	   1.3121011447	   0.0005000000
2096.0	   1.3120091447	   0.0005000000
2098.0	   1.3119151447	   0.0005000000
2100.0	   1.3118131447	   0.0005000000
2102.0	   1.3117091447	   0.0005000000
2104.0	   1.3116041447	   0.0005000000
2106.0	   1.3114981447	   0.0005000000
2108.0	   1.3113891447	   0.0005000000
2110.0	   1.3112771447	   0.0005000000
2112.0	   1.3111651447	   0.0005000000
2114.0	   1.3110551447	   0.0005000000
2116.0	   1.3109471447	   0.0005000000
2118.0	   1.3108391447	   0.0005000000
2120.0	   1.3107321447	   0.0005000000
2122.0	   1.3106231447	   0.0005000000
2124.0	   1.3105121447	   0.0005000000
2126.0	   1.3104011447	   0.0005000000
2128.0	   1.3102911447	   0.0005000000
2130.0	   1.3101801447	   0.0005000000
2132.0	   1.3100701447	   0.0005000000
2134.0	   1.3099611447	   0.0005000000
2136.0	   1.3098561447	   0.0005000000
2138.0	   1.3097501447	   0.0005000000
2140.0	   1.3096391447	   0.0005000000
2142.0	   1.3095231447	   0.0005000000
2144.0	   1.3094041447	   0.0005000000
2146.0	   1.3092841447	   0.0005000000
2148.0	   1.3091621447	   0.0005000000
2150.0	   1.3090391447	   0.0005000000
2152.0	   1.3089171447	   0.0005000000
2154.0	   1.3087981447	   0.0005000000
2156.0	   1.3086781447	   0.0005000000
2158.0	   1.3085601447	   0.0005000000
2160.0	   1.3084431447	   0.0005000000
2162.0	   1.3083261447	   0.0005000000
2164.0	   1.3082071447	   0.0005000000
2166.0	   1.3080841447	   0.0005000000
2168.0	   1.3079601447	   0.0005000000
2170.0	   1.3078371447	   0.0005000000
2172.0	   1.3077171447	   0.0005000000
2174.0	   1.3075941447	   0.0005000000
2176.0	   1.3074681447	   0.0005000000
2178.0	   1.3073391447	   0.0005000000
2180.0	   1.3072091447	   0.0005000000
2182.0	   1.3070791447	   0.0005000000
2184.0	   1.3069521447	   0.0005000000
2186.0	   1.3068241447	   0.0005000000
2188.0	   1.3066941447	   0.0005000000
2190.0	   1.3065631447	   0.0005000000
2192.0	   1.3064321447	   0.0005000000
2194.0	   1.3063061447	   0.0005000000
2196.0	   1.3061821447	   0.0005000000
2198.0	   1.3060541447	   0.0005000000
2200.0	   1.3059231447	   0.0005000000
2202.0	   1.3057961447	   0.0005000000
2204.0	   1.3056681447	   0.0005000000
2206.0	   1.3055351447	   0.0005000000
2208.0	   1.3053971447	   0.0005000000
2210.0	   1.3052581447	   0.0005000000
2212.0	   1.3051191447	   0.0005000000
2214.0	   1.3049791447	   0.0005000000
2216.0	   1.3048381447	   0.0005000000
2218.0	   1.3047001447	   0.0005000000
2220.0	   1.3045661447	   0.0005000000
2222.0	   1.3044331447	   0.0005000000
2224.0	   1.3042961447	   0.0005000000
2226.0	   1.3041561447	   0.0005000000
2228.0	   1.3040161447	   0.0005000000
2230.0	   1.3038751447	   0.0005000000
2232.0	   1.3037331447	   0.0005000000
2234.0	   1.3035871447	   0.0005000000
2236.0	   1.3034411447	   0.0005000000
2238.0	   1.3032941447	   0.0005000000
2240.0	   1.3031461447	   0.0005000000
2242.0	   1.3029981447	   0.0005000000
2244.0	   1.3028541447	   0.0005000000
2246.0	   1.3027091447	   0.0005000000
2248.0	   1.3025611447	   0.0005000000
2250.0	   1.3024081447	   0.0005000000
2252.0	   1.3022551447	   0.0005000000
2254.0	   1.3021001447	   0.0005000000
2256.0	   1.3019431447	   0.0005000000
2258.0	   1.3017881447	   0.0005000000
2260.0	   1.3016291447	   0.0005000000
2262.0	   1.3014701447	   0.0005000000
2264.0	   1.3013151447	   0.0005000000
2266.0	   1.3011621447	   0.0005000000
2268.0	   1.3010081447	   0.0005000000
2270.0	   1.3008511447	   0.0005000000
2272.0	   1.3006921447	   0.0005000000
2274.0	   1.3005321447	   0.0005000000
2276.0	   1.3003701447	   0.0005000000
2278.0	   1.3002051447	   0.0005000000
2280.0	   1.3000391447	   0.0005000000
2282.0	   1.2998701447	   0.0005000000
2284.0	   1.2997041447	   0.0005000000
2286.0	   1.2995401447	   0.0005000000
2288.0	   1.2993741447	   0.0005000000
2290.0	   1.2992041447	   0.0005000000
2292.0	   1.2990341447	   0.0005000000
2294.0	   1.2988661447	   0.0005000000
2296.0	   1.2986961447	   0.0005000000
2298.0	   1.2985211447	   0.0005000000
2300.0	   1.2983471447	   0.0005000000
2302.0	   1.2981731447	   0.0005000000
2304.0	   1.2979991447	   0.0005000000
2306.0	   1.2978231447	   0.0005000000
2308.0	   1.2976461447	   0.0005000000
2310.0	   1.2974661447	   0.0005000000
2312.0	   1.2972811447	   0.0005000000
2314.0	   1.2970941447	   0.0005000000
2316.0	   1.2969061447	   0.0005000000
2318.0	   1.2967211447	   0.0005000000
2320.0	   1.2965371447	   0.0005000000
2322.0	   1.2963521447	   0.0005000000
2324.0	   1.2961641447	   0.0005000000
2326.0	   1.2959751447	   0.0005000000
2328.0	   1.2957871447	   0.0005000000
2330.0	   1.2955951447	   0.0005000000
2332.0	   1.2954021447	   0.0005000000
2334.0	   1.2952101447	   0.0005000000
2336.0	   1.2950191447	   0.0005000000
2338.0	   1.2948241447	   0.0005000000
2340.0	   1.2946281447	   0.0005000000
2342.0	   1.2944301447	   0.0005000000
2344.0	   1.2942291447	   0.0005000000
2346.0	   1.2940281447	   0.0005000000
2348.0	   1.2938271447	   0.0005000000
2350.0	   1.2936231447	   0.0005000000
2352.0	   1.2934181447	   0.0005000000
2354.0	   1.2932131447	   0.0005000000
2356.0	   1.2930051447	   0.0005000000
2358.0	   1.2927971447	   0.0005000000
2360.0	   1.2925901447	   0.0005000000
2362.0	   1.2923811447	   0.0005000000
2364.0	   1.2921691447	   0.0005000000
2366.0	   1.2919561447	   0.0005000000
2368.0	   1.2917421447	   0.0005000000
2370.0	   1.2915271447	   0.0005000000
2372.0	   1.2913091447	   0.0005000000
2374.0	   1.2910881447	   0.0005000000
2376.0	   1.2908661447	   0.0005000000
2378.0	   1.2906421447	   0.0005000000
2380.0	   1.2904171447	   0.0005000000
2382.0	   1.2901891447	   0.0005000000
2384.0	   1.2899601447	   0.0005000000
2386.0	   1.2897331447	   0.0005000000
2388.0	   1.2895061447	   0.0005000000
2390.0	   1.2892771447	   0.0005000000
2392.0	   1.2890441447	   0.0005000000
2394.0	   1.2888091447	   0.0005000000
2396.0	   1.2885741447	   0.0005000000
2398.0	   1.2883361447	   0.0005000000
2400.0	   1.2880921447	   0.0005000000
2402.0	   1.2878471447	   0.0005000000
2404.0	   1.2876011447	   0.0005000000
2406.0	   1.2873551447	   0.0005000000
2408.0	   1.2871091447	   0.0005000000
2410.0	   1.2868601447	   0.0005000000
2412.0	   1.2866091447	   0.0005000000
2414.0	   1.2863581447	   0.0005000000
2416.0	   1.2861041447	   0.0005000000
2418.0	   1.2858461447	   0.0005000000
2420.0	   1.2855841447	   0.0005000000
2422.0	   1.2853191447	   0.0005000000
2424.0	   1.2850501447	   0.0005000000
2426.0	   1.2847801447	   0.0005000000
2428.0	   1.2845121447	   0.0005000000
2430.0	   1.2842451447	   0.0005000000
2432.0	   1.2839771447	   0.0005000000
2434.0	   1.2837081447	   0.0005000000
2436.0	   1.2834341447	   0.0005000000
2438.0	   1.2831551447	   0.0005000000
2440.0	   1.2828761447	   0.0005000000
2442.0	   1.2825971447	   0.0005000000
2444.0	   1.2823131447	   0.0005000000
2446.0	   1.2820271447	   0.0005000000
2448.0	   1.2817401447	   0.0005000000
2450.0	   1.2814511447	   0.0005000000
2452.0	   1.2811611447	   0.0005000000
2454.0	   1.2808661447	   0.0005000000
2456.0	   1.2805681447	   0.0005000000
2458.0	   1.2802671447	   0.0005000000
2460.0	   1.2799661447	   0.0005000000
2462.0	   1.2796631447	   0.0005000000
2464.0	   1.2793591447	   0.0005000000
2466.0	   1.2790511447	   0.0005000000
2468.0	   1.2787401447	   0.0005000000
2470.0	   1.2784271447	   0.0005000000
2472.0	   1.2781141447	   0.0005000000
2474.0	   1.2778001447	   0.0005000000
2476.0	   1.2774851447	   0.0005000000
2478.0	   1.2771631447	   0.0005000000
2480.0	   1.2768401447	   0.0005000000
2482.0	   1.2765181447	   0.0005000000
2484.0	   1.2761941447	   0.0005000000
2486.0	   1.2758691447	   0.0005000000
2488.0	   1.2755391447	   0.0005000000
2490.0	   1.2752021447	   0.0005000000
2492.0	   1.2748621447	   0.0005000000
2494.0	   1.2745231447	   0.0005000000
2496.0	   1.2741811447	   0.0005000000
2498.0	   1.2738411447	   0.0005000000
2500.0	   1.2734991447	   0.0005000000
